agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.6322918819758501,0.8305718779206633,0.7172740610125946,0.5897758484855349,nan,nan,0.7787205374785816,0.6985870819001544,0.7329505948351127,0.6959658808750718,nan,nan,74.51945996932552,4.610137373660556
1,0.5878543293941141,0.8562323929764234,0.6969667546370686,0.5754616069468119,nan,nan,0.7680341220467856,0.7083203663312581,0.7331099647634012,0.7108614963746113,nan,nan,75.69519101319733,4.530938500583162
2,0.6151149220153298,0.850978997574159,0.7137590217959001,0.5922948433055276,nan,nan,0.7721696159314463,0.7096271224404229,0.7356230266137184,0.7118355519654601,nan,nan,76.31187225973541,4.467518577327615
3,0.6356605556966403,0.8444690192132112,0.7251549016483908,0.6027122274290889,nan,nan,0.786373631120157,0.7101796941296706,0.7425572958342593,0.7118978757749949,nan,nan,76.65415485776599,4.472127449589569
4,0.6514031388615409,0.8364645145152801,0.7323328697250634,0.6280009121108877,nan,nan,0.7931602773493536,0.7099847751642375,0.7453544807960414,0.7363911936955233,nan,nan,77.3412124989626,4.651946368295258
5,0.6406344366770151,0.844149419606339,0.728395925477396,0.6109415505119282,nan,nan,0.7923704278680352,0.711638302746724,0.7458153557587793,0.7259860284568453,nan,nan,77.24771827352562,4.700371736055069
6,0.646365092770485,0.8358909383326777,0.7289411376971777,0.6199177471570124,nan,nan,0.7879857435062647,0.7090341911108926,0.7424004564118858,0.7256446771059369,nan,nan,77.03881310008818,4.97020337511628
7,0.6531683044555537,0.8343520802251486,0.7326491561956,0.6223968666358637,nan,nan,0.7985358711464674,0.7081153969871871,0.7468146181202516,0.7319663681381913,nan,nan,77.03075316832805,5.0805148079031435
8,0.6697778570812922,0.823044079570977,0.7384770582252891,0.648344096653441,nan,nan,0.8035695021409283,0.7048430830511535,0.7471539598150169,0.7471077949077367,nan,nan,77.06835406455687,5.358331119390167
9,0.6889303420355064,0.8191909941359407,0.7482901272532141,0.6489652467044205,nan,nan,0.8122254669509603,0.7056310636252122,0.7513639932095098,0.7446117698506325,nan,nan,77.3153487826438,5.635736160890209
10,0.6834621044466098,0.8160699110521422,0.7438710192491534,0.6544593647101965,nan,nan,0.8058789482108891,0.7034422980568571,0.7472776864738263,0.7497152243011408,nan,nan,77.36201896637067,5.916695136280444
11,0.6918572614165337,0.8080953252361719,0.7454247904075505,0.6483918418057183,nan,nan,0.8073018236547038,0.7016692815098109,0.7469304566056054,0.7415001880871575,nan,nan,76.93358959866428,6.163169922123567
12,0.7005392482984729,0.8094245395919342,0.7509786493801295,0.6581726333994986,nan,nan,0.8146290536217018,0.7023558512789624,0.7505058946228376,0.749689078250642,nan,nan,77.3882205455706,6.629493145969214
13,0.7198525747415174,0.8000631310108218,0.7577540792774408,0.6698775961208524,nan,nan,0.8199082716480024,0.7013924869118014,0.7522996610537981,0.754196314767348,nan,nan,77.38296760288974,6.793876469706899
14,0.698160290567847,0.8062452790236259,0.7482925394557159,0.6566712744781155,nan,nan,0.811011766117031,0.7015324243889002,0.7484763603440316,0.7486422812842212,nan,nan,77.03708638645215,7.1031308105946325
15,0.7198419241640835,0.7967288607385704,0.756170937231936,0.6676567435848241,nan,nan,0.8256763885401383,0.6971427149049367,0.7523775205662713,0.7529984735827089,nan,nan,76.97019271894305,7.494846900294157
