epoch,mAP,asym_loss,dynamic_adj_loss
0,43.59191131591797,10.563369220030214,2.2402621938562977
1,75.46595764160156,5.89960379211615,0.517368065642444
2,82.33777618408203,4.473167118874,0.24851525080859235
3,85.98246765136719,3.807940829730202,0.16375205193560383
4,88.89234924316406,3.2803664710504807,0.11785945334762374
5,90.0191650390625,2.9853800027928457,0.09658707730498504
6,91.38919830322266,2.767196441373081,0.07914588180146052
7,92.08281707763672,2.533422599024806,0.06786669660334857
8,93.79513549804688,2.289139285472269,0.06214863203089451
9,94.26394653320312,2.207877906924443,0.04864783013150333
10,61.38301086425781,8.36618336549042,1.0009631032903563
11,79.6507797241211,5.270046258226356,0.313228490782228
12,84.078125,4.342314400571459,0.20227190379238305
13,86.27501678466797,3.8674652086082073,0.14999185577497312
14,89.44552612304688,3.3865406348350215,0.12375603088488174
15,90.17850494384766,3.0778272667675153,0.09966274797140313
16,90.95836639404297,2.8979177601793964,0.08311341160657346
17,92.72196960449219,2.664313156554038,0.07582377291248171
18,93.02742767333984,2.505098925837389,0.06637829605899484
19,93.39065551757812,2.343574680757862,0.058720551124040794
20,65.33378601074219,7.622548045841522,0.7499169963973423
21,81.61666870117188,5.188043523342045,0.3594381878456323
22,85.37460327148438,4.317868753527918,0.24056221301673997
23,87.90548706054688,3.810813750781065,0.1791484719472574
24,89.53951263427734,3.3794115790238606,0.14364494102782446
25,90.50547790527344,3.161983859454486,0.117344541987074
26,91.38673400878906,2.9741717944753923,0.10321672662352835
27,92.19530487060547,2.7753692159415997,0.08990826321177921
28,92.81187438964844,2.6041282776822428,0.07796512294151155
29,93.3055191040039,2.4845491354981215,0.07358045038166089
30,69.81499481201172,7.144525184698987,0.6390352314404136
31,83.38817596435547,5.0314746034060835,0.38839887490112934
32,86.46078491210938,4.270390716004882,0.27401361999544477
33,87.35928344726562,3.8666181289557886,0.21161983686611577
34,89.15516662597656,3.5689297255049377,0.16599503290304463
35,90.56803894042969,3.273968907112772,0.14399103677488126
36,90.40951538085938,3.130138275048409,0.12324352219291296
37,91.7749252319336,2.896793607701646,0.10734809714151503
38,92.15254974365234,2.7978515586954495,0.10025927806702437
39,93.14214324951172,2.583653910362974,0.08788844834598679
40,72.06819915771484,6.89753514739639,0.6337286188987128
41,85.03629302978516,5.078733181277068,0.4330493096156535
42,87.42086029052734,4.366461498517516,0.32349483897011216
43,88.21830749511719,3.984626912056129,0.2483057110596794
44,89.38716888427734,3.675054312175048,0.20456653629951443
45,90.07992553710938,3.445247144563824,0.16972281610764944
46,90.36579132080078,3.2669120105445835,0.1538167319207697
47,91.2141342163086,3.1228726438596754,0.13078828237897955
48,91.80272674560547,2.936594988437408,0.12126861551300962
49,92.2877426147461,2.7623460557021153,0.10769324241774085
50,72.91942596435547,6.676924469834528,0.6627896245542569
51,86.39247131347656,5.050408748024744,0.466248698961914
52,87.86856842041016,4.408027328497972,0.3605865970888033
53,88.17472839355469,4.072952841190578,0.29457851799191725
54,89.4738540649414,3.7764403253582337,0.24290269204739037
55,89.93199157714844,3.5756165025927498,0.210648739327353
56,90.90390014648438,3.37355369921272,0.1782903045296987
57,91.16365051269531,3.216186903892679,0.1604315463110065
58,91.91173553466797,3.0689088790974712,0.14649186291936653
59,92.23896026611328,2.935981327760305,0.13317384696664653
60,74.09839630126953,6.6454245215612096,0.723564900616382
61,86.64104461669922,5.123085246863938,0.5246781571537047
62,87.68657684326172,4.587354633402316,0.41835486697336877
63,89.3375244140625,4.180537602157458,0.34387064595700173
64,89.7690658569336,3.8805613830579944,0.2929840251169306
65,90.29997253417969,3.7039902214462894,0.2589732168757537
66,90.76768493652344,3.526706270715024,0.21876488998532295
67,90.36453247070312,3.400858103383517,0.20074345828991727
68,91.3394546508789,3.2053674903321787,0.18237138561349597
69,91.25838470458984,3.1688736085350637,0.1601498701150615
70,74.00946044921875,6.566458554132614,0.8144478317323728
71,88.44434356689453,4.990960457646254,0.5723978655003279
72,88.35918426513672,4.576392484472152,0.4668636136813788
73,89.05033111572266,4.245907950063122,0.3957385068481906
74,89.1648941040039,4.0491405294296605,0.33718553052699946
75,89.74763488769531,3.8351424695752176,0.29391732183119945
76,90.7503890991211,3.678378881292139,0.26322020936413865
77,90.82711791992188,3.5610867903587677,0.2353866176996776
78,90.19095611572266,3.48740490108517,0.21272841735960932
79,91.21874237060547,3.333876049264948,0.20060343435694658
80,73.77203369140625,6.780568599700928,0.9141597212523435
81,89.30988311767578,5.0778338959876494,0.6458578519787345
82,88.86348724365234,4.679884300164295,0.5361972284496672
83,88.96819305419922,4.408374307003426,0.45953207996720113
84,88.8036880493164,4.230322274755925,0.39854272412704234
85,89.85357666015625,4.042745066449995,0.353134725771263
86,89.64454650878906,3.926739204437175,0.3164162506606986
87,90.50963592529297,3.7839590480141614,0.28769465222135726
88,90.7797622680664,3.641320423876986,0.2624374300981246
