epoch,mAP,entropy_loss,relation_loss,overall_loss
0,52.069122314453125,49.425612270703766,1.7271508337048491,51.15276310440862
1,84.05970001220703,32.446719946186576,1.492817633942955,33.939537580129524
2,95.61779022216797,21.630673067215504,1.4220873484895913,23.052760415705094
3,89.92545318603516,14.987993454304082,1.3346821180218003,16.32267557232588
4,74.22936248779297,39.704998885192936,0.46000970897091753,40.16500859416385
5,77.20714569091797,32.133908512350914,0.5245664496902399,32.65847496204115
6,83.66156005859375,23.216363144421216,0.5625696498604569,23.778932794281673
7,92.94432067871094,16.51945543270191,0.5827659443993892,17.1022213771013
8,69.35088348388672,39.86437850826971,0.7022602044741405,40.566638712743845
9,93.64990234375,30.86231710604926,0.6046097785302658,31.46692688457953
10,86.65789794921875,23.290189123896397,0.5560887201815155,23.84627784407791
11,90.47400665283203,15.818965298642038,0.7632758813085856,16.58224117995062
12,80.61355590820312,41.498550774168024,0.5913931473741937,42.089943921542215
13,84.25907897949219,31.390522704507916,0.5936525257903933,31.984175230298305
14,75.08184051513672,22.84581197694439,0.6654570821597946,23.511269059104183
15,85.03591918945312,16.291847254295334,0.6130419407312258,16.904889195026556
16,65.61421203613281,49.25875600917084,0.6081311194270184,49.86688712859785
17,83.25074005126953,36.11555503129708,0.619378223698491,36.73493325499557
18,97.01689910888672,25.97229933759288,0.6064231864127048,26.578722524005585
19,87.99129486083984,19.156922938623502,0.5542189598856203,19.711141898509126
20,87.06385040283203,49.40658835737414,0.6384539184351345,50.04504227580927
21,89.0811538696289,37.890211218166364,0.5585077018648332,38.4487189200312
22,87.72702026367188,30.458309628451957,0.5918542067628016,31.05016383521476
23,91.78678131103516,21.908036705620944,0.6491613937453427,22.55719809936629
24,71.66946411132812,58.48653788106508,0.6021941640334383,59.088732045098524
25,82.63085174560547,44.27771001904876,0.5783985692089617,44.856108588257726
26,82.0671615600586,35.72166237230794,0.5557436913342944,36.27740606364223
27,99.25202941894531,25.440564184941575,0.5681142746442341,26.00867845958581
28,65.4791030883789,62.797620214773715,0.5425756435748879,63.34019585834861
29,73.8334732055664,46.365921005865694,0.5758819072835324,46.941802913149225
30,80.83628845214844,34.692344349068804,0.5642033016550149,35.256547650723824
31,86.28681945800781,26.372967895553696,0.5620094273043243,26.93497732285802
32,73.21302795410156,65.77580311103331,0.5673120846340326,66.34311519566734
33,77.1787338256836,53.74857618467507,0.5635035291025378,54.31207971377761
34,75.48757934570312,40.967618897503144,0.5668206918835785,41.53443958938672
35,96.79983520507812,29.36038539711839,0.5804536345851039,29.94083903170349
36,77.67411804199219,67.64159359289803,0.5541237786397184,68.19571737153774
37,78.49182891845703,53.63122314753528,0.554070410352268,54.18529355788755
38,72.19219207763672,44.172237196394946,0.5520156311763345,44.72425282757128
39,98.45138549804688,32.507511756740485,0.5191814230326859,33.026693179773176
40,69.8018569946289,73.05911130638383,0.5404580237815723,73.5995693301654
41,81.44046783447266,61.48923395228373,0.5175718411247772,62.00680579340851
42,79.72769927978516,46.891301161786785,0.4797417703843411,47.37104293217113
43,85.48780059814453,38.020913153563356,0.5064238389602488,38.52733699252361
44,71.99237060546875,82.67719250194264,0.5132673088576846,83.19045981080032
45,69.16188049316406,67.9751117514047,0.5548468513885814,68.52995860279327
46,81.91875457763672,51.63493627263129,0.6185043968107029,52.253440669442
47,78.38506317138672,40.85724710459604,0.5370216770116721,41.39426878160772
48,66.59214782714844,78.34388444987982,0.573141566096322,78.91702601597615
49,78.53529357910156,65.67606682805771,0.5772949184336023,66.25336174649132
50,73.80121612548828,52.112365251548944,0.5808259677271408,52.69319121927609
51,91.48298645019531,39.59433493148099,0.5590683730611751,40.15340330454216
52,61.53717803955078,84.97471501603543,0.550719784456516,85.52543480049195
53,89.94898223876953,66.8150459653628,0.5137262295797472,67.32877219494254
54,96.01899719238281,55.490565023747195,0.46479108103539296,55.95535610478259
55,76.89335632324219,43.71845700813165,0.49301602886084306,44.21147303699249
