epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,asym_loss,dynamic_adj_loss,overall_loss
0,0.3981275078020508,0.7372549019607844,0.5170442208873127,0.08677812643521636,0.21667928507777817,0.1239252803391592,0.6085992907801419,0.2833849329205366,0.38670609773271364,0.35179044573598667,0.05488103056031785,0.09494947803616079,12.89367389678955,209.76792907714844,2.587830226472082,212.35576029026757
1,0.4172974176313446,0.774746848522422,0.5424292845257903,0.17355907512766264,0.25208150308928357,0.20557735691575663,0.5917553191489362,0.2758834469931804,0.3763213530655391,0.5554277761821432,0.055294046961849336,0.10057557590467797,15.886430740356445,165.6921277959296,1.6531520511241666,167.3452798559311
2,0.4214095153401512,0.7816494845360825,0.5475949732774809,0.17681741023689573,0.2745196197469135,0.21509357751836977,0.5811170212765957,0.27030927835051544,0.3689839572192513,0.4383296005972378,0.055789706863936715,0.09898127661820968,16.774383544921875,162.66940729668795,1.4414107583938762,164.11081792953163
3,0.4362007580107959,0.7835774706003714,0.5604249667994687,0.18675966863220803,0.2753477720478577,0.2225623486633158,0.5390070921985816,0.2508768310295028,0.3423905392087851,0.41882053910134065,0.054367100547066595,0.09624113756402457,17.90706443786621,141.04389977962418,1.3627941671838149,142.40669356001192
4,0.5212623696175448,0.8032145064908304,0.6322277187576028,0.21546007339442563,0.3787843014417289,0.27467788285515876,0.8845637583892617,0.40737688028023905,0.5578442437923251,0.5728248628903299,0.15820940966954417,0.24793990324029327,32.69325637817383,19.677799062525967,0.23110104288826588,19.90890008845227
5,0.5631450298750679,0.8546990931574608,0.6789456450556647,0.3526325614891378,0.4033927979946393,0.37630863530887254,0.9339539007092199,0.43425391591096457,0.5928531232414181,0.903267885521848,0.15536722234874423,0.2651304899431089,37.058563232421875,17.087339847645858,0.17141617818715724,17.258756049135894
6,0.5741953462449492,0.8496907216494846,0.6852914276211858,0.422091642922439,0.3797654254735587,0.399811434434126,0.9375,0.43608247422680413,0.595271601463552,0.9251852687449132,0.1490055509623247,0.2566727217965506,37.86295700073242,16.873089577289342,0.1497988561366466,17.02288839664865
7,0.5798331015299026,0.8599422442244224,0.6926399734175112,0.457534216981528,0.44811529326036564,0.4527757758397449,0.9432624113475178,0.4389438943894389,0.5990990990990991,0.9447291887228455,0.1557173084326487,0.2673654500167752,42.839359283447266,16.264625366697928,0.13864357159175772,16.403268910468892
8,0.5220068116321719,0.8208032955715757,0.6381615821923292,0.24135764052479183,0.4033910734835434,0.30201384070846643,0.881619937694704,0.40803295571575693,0.5578710222472543,0.47671381872600366,0.17189784624838425,0.25268148305374233,34.39912033081055,19.01535493769544,0.0699214492627281,19.08527639064383
9,0.5686922970924625,0.8514545079430575,0.681923331130205,0.4291076095509009,0.3936259043978806,0.4106016541924928,0.9365853658536586,0.4357334433670311,0.5947620388622923,0.8180921377727643,0.14507109124738454,0.24644113394639952,37.63725662231445,16.96148474165734,0.0670433834670706,17.02852819828277
10,0.5832286870378122,0.8609680741503605,0.6953917817334885,0.43695595401988646,0.4055451038496507,0.42066498574808586,0.9397163120567376,0.43666323377960864,0.5962593165518211,0.8302393876890365,0.14677731515710368,0.24945388939141802,41.32937240600586,16.4708560933458,0.0661492898188373,16.537005383917627
11,0.5895701198026779,0.8635425268373246,0.7007287042465868,0.4461683508297004,0.4257957159035296,0.4357440394688905,0.949468085106383,0.4421965317919075,0.6033802816901408,0.9335479528753918,0.14731658693207536,0.254476103322857,41.73993682861328,16.10527859850133,0.05991345263542013,16.165192106936836
12,0.5353304674905964,0.8214801071943929,0.6482309882065881,0.30844442913140785,0.4080436444232175,0.3513213788483891,0.8976412995104583,0.4157905586477015,0.5683291067906452,0.5726373430375412,0.17221442290669436,0.26479472580968816,34.86226272583008,18.54947587277027,0.04132677006356895,18.590802740543456
13,0.5708769994484281,0.8530805687203792,0.6840148698884758,0.37030286401653545,0.39203392594935593,0.3808586637336187,0.9423758865248227,0.4380795384298372,0.5981150654100437,0.8271407896679619,0.14103985947313463,0.2409877141063696,38.19658660888672,16.747143400476336,0.04195764894656679,16.789100951336806
14,0.5832520551762574,0.862914862914863,0.6960425673428667,0.42740532706198314,0.41547518102911135,0.42135582429364327,0.9459219858156028,0.4399092970521542,0.6005346841142535,0.8658839878971554,0.1566904700248369,0.2653611538983611,40.70023727416992,16.20280155222467,0.038697061208175856,16.241498708724972
15,0.5925873532324233,0.8646026831785346,0.7032063119019641,0.44601261633683853,0.44905666851509984,0.447529466148657,0.9419326241134752,0.43859649122807015,0.598507252499648,0.8601236327508223,0.16667064514581867,0.27923287821472526,43.140071868896484,15.861027677008442,0.04055811720404853,15.901585771682415
