epoch,mAP,overall_loss
0,38.41277313232422,338.44695472717285
1,50.64704513549805,111.08374786376953
2,46.573909759521484,76.74260091781616
3,47.36516571044922,52.05927085876465
4,61.787269592285156,219.3670997619629
5,53.33305740356445,212.7804126739502
6,53.306434631347656,211.6865005493164
7,50.395076751708984,212.4373321533203
8,51.05197525024414,191.67631149291992
9,59.36326217651367,184.9674301147461
10,52.31529998779297,180.50758361816406
11,60.602272033691406,178.36474227905273
12,67.20738983154297,22.326481461524963
13,58.14173126220703,12.193472981452942
14,67.19853973388672,5.922125965356827
15,55.707828521728516,5.58561372756958
16,53.191810607910156,24.04390048980713
17,68.87931823730469,16.430885434150696
18,61.12653732299805,9.226871013641357
19,60.04496383666992,5.1624476313591
20,54.47418212890625,21.927979230880737
21,53.03691101074219,13.501416444778442
22,71.47570037841797,8.63724821805954
23,56.75542449951172,5.813544720411301
24,68.76350402832031,19.692379236221313
25,54.885013580322266,14.005475401878357
26,61.055477142333984,8.209016025066376
27,59.215641021728516,5.456772446632385
28,56.74027633666992,22.51178216934204
29,69.49739074707031,16.19767189025879
30,71.57671356201172,11.149224042892456
31,61.43686294555664,7.998154103755951
32,63.781715393066406,25.21974229812622
33,59.326560974121094,19.164168119430542
34,52.13517379760742,15.382839918136597
35,53.724700927734375,11.320667803287506
