epoch,mAP,entropy_loss,cosine_loss,overall_loss
0,29.297935485839844,20.645763556162517,0.5528094271818796,21.198572953542072
1,28.172435760498047,11.563604990641275,0.5642896294593811,12.127894560496014
2,31.00706672668457,10.0365096728007,0.5673147241274515,10.603824456532797
3,31.163650512695312,9.155962467193604,0.5668563842773438,9.722818851470947
4,45.91239929199219,15.753862698872883,0.5543040732542674,16.30816682179769
5,43.710357666015625,10.562870502471924,0.5655588507652283,11.128429412841797
6,64.55413055419922,8.945175806681315,0.5693093140920003,9.514485120773315
7,57.522762298583984,8.966034571329752,0.5684749682744344,9.534509817759197
8,49.94694519042969,12.321303049723308,0.5145010550816854,12.835804144541424
9,54.005218505859375,9.680118560791016,0.5124096671740214,10.192528088887533
10,49.22488784790039,8.902095079421997,0.5141437550385793,9.416238705317179
11,51.550323486328125,8.086946407953898,0.5148228804270426,8.601769288380941
12,48.87570571899414,12.728012243906656,0.49400789539019263,13.222020149230957
13,54.19878387451172,9.320497989654541,0.4940222203731537,9.814520359039307
14,66.30531311035156,8.569219827651978,0.4937941481669744,9.063013871510824
15,64.05960083007812,7.737086772918701,0.4951484103997549,8.232235193252563
16,48.2738037109375,16.217824300130207,0.47048121194044745,16.688305854797363
17,52.84361267089844,9.455222924550373,0.46940728028615314,9.924630165100098
18,63.41205978393555,8.65485111872355,0.4686683019002279,9.12351942062378
19,63.49767303466797,7.942704359690348,0.46842426558335626,8.411128520965576
20,54.862998962402344,15.126676241556805,0.4504098892211914,15.577085971832275
21,45.21158218383789,9.943368275960285,0.45011167228221893,10.393480062484741
22,53.60099792480469,9.272871971130371,0.4495656341314316,9.722437699635822
23,64.21929931640625,8.257163604100546,0.4501975576082865,8.707360982894897
24,50.02426528930664,13.683769543965658,0.42768515149752295,14.111454645792643
25,53.286922454833984,9.784066279729206,0.4273892939090729,10.211455663045248
26,63.93540573120117,8.399762392044067,0.42745615045229596,8.827218532562256
27,68.04064178466797,8.306964317957561,0.4282082865635554,8.735172748565674
28,50.694252014160156,15.756062189737957,0.4134785234928131,16.169540723164875
29,53.76272201538086,10.808410485585531,0.41246994833151496,11.220880508422852
30,58.47542190551758,9.022468725840252,0.4105588694413503,9.433027585347494
31,67.29461669921875,7.663407405217489,0.4117283225059509,8.075135628382364
32,61.1954345703125,14.906462510426838,0.4006277124087016,15.307090282440184
33,58.105926513671875,10.693541844685873,0.39999663829803467,11.093538602193197
34,55.41119384765625,9.290511846542358,0.39788646499315894,9.688398520151775
35,59.648067474365234,8.984238783518474,0.3988104909658432,9.383049488067627
36,59.16706466674805,15.243278821309406,0.3943332185347875,15.637612183888754
37,47.69795608520508,10.68867301940918,0.39217205345630646,11.08084519704183
38,58.3937873840332,9.151767253875732,0.39000409841537476,9.541771252950033
39,62.239200592041016,8.775170803070068,0.39019110798835754,9.165361881256104
40,55.808250427246094,16.507304191589355,0.3839872231086095,16.891291618347168
41,47.671390533447266,12.011541843414307,0.3842119425535202,12.395753860473633
42,59.433895111083984,9.657917579015097,0.3820568372805913,10.039974292119343
43,60.39138412475586,9.076944828033447,0.3830331315596899,9.459977626800537
44,50.78929138183594,19.517284711201984,0.3719923496246338,19.889277140299477
45,48.656822204589844,12.197619358698526,0.372625932097435,12.570245345433552
46,59.80485534667969,9.692056576410929,0.3715761949618658,10.063632806142172
47,63.56142044067383,9.061125040054321,0.3723618735869726,9.433486859003702
48,58.548789978027344,16.363524278004963,0.36671683192253113,16.730241457621258
49,60.91588592529297,12.524465084075928,0.3676728308200836,12.89213784535726
50,60.0723876953125,9.489474296569824,0.3659630219141642,9.855437437693277
51,52.47898864746094,9.571420113245647,0.3662111312150955,9.937631368637085
52,48.47663116455078,17.015252908070885,0.3624738355477651,17.377727031707764
53,61.68803024291992,12.952551523844402,0.3639115740855535,13.316463152567545
54,56.21697235107422,9.219752152760822,0.3621896803379059,9.581941763559978
55,70.79043579101562,9.00440486272176,0.36209223667780555,9.366497039794922
56,59.51534652709961,16.675790945688885,0.35594748457272846,17.03173828125
57,56.42120361328125,13.678095499674479,0.35639234880606335,14.03448788324992
58,61.79448318481445,10.091410954793293,0.3543399969736735,10.445751190185547
59,54.40843200683594,9.528334220250448,0.3535502403974533,9.881884415944416
60,58.509742736816406,16.768640836079914,0.35433605313301086,17.122976779937744
61,57.39949417114258,12.635982354482016,0.35441169142723083,12.990394115447998
62,54.07032775878906,10.030605475107828,0.3531716763973236,10.383777300516764
63,54.50590133666992,10.171018600463867,0.35303129255771637,10.524049917856853
64,49.677650451660156,15.895020484924316,0.3493083367745082,16.24432881673177
65,60.1842155456543,12.835017681121826,0.350168322523435,13.18518606821696
66,52.086151123046875,11.03939406077067,0.3486975332101186,11.388091723124186
67,55.64934158325195,9.563156604766846,0.3473246743281682,9.910481135050457
68,51.060176849365234,20.85604190826416,0.3410777350266775,21.19711971282959
69,49.37873840332031,13.715921401977539,0.3423832505941391,14.058304786682129
70,61.01445388793945,10.701844056447348,0.3412250280380249,11.043069044748941
71,55.70857620239258,10.150931119918823,0.3401049723227819,10.491036097208658
72,51.972293853759766,16.884791056315102,0.3447521428267161,17.229543209075928
73,57.568519592285156,11.958963712056477,0.34475812315940857,12.303721904754639
74,51.584476470947266,11.592231114705404,0.3437073429425557,11.935938517252604
75,50.555259704589844,10.490172545115152,0.34242153664429986,10.832594235738117
76,58.303375244140625,18.58527421951294,0.3409390300512314,18.926213105519615
77,56.05677795410156,13.384954770406086,0.34053751826286316,13.725492477416992
78,45.687137603759766,11.440078337987265,0.33895866076151526,11.77903699874878
79,60.07188415527344,9.503641446431478,0.3378665695587794,9.841508070627848
80,44.464141845703125,20.670352458953857,0.3383645713329315,21.00871753692627
81,61.60557174682617,13.186152935028076,0.33888796965281165,13.5250407854716
82,51.84526443481445,12.426761468251547,0.3382806181907654,12.765041828155518
83,53.24465560913086,10.981019337972006,0.3369447191556295,11.31796407699585
84,52.20399475097656,25.864463806152344,0.3347241381804148,26.199187914530437
85,62.419898986816406,14.125652154286701,0.3358440150817235,14.461496035257975
