agg_iter,precision,recall,avgloss
0,0.7341488965502988,0.3236639692465329,0.19364772236131989
1,0.7570356503250215,0.3589416165833299,0.17534624936628168
2,0.7582684446789166,0.3795409465131243,0.16612840996316158
3,0.7451412142006443,0.4004437990934127,0.15933008490062042
4,0.7344478778566179,0.4140018377743849,0.15360215779396647
5,0.7353420062550678,0.4162092653643587,0.14954163425621736
6,0.7247676512468993,0.4238411312906727,0.14782130242752858
7,0.7098926984037031,0.42479940411795863,0.14704580807014958
8,0.7189836284044683,0.42260124307473984,0.1463789517973868
9,0.7080508185751765,0.4190496861033474,0.14715500346925328
10,0.7281179229373588,0.4306623486753224,0.1452619051897999
11,0.7165918125807432,0.43253130398072104,0.14591921451177428
12,0.710072619262802,0.436501662968286,0.14644970118859776
13,0.7218803004138977,0.42675303868165726,0.14850243238794955
14,0.7143743152737976,0.4360990529252292,0.14870374905867706
15,0.7167568216065267,0.4253531135507522,0.15048277058938778
16,0.7106626806329217,0.4337607745233531,0.14982698633171104
17,0.7099549912105867,0.4304451823738878,0.14980112959932604
18,0.715625441093076,0.43180772734621614,0.1511194095662463
19,0.7231497705781763,0.4292475257692358,0.15076135972517277
20,0.7186751696119982,0.4335734207807205,0.1501903581603361
21,0.7241992446071209,0.42527898799520564,0.1517415094700414
22,0.7030830599182983,0.4415377189635374,0.14991243083324063
23,0.7260944927126183,0.42850479681644355,0.15355478360906877
24,0.7227530826676366,0.43123310186801234,0.15317908445784212
25,0.725015345529984,0.4303302179089484,0.15215249865570987
26,0.7200179188446465,0.4366491095582955,0.15166365665523113
27,0.7255758981520296,0.4302154696990241,0.1517604882037548
28,0.731227561335882,0.4313072685294247,0.1507775698204282
29,0.7308680584299225,0.42690005176908596,0.1525485363875952
30,0.7313875692452453,0.4263102172726059,0.15290460136452969
31,0.7280534477391248,0.43004970831013706,0.15066399859799479
32,0.7355796185954085,0.42754837057825235,0.1540115884940547
33,0.7331738085016625,0.42736604905459985,0.152502597672793
34,0.7328163292674119,0.42541196709225715,0.1528296869051859
35,0.742907758358391,0.4216887796680111,0.15468471282644733
36,0.7457694278043784,0.41650648496243514,0.15294952133095766
37,0.7284899492799933,0.42812849856326035,0.15158917372676098
38,0.7390751594007121,0.4202309306472662,0.15239814179484434
39,0.7448057467864635,0.41659705583123147,0.15501763259188167
40,0.7414316200073068,0.4173274167478108,0.1532409474220646
41,0.7426577409415085,0.41525428181711643,0.1533435436372576
42,0.7456324845920631,0.41354916949548426,0.15494477163593634
43,0.7366190774191634,0.4180882247523332,0.15370516315758107
44,0.7366966016322835,0.4171486342943718,0.1537912733239976
45,0.7317438791439674,0.41897726051985684,0.15770482520149023
46,0.7381229951886514,0.4138338284258911,0.15436528721972537
47,0.7351590314154618,0.4174740627452845,0.15530603454026712
48,0.74187927045729,0.4095039495714175,0.1556577742570948
49,0.7380123765726967,0.4100745133082606,0.15667702151530372
