epoch,mAP,train_loss
0,59.499996185302734,7.432517846425375
1,72.46825408935547,4.474989732106526
2,85.0,1.9202375411987305
3,70.24603271484375,1.771876335144043
4,63.962303161621094,7.1735765139261884
5,76.07638549804688,5.11490535736084
6,98.4136962890625,3.758119583129883
7,100.0,2.426430066426595
8,79.6706314086914,7.410067081451416
9,82.4222183227539,5.017849127451579
10,98.22222137451172,3.5976266860961914
11,100.0,2.3050069411595664
12,99.40972137451172,8.571853717168173
13,88.27777862548828,6.716858148574829
14,72.74305725097656,4.781651417414348
15,100.0,3.03091569741567
16,82.9206314086914,9.259194056193033
17,88.83332824707031,6.329579989115397
18,89.72222137451172,4.573759317398071
19,99.72222137451172,2.9347087144851685
20,80.73611450195312,8.946620305379232
21,82.16665649414062,6.506357630093893
22,98.5873031616211,4.919454415639241
23,89.40972137451172,3.9695275624593096
24,71.48016357421875,8.805874824523926
25,99.1875,7.197734038035074
26,85.0,4.5058995087941485
27,100.0,3.2416110038757324
28,82.35713958740234,9.129087289174398
29,97.36369323730469,6.747846523920694
30,90.0,4.603955427805583
31,100.0,3.7460155487060547
32,69.5873031616211,9.778739929199219
33,80.0,6.689125061035156
34,99.5,5.41758934656779
35,90.0,3.7865076065063477
36,88.83332824707031,8.945463339487711
37,70.16667175292969,7.9280647436777745
38,86.66666412353516,5.416872342427571
39,89.33332824707031,3.9300107955932617
40,80.77777862548828,9.432275454203287
41,89.1875,7.979331334431966
42,84.88890075683594,6.204804261525472
43,80.0,4.553479830423991
44,71.71924591064453,11.1876007715861
45,74.0,8.441694259643555
46,100.0,5.6090513070424395
47,98.74305725097656,5.32326094309489
48,83.13591003417969,11.3938570022583
49,90.0,8.1119016011556
50,90.0,6.327717463175456
51,86.0,5.406880458196004
52,96.75991821289062,13.26581637064616
53,79.80813598632812,9.714987595876059
54,76.66667175292969,6.965186595916748
55,88.25556182861328,6.316377719243367
56,66.48016357421875,14.252387364705402
57,71.69047546386719,10.595013618469238
58,71.62202453613281,8.38475489616394
59,100.0,5.881704092025757
60,70.75991821289062,12.82295592625936
61,81.50396728515625,9.918046951293945
62,81.94445037841797,7.361884276072184
63,97.16924285888672,5.888553142547607
