epoch,mAP,asym_loss
0,53.890682220458984,3.6552495681322537
1,74.45442962646484,1.5608105751184316
2,89.49812316894531,0.8537788712061368
3,92.86578369140625,0.917338809141746
4,83.38567352294922,4.672937640777002
5,84.04032897949219,1.6033122218572178
6,84.62062072753906,1.141198362295444
7,94.21904754638672,0.8493140729574056
8,79.38550567626953,5.19757501895611
9,84.41284942626953,1.6564912933569687
10,95.74537658691406,0.9428822627434363
11,85.96256256103516,0.9322634637355804
12,80.44625854492188,5.84003235743596
13,85.06468200683594,1.9966200360885031
14,92.68016815185547,0.9355356876666728
15,76.06970977783203,1.061842285669767
16,79.36103057861328,6.4729072864239035
17,88.08309173583984,2.1836695304283724
18,83.40386199951172,1.2715292252027073
19,95.88653564453125,0.769693177479964
20,81.09164428710938,6.9042768478393555
21,96.49850463867188,2.0763594874968896
22,83.53079223632812,1.1447350061856785
23,92.68321990966797,0.9124875320838048
24,82.38426971435547,7.380305510300857
25,76.85978698730469,2.870411185117868
26,95.24371337890625,1.2493691398547246
27,88.61139678955078,0.9649611894900982
28,82.54914093017578,7.1819102580730725
29,85.2734375,2.43310258938716
30,82.60826110839844,1.4142416211274955
31,93.1448745727539,0.9722684300862826
32,86.75079345703125,8.26699862113366
33,93.46617126464844,2.5309733244088983
34,76.38319396972656,1.5844412308472855
35,95.252197265625,0.8503470031114726
36,79.58059692382812,8.183455540583685
37,85.39898681640625,2.9244155425291796
38,88.29051208496094,1.2520268330207236
39,93.7902603149414,1.0723382601371179
40,82.10342407226562,9.208348934467022
41,84.67800903320312,3.1053937581869273
42,86.45636749267578,1.6494988478147066
43,93.40430450439453,1.0795631316991954
44,80.81172943115234,8.497722442333515
45,87.41456604003906,2.845929705179655
46,84.11782836914062,1.6918655771475573
47,90.0766372680664,0.9423711666694053
48,74.34234619140625,9.642654602344221
49,95.03580474853516,3.1819285979637737
50,89.19322204589844,1.5098414283532362
51,89.81610870361328,1.1727661329966328
52,79.77880096435547,9.801733127007118
53,81.7480697631836,3.640552117274358
54,87.0733413696289,1.7597853816472564
55,85.67407989501953,1.3907638902847586
56,83.35575103759766,8.79718828201294
57,85.48391723632812,4.144615888595581
58,88.99138641357422,1.7099900245666502
59,89.1230697631836,1.3043166490701528
60,80.10777282714844,10.313753568209133
61,80.63375091552734,4.735193472642166
62,89.8154525756836,1.9867695569992065
63,83.23548126220703,1.3717242708572976
64,90.10467529296875,9.934987398294304
65,85.89591979980469,5.051998670284565
66,90.75228118896484,2.1382679664171658
67,92.88565826416016,1.182448107462663
68,79.97120666503906,10.659937271705042
69,75.24150848388672,5.639139762291541
70,87.42790222167969,2.695848675874563
71,92.293212890625,1.528456912590907
72,91.12371063232422,10.637059358450083
73,92.61249542236328,5.499497688733615
74,84.62818908691406,2.973879254781283
75,87.02950286865234,1.5635439799382138
76,86.57371520996094,11.167422734774076
77,88.3251953125,6.067944031495315
78,85.90380859375,2.871133043215825
79,83.35283660888672,1.7964933010248039
80,83.1721420288086,11.763847901270939
81,85.0816879272461,5.971707930931678
82,93.37153625488281,3.0209069343713613
83,92.44683837890625,1.690811560704158
84,77.6838150024414,12.591210658733662
85,86.4095687866211,6.472672187365019
86,83.42817687988281,3.703713545432458
87,75.66423034667969,2.3103480889247012
