epoch,mAP,support_loss,query_loss
0,65.3187484741211,19.80710372924805,18.84320068359375
1,64.79581451416016,15.340593719482422,15.598373985290527
2,82.66798400878906,14.54043025970459,14.283474922180176
3,81.9430923461914,13.612866401672363,13.678159713745117
4,97.43307495117188,13.711438179016113,13.193061637878419
5,93.61215209960938,13.2173282623291,13.15211524963379
6,87.76145935058594,13.24541130065918,13.208624267578125
7,88.1287612915039,13.060443878173828,12.702484512329102
8,96.73714447021484,12.702583503723144,12.719282722473144
9,97.23747253417969,12.767159271240235,13.006193351745605
10,58.819644927978516,16.69570388793945,17.024156761169433
11,88.5731430053711,14.858406257629394,13.903321075439454
12,86.2208480834961,13.325402069091798,13.01645450592041
13,75.48936462402344,12.90444107055664,12.346022415161134
14,91.62318420410156,11.678779983520508,11.612913894653321
15,85.3689956665039,11.292614555358886,10.799934005737304
16,94.11804962158203,10.527210235595703,10.003307914733886
17,97.94473266601562,9.851531028747559,9.950875282287598
18,91.87904357910156,10.144527435302734,10.21874828338623
19,96.32891082763672,9.378271293640136,9.384064865112304
20,73.63060760498047,9.887947845458985,9.056423568725586
21,89.78095245361328,8.266663742065429,8.621465682983398
22,87.71195220947266,8.233932876586914,7.795103645324707
23,95.48455047607422,7.862804985046386,7.681137657165527
24,94.70022583007812,7.299058341979981,7.475394439697266
25,94.0353775024414,6.98508472442627,7.038480758666992
26,97.49797821044922,6.840353870391846,6.831513214111328
27,98.43619537353516,6.625850963592529,6.952874660491943
28,99.91072082519531,7.123249244689942,6.585229778289795
29,99.86592102050781,6.306746482849121,6.34847936630249
30,83.68058013916016,7.971998500823974,7.591692161560059
31,85.21574401855469,7.040453720092773,6.617578792572021
32,95.28785705566406,6.429704666137695,6.854716682434082
33,99.50942993164062,5.804936695098877,6.674056625366211
34,98.49056243896484,6.234304618835449,6.596930503845215
35,96.72106170654297,5.692745208740234,6.06124439239502
36,99.3370132446289,5.709840202331543,6.025059795379638
37,79.7727279663086,5.660254383087159,5.363805198669434
38,97.19230651855469,5.369734764099121,5.301333904266357
39,99.42203521728516,5.161972141265869,5.423172378540039
