epoch,mAP,asym_loss,dynamic_adj_loss,overall_loss
0,44.236297607421875,9.305309772491455,3.5469040870666504,12.852214177449545
1,52.18145751953125,7.364917755126953,3.512428045272827,10.87734603881836
2,64.6988296508789,5.888446807861328,3.4774524370829263,9.365899085998535
3,85.14360046386719,4.85269292195638,3.442134141921997,8.294827143351236
4,97.50930786132812,11.6960080464681,0.18541374802589417,11.88142204284668
5,97.50357818603516,10.226192792256674,0.17098869134982428,10.397181351979574
6,78.02191162109375,8.966747919718424,0.15820818642775217,9.124956289927164
7,97.84934997558594,7.113014221191406,0.14901775370041528,7.262032190958659
8,85.70467376708984,13.670735041300455,0.010696277332802614,13.681431452433268
9,96.694580078125,11.810969670613607,0.021660710374514263,11.832630316416422
10,98.0779800415039,9.419626553853353,0.03267474907139937,9.452301184336344
11,99.02706146240234,8.364658991495768,0.04186674579977989,8.406525611877441
12,79.58726501464844,15.177844365437826,0.00795157765969634,15.185796101888021
13,96.13272094726562,13.433064142862955,0.022503686447938282,13.455567518870035
14,99.45513153076172,11.020094871520996,0.03699205443263054,11.057086944580078
15,96.53972625732422,9.771276473999023,0.051655604193607964,9.822931925455729
16,92.59056854248047,17.70033073425293,0.011242659917722145,17.711573282877605
17,95.90898895263672,14.445207277933756,0.029305194194118183,14.474512418111166
18,97.94656372070312,12.205759525299072,0.04947092259923617,12.25523042678833
19,99.5813980102539,11.053881327311197,0.07079920296867688,11.124680360158285
20,96.90386199951172,18.374966303507488,0.013601812534034252,18.38856824239095
21,98.84187316894531,15.813852310180664,0.03315006258587042,15.847002665201822
22,81.36646270751953,14.60129165649414,0.055495252211888633,14.656786918640137
23,99.13247680664062,11.487849553426107,0.0803440014521281,11.568193435668945
24,94.20670318603516,18.17229398091634,0.016961779755850632,18.189255396525066
