epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,asym_loss,dynamic_adj_loss,overall_loss
0,0.43133499329630337,0.7967450911020697,0.5596769182976079,0.08170016534414666,0.21068512755214877,0.11774196701930814,0.4821882951653944,0.2681761896338227,0.3446629532795271,0.22030613715438616,0.05312349028638324,0.08560470236303751,12.190258979797363,110.65862431416986,4.4610871613480665,115.11971166479678
1,0.4894659991656237,0.8298850574712644,0.6157580528767304,0.16327840456249662,0.2641741150999812,0.20181856957724054,0.6545801526717557,0.3639257294429708,0.4677804295942721,0.6980031525622502,0.06459952713006252,0.11825469485370017,16.471588134765625,30.707987938218437,1.929727517921506,32.637715317820785
2,0.5138061721710883,0.8401203966005666,0.6376402607001277,0.19848795284421086,0.29952037567223994,0.23875579101022212,0.7255089058524173,0.4038597733711048,0.5188808007279344,0.7403252645721773,0.07363073361664449,0.13394014533139526,20.45817756652832,22.37118948142948,1.458068873136098,23.82925837276547
3,0.5217154675084358,0.8478683884663011,0.6459568733153639,0.21062708781318565,0.29647515342364583,0.2462844495511744,0.7646310432569975,0.4252609234035026,0.5465499602137092,0.7346856853885788,0.08469470459541546,0.15188058648970473,21.568822860717773,17.764286587256507,1.0938531583502096,18.858139751521687
4,0.5734814635913537,0.840382233233056,0.6817398794142979,0.3276865515189113,0.466292376536698,0.3848911739787797,0.8179478932132519,0.4500088479915059,0.5805936073059361,0.5311127707413386,0.24427570471768875,0.33463986237505094,43.01412582397461,11.917516144177382,0.03710676474276334,11.954622876553136
5,0.6005215742057848,0.8960028298549699,0.7190915542938255,0.49854889737687996,0.49255289732000707,0.4955327599498058,0.8676844783715013,0.48249027237354086,0.6201409411229826,0.9006073574377544,0.2371735450808841,0.37546814016056146,50.0020637512207,10.036743309661631,0.022431748559279013,10.059175101855324
6,0.6155055636187712,0.9008674101610905,0.7313357763885895,0.5122735710147516,0.5216367942627402,0.5169127853707931,0.8765903307888041,0.4878739599929191,0.6268622768110997,0.8387703556149122,0.2298590548672237,0.36083409140930023,55.54521560668945,9.750059160567421,0.01907866629274235,9.769137837504609
7,0.6167188629245964,0.906034330207043,0.7338923528990181,0.5049488136066054,0.5228693244165498,0.5137528425860024,0.8889949109414759,0.4946027251813838,0.6355884025014212,0.8952207984998557,0.24460775853702516,0.3842296309649139,55.09585189819336,9.321930200999015,0.013888501749686784,9.33581870930795
8,0.5822662478859628,0.852343059239611,0.6918825809229886,0.34632236770636227,0.5230649022824321,0.4167281525179998,0.8358448220583521,0.4610079575596817,0.5942557556416685,0.6206267840730952,0.2707149878394241,0.37698888932955443,50.03483200073242,11.305486256839666,0.015565728004453064,11.321052045312541
9,0.6140392908481074,0.9059738423471191,0.7319720119948594,0.4514340958139234,0.49609261574710867,0.47271094038246514,0.8905852417302799,0.4948745139625309,0.6362190411270165,0.881857375663429,0.28700219145772177,0.43306314374774935,51.425594329833984,9.446652601693422,0.0132337961201947,9.459886423504079
10,0.6179353745612973,0.9038767923526287,0.7340425531914895,0.4788875019153574,0.5313881363079037,0.5037736782240667,0.8880407124681934,0.4942467693397061,0.6350506084385306,0.8738000256002122,0.2738730005674806,0.4170355657938144,57.23206329345703,9.217484139304123,0.012761676489681682,9.230245823168573
11,0.6279859342791319,0.916150716433752,0.745179856115108,0.5318023870206904,0.6337064999113614,0.5782995446915646,0.9090330788804071,0.5055722625154785,0.6497669660111401,0.9248291788233346,0.30085464820557617,0.45401456902569265,65.79485321044922,8.792960061371778,0.013707933142978537,8.806667986716931
12,0.5906616668682715,0.8633309759547383,0.7014292896645837,0.34828671657455185,0.5452375357677156,0.4250561539609917,0.8528846153846154,0.4704738330975955,0.6064266180492252,0.6331743514614179,0.2595534465253263,0.3681807277512144,49.44108581542969,10.978807070783072,0.011739509510077883,10.990546554099511
13,0.6208025215177597,0.9057304563141139,0.7366755376537437,0.5364076352450898,0.5377062887851088,0.5370561769489256,0.8883587786259542,0.4939865581888928,0.6349170265969538,0.9082746913818962,0.22721197018732636,0.36349327400282366,55.73041915893555,9.352294634316715,0.01154737799521269,9.363841966818303
14,0.6231813773035888,0.9094125973106865,0.739568345323741,0.4861723069289098,0.5465584006827411,0.514599898255811,0.9048982188295165,0.5033616418966738,0.6468849477035016,0.9131864136621276,0.275356882016951,0.42312663658176114,56.236724853515625,8.884233907888863,0.012081109137849294,8.896315003169404
15,0.6312300515590474,0.9099274464696514,0.7453794303109372,0.5711201511940959,0.6206135312596358,0.5948390970645676,0.9106234096692112,0.5066359936294461,0.6510517339397385,0.8766065540912417,0.2919860807061774,0.43806011509702986,62.2027702331543,8.714004978878805,0.010649693343771282,8.724654667250075
16,0.5991654393716249,0.864070796460177,0.7076387882301783,0.3648379484942589,0.5076473248330732,0.4245550365437786,0.8553218610579987,0.4750442477876106,0.6108329540282202,0.6671667579535737,0.26259438334454616,0.37685860509978925,47.48750305175781,10.827159794232315,0.008694928501121576,10.835854741453215
17,0.6199707388441843,0.8990452616690241,0.7338721316207245,0.4322798549876294,0.49729893170844025,0.46251552458181,0.8893129770992366,0.49434229137199437,0.6354545454545454,0.909057048045636,0.24496122740989862,0.38592756286632723,54.380638122558594,9.313277495726366,0.005953408439347033,9.319230935045782
18,0.6325301204819277,0.9106194690265487,0.7465177016831108,0.5722192385622422,0.5688830706466949,0.5705462777339763,0.9036259541984732,0.5028318584070797,0.6461223561519217,0.9171662171045073,0.309786696255956,0.4631406620751151,61.489295959472656,8.819783283553962,0.00623192349200529,8.826015239453497
19,0.6382189239332097,0.9131127234117855,0.7513104251601631,0.5832904226908624,0.606307939577969,0.5945764983784316,0.910941475826972,0.5068129534595647,0.6512791358726548,0.9232540347415725,0.32567417913733154,0.48150085258438224,62.60313415527344,8.52962265669845,0.006782571381377964,8.536405177516793
