epoch,mAP,asym_loss,dynamic_adj_loss
0,23.537721633911133,6.25775435875202,5.534143464318636
1,37.15277099609375,6.5189365354077555,2.881460625549842
2,44.29135513305664,6.625662503571346,2.3479529002617143
3,49.39763259887695,5.885659065739863,2.2725206202474135
4,62.873626708984375,4.5830873703134465,1.6602294599187786
5,60.764671325683594,3.4896914835633903,0.9079313185708279
6,51.18709182739258,3.1534990442210233,0.5358787757055513
7,63.98044967651367,2.753529133467839,0.42011729627847666
8,73.34391021728516,2.4880272191146324,0.31665289068016517
9,73.5555648803711,2.3759961128234854,0.27103692575775346
10,27.10288429260254,6.293733107632605,3.039844025825632
11,39.52638626098633,5.144181810576342,1.776274043938209
12,50.0502815246582,4.227969477916585,1.3283757156339184
13,58.408843994140625,3.6755584478378296,1.0011681770456249
14,64.4461898803711,3.253469224633842,0.7451313795714543
15,58.95052719116211,3.0931054004307454,0.5559042717876105
16,66.71270751953125,2.8514188610274216,0.45433078141048033
17,70.17460632324219,2.7474702185597915,0.37322214297179523
18,71.92216491699219,2.6104118597918546,0.3069830030716698
19,73.8307876586914,2.358026488073941,0.2811918232975335
20,26.69550132751465,5.1761166309488225,1.3035099136418309
21,55.774452209472656,3.9488041030949566,1.110201738004027
22,50.799869537353516,3.6618585422121233,0.8406903466273999
23,66.60899353027344,3.293764582995711,0.6855901006994577
24,57.359375,3.071601261352671,0.5816252421716165
25,69.78105926513672,2.9347217206297245,0.4947390222343905
26,75.62919616699219,2.7609333950897743,0.4349122738529897
27,77.26323699951172,2.5884116189233195,0.3708104182933939
28,79.40149688720703,2.455802276216704,0.35677209599264736
29,77.41555786132812,2.385206510280741,0.30705469666883856
30,39.09783172607422,4.996795868051463,0.7652885009502544
31,58.9080696105957,3.5163343158261533,0.8610995370766213
32,72.04539489746094,3.265210159893694,0.6477040319607177
33,70.02496337890625,3.088014945901674,0.5729719200010955
34,76.80583953857422,2.9482925513695024,0.5070928841315466
35,70.55626678466797,2.8725318148218353,0.4422662751428012
36,74.57363891601562,2.7288475982074076,0.4010312731923728
37,77.50528717041016,2.6296788865122305,0.37170629100552915
38,74.35319519042969,2.619479668551478,0.32981947141474693
39,79.6612319946289,2.5228926580527737,0.30126401884802456
40,43.65420150756836,5.0912734722268995,0.5602963546226764
41,62.91766357421875,3.372818934506383,0.792402314728704
42,72.02484893798828,3.2593302151252486,0.6037817900550779
43,73.36424255371094,3.1038208624412285,0.5239479942568417
44,73.83203125,2.888344008347084,0.5026504353716456
45,65.29933166503906,2.834256953206556,0.45318776728778054
46,80.81438446044922,2.719214805241289,0.4124389629939507
47,77.55929565429688,2.647333720634724,0.38779848428635766
48,81.50093078613281,2.5818958446897304,0.35634070121008776
49,79.69206237792969,2.5139997950915633,0.3368169231147602
50,45.59540557861328,5.275698390500299,0.4605298340320587
51,59.3577880859375,3.361613676465791,0.7198377035815139
52,63.72675323486328,3.139696363745065,0.5996008638677925
53,73.44715881347656,3.0627479491562677,0.5440828378858236
54,67.45592498779297,2.988315907017938,0.49502941246690413
55,77.14876556396484,2.772167489446443,0.46137551449496167
56,76.86417388916016,2.8504879330766615,0.43498519885128945
57,78.53681182861328,2.6111588745281615,0.412132235436604
58,79.59465026855469,2.6130875369598123,0.39643224765514506
59,79.77810668945312,2.5403026424605275,0.36671669061841633
60,51.7341194152832,5.442756685717352,0.45468248529680844
61,67.7276611328125,3.4366434278159312,0.6792659548849894
62,63.6151237487793,3.188335525578466,0.659479948981055
63,66.17402648925781,3.109485753651323,0.586808070026595
64,70.80683135986328,2.936316921793182,0.5531908849190021
65,72.08602142333984,2.8411883567941603,0.5216868319388094
66,70.20938110351562,2.8456104089473864,0.4737526910572216
67,70.45482635498047,2.7643947765744965,0.44946820314588215
68,73.75833129882812,2.6795083715997894,0.4329347446047027
69,69.38416290283203,2.652619022747566,0.41174925324218026
70,51.36538314819336,5.624415446972026,0.47228124634972934
71,63.64952850341797,3.6180816416082715,0.6763497606433672
72,60.41617965698242,3.241103961549957,0.698277305940102
73,71.59025573730469,3.142066092326724,0.6502117021330474
74,77.20381164550781,3.030244728614544,0.6143981434147935
75,72.41069793701172,2.9239820241928105,0.5762613775401279
76,74.48352813720703,2.9203331634916103,0.5506258416792442
77,65.77098083496094,2.8133027060278533,0.5193885760060671
78,72.48251342773438,2.803410279339757,0.49613240746588544
79,69.58264923095703,2.8170190905702523,0.4701008087602155
80,61.04875183105469,5.857231181243369,0.496353545065584
81,60.694271087646484,4.020210890934386,0.6254493357806369
82,61.94240951538086,3.500296697534364,0.709434932675855
83,61.57935333251953,3.2796307391133803,0.7136825991087947
84,73.44573974609375,3.163339014711051,0.6725819259881974
85,72.97750091552734,3.099238576560185,0.6447957327653621
86,64.19256591796875,3.0796289608396337,0.6101754590355117
87,70.3095703125,2.914126279025242,0.5994269714273256
88,75.28775787353516,2.9218740216616923,0.5690849269258565
89,79.20440673828125,2.838924473729627,0.5340990665657765
90,61.99247741699219,6.127158066322065,0.5554998126523247
91,56.328834533691406,4.314215783415168,0.6357908146134738
92,65.8088607788086,3.6818324820748685,0.7350208343103014
93,67.66503143310547,3.4908293567854782,0.7565800383173188
94,67.6236343383789,3.295778140939515,0.749725548357799
95,75.70926666259766,3.1951009548943614,0.7421451858405408
96,70.97227478027344,3.1850088526462685,0.6985075622797012
97,73.87244415283203,3.131620123468596,0.6698600372363782
98,72.27056884765625,2.9959480926908295,0.6588019338147394
99,64.73878479003906,3.0368818907902155,0.6312035594520898
100,57.92718505859375,6.31488925013049,0.596234381198883
101,56.76515197753906,4.7667244261708746,0.6314216872741436
102,59.8081169128418,4.123715491130434,0.733989258264673
103,73.1283187866211,3.6794504338297354,0.7664912178598601
104,64.49461364746094,3.529596135534089,0.7765949651085097
105,64.72578430175781,3.3859740865641625,0.7860293316430059
106,68.59280395507812,3.2782221354287238,0.784308807603244
107,67.21036529541016,3.261133617368238,0.7545794351347562
108,73.21218872070312,3.146220860810115,0.7416670908187996
109,73.79965209960938,3.1777445488962637,0.72262597340962
