epoch,precision,recall,train_loss
0,0.027860522270202637,0.477477490901947,0.9169358015060425
1,0.030723487958312035,0.3723723590373993,0.755706787109375
2,0.04986876621842384,0.22822822630405426,0.5377471446990967
3,0.2008928507566452,0.13513512909412384,0.3751298785209656
4,0.6296296119689941,0.15315315127372742,0.28324225544929504
5,0.6184210777282715,0.1411411464214325,0.24856680631637573
6,0.6133333444595337,0.13813814520835876,0.23553895950317383
7,0.6233766078948975,0.14414414763450623,0.23353876173496246
8,0.6172839403152466,0.1501501500606537,0.2343153953552246
9,0.649350643157959,0.1501501500606537,0.23829872906208038
10,0.5254237055778503,0.18618617951869965,0.21780800819396973
11,0.5221238732337952,0.17717717587947845,0.22193515300750732
12,0.5670102834701538,0.16516517102718353,0.22364448010921478
13,0.6111111044883728,0.1321321278810501,0.22526195645332336
14,0.6499999761581421,0.11711711436510086,0.22617121040821075
15,0.6792452931404114,0.10810811072587967,0.22480282187461853
16,0.6730769276618958,0.10510510206222534,0.2228134572505951
17,0.7906976938247681,0.10210210084915161,0.2192220389842987
18,0.7358490824699402,0.11711711436510086,0.21702507138252258
19,0.6842105388641357,0.11711711436510086,0.2112768292427063
20,0.6111111044883728,0.1321321278810501,0.22758051753044128
21,0.6623376607894897,0.15315315127372742,0.2229902446269989
22,0.6172839403152466,0.1501501500606537,0.2173442840576172
23,0.6499999761581421,0.15615615248680115,0.21218425035476685
24,0.6823529601097107,0.17417417466640472,0.20504853129386902
25,0.7285714149475098,0.15315315127372742,0.20215314626693726
26,0.6567164063453674,0.1321321278810501,0.19942322373390198
27,0.6964285969734192,0.11711711436510086,0.19365915656089783
28,0.7457627058029175,0.1321321278810501,0.18784449994564056
29,0.7903226017951965,0.14714714884757996,0.18309305608272552
30,0.6097561120986938,0.1501501500606537,0.20493747293949127
31,0.6385542154312134,0.15915915369987488,0.1970565915107727
32,0.604938268661499,0.14714714884757996,0.1949470341205597
33,0.6625000238418579,0.15915915369987488,0.18562771379947662
34,0.7571428418159485,0.15915915369987488,0.17979809641838074
35,0.7230769395828247,0.1411411464214325,0.1768741011619568
36,0.7384615540504456,0.14414414763450623,0.17077335715293884
37,0.6933333277702332,0.15615615248680115,0.16658605635166168
38,0.6756756901741028,0.1501501500606537,0.16883446276187897
39,0.6883116960525513,0.15915915369987488,0.16503643989562988
40,0.6352941393852234,0.1621621549129486,0.18231570720672607
41,0.6410256624221802,0.1501501500606537,0.17779874801635742
42,0.7105262875556946,0.1621621549129486,0.17419558763504028
43,0.6499999761581421,0.15615615248680115,0.1714579164981842
44,0.7088607549667358,0.16816817224025726,0.16730478405952454
45,0.7222222089767456,0.15615615248680115,0.1644824743270874
46,0.7702702879905701,0.171171173453331,0.16085681319236755
47,0.7361111044883728,0.15915915369987488,0.15978148579597473
48,0.7945205569267273,0.17417417466640472,0.15680968761444092
49,0.7922077775001526,0.18318317830562592,0.1532912701368332
50,0.6753246784210205,0.15615615248680115,0.17525383830070496
51,0.612500011920929,0.14714714884757996,0.17140725255012512
52,0.7179487347602844,0.16816817224025726,0.1678370088338852
53,0.6941176652908325,0.17717717587947845,0.16403509676456451
54,0.7297297120094299,0.1621621549129486,0.15946565568447113
55,0.7599999904632568,0.171171173453331,0.15783166885375977
56,0.7763158082962036,0.17717717587947845,0.1563054919242859
57,0.7564102411270142,0.17717717587947845,0.15285730361938477
58,0.800000011920929,0.21621622145175934,0.15010082721710205
59,0.8444444537162781,0.22822822630405426,0.14854547381401062
60,0.658823549747467,0.16816817224025726,0.17306137084960938
61,0.6781609058380127,0.17717717587947845,0.16470056772232056
62,0.6626505851745605,0.16516517102718353,0.1625957489013672
63,0.7250000238418579,0.17417417466640472,0.1598709225654602
64,0.7654321193695068,0.18618617951869965,0.15547248721122742
65,0.7439024448394775,0.18318317830562592,0.15379256010055542
66,0.8255813717842102,0.2132132202386856,0.14952224493026733
67,0.8352941274642944,0.2132132202386856,0.14863315224647522
68,0.8409090638160706,0.2222222238779068,0.14484986662864685
69,0.8720930218696594,0.22522522509098053,0.1440601348876953
70,0.6883116960525513,0.15915915369987488,0.1663525402545929
71,0.6419752836227417,0.15615615248680115,0.16407807171344757
72,0.7586206793785095,0.19819819927215576,0.1565418690443039
73,0.8048780560493469,0.19819819927215576,0.15283846855163574
74,0.8493150472640991,0.18618617951869965,0.15118645131587982
75,0.8275862336158752,0.21621622145175934,0.1479555070400238
76,0.797468364238739,0.18918919563293457,0.14705918729305267
77,0.8854166865348816,0.25525525212287903,0.1431010514497757
78,0.8695651888847351,0.24024024605751038,0.1427001655101776
79,0.8989899158477783,0.26726725697517395,0.13949157297611237
80,0.6813187003135681,0.18618617951869965,0.16547460854053497
81,0.6808510422706604,0.1921921968460083,0.1603427529335022
82,0.7682926654815674,0.18918919563293457,0.15399447083473206
83,0.760869562625885,0.21021020412445068,0.14956411719322205
84,0.8620689511299133,0.22522522509098053,0.14727678894996643
85,0.8461538553237915,0.231231227517128,0.14399947226047516
86,0.8541666865348816,0.24624624848365784,0.14149145781993866
87,0.844660222530365,0.2612612545490265,0.1384904980659485
88,0.9117646813392639,0.27927929162979126,0.13639025390148163
89,0.9090909361839294,0.2702702581882477,0.1382320672273636
