epoch,mAP,train_loss
0,29.593082427978516,2.394671841487262
1,44.261783599853516,1.7223382987703086
2,34.324954986572266,1.5019469779613401
3,58.602256774902344,1.3797667218348313
4,33.475379943847656,2.759120645329485
5,45.908905029296875,1.4284596032151984
6,68.01525115966797,1.2041135185177558
7,57.42562484741211,1.2447118757102162
8,34.937923431396484,3.023873635781285
9,41.95512771606445,1.5307432117307522
10,39.36198043823242,1.2940233733486919
11,49.55034255981445,1.2051469026207091
12,34.9536018371582,3.796693607601202
13,44.3931770324707,1.5331532004997661
14,61.010040283203125,1.2484380415390797
15,49.93645095825195,1.1918298304436938
16,36.104740142822266,3.6087531446854197
17,44.51810836791992,1.6853222545780326
18,55.25490188598633,1.369684816376715
19,54.815853118896484,1.2076203146895435
20,36.168880462646484,4.056925306524063
21,45.03965377807617,1.918524994142112
22,59.37062454223633,1.4701131047589036
23,59.081398010253906,1.3768729136191302
24,37.87909698486328,4.476500297871054
25,44.90629196166992,1.9068050599105943
26,53.91615676879883,1.6261749168711113
27,62.224327087402344,1.3677638395826575
28,36.263771057128906,4.997606237097345
29,57.3770866394043,1.8939885971915869
30,56.65233612060547,1.5407966485992504
31,69.89421844482422,1.354637903692311
32,39.406463623046875,5.905765110288432
33,52.29387283325195,2.0955431423356603
34,48.38835525512695,1.7335702827059916
35,73.90045166015625,1.3902704938991373
36,39.22966003417969,6.509186447565569
37,47.34076690673828,2.083161499966162
38,63.58290481567383,1.6228498461051217
39,61.50699996948242,1.5219568749205654
40,40.586219787597656,7.3476731779485975
41,54.022823333740234,2.369398590542533
42,72.76596069335938,1.6595217703918748
43,67.50829315185547,1.581300331860913
44,39.73785400390625,7.8420762073105825
45,44.02404022216797,2.876200985694182
46,59.25579833984375,1.9449107520118407
47,72.65644836425781,1.5248633125421378
48,40.80680847167969,8.474236326759833
49,48.25708770751953,2.843961347558398
50,62.58443069458008,2.213720627098536
51,64.62205505371094,1.760508044603224
52,43.13451385498047,8.842744793092482
53,45.45003890991211,3.4855091270191876
54,56.232940673828125,2.4284941313450323
55,63.33559036254883,1.8820810247345954
56,44.17597198486328,9.604070492152406
57,56.464176177978516,3.8915856171991168
58,56.64740753173828,2.683435081869764
59,65.37332916259766,1.8601584506941955
60,42.71345901489258,10.39069858737914
61,52.31760787963867,4.230365621978151
62,47.045772552490234,3.0020618034882753
63,59.27796936035156,2.4342066722186035
64,45.531551361083984,10.847814068369058
65,54.38222885131836,4.878960030542872
66,44.400169372558594,3.5370050392963925
67,49.98295211791992,2.4645662169138665
68,44.560218811035156,11.310837782566853
69,47.834564208984375,5.7122144909065025
70,48.4578857421875,4.017205647762452
71,53.997718811035156,3.3060949111019737
72,42.767669677734375,12.126947627348969
73,48.87200164794922,6.5262462188274375
74,62.425296783447266,4.184514916304475
75,53.141178131103516,3.335021752476922
76,45.39701843261719,12.564850031292483
77,47.438629150390625,7.076478384427255
78,47.274105072021484,4.984525038719791
79,53.00233840942383,3.47386565328354
80,44.59174346923828,12.891073676088315
81,55.01457595825195,8.163466819401354
82,52.72267532348633,5.378466659281778
83,58.17177200317383,4.252676975679477
84,43.47164535522461,13.370675284014895
85,41.46889877319336,8.791469560896521
86,53.17597198486328,6.3929214783136015
87,53.82673263549805,4.919937209891494
88,55.72544479370117,14.073762602226873
89,53.55303955078125,9.611594682304952
90,43.07522201538086,6.926148667659627
91,51.66487121582031,5.598185370879052
92,48.9269905090332,14.12467575135693
93,47.42256546020508,9.942620436203544
94,42.89597702026367,7.830115602630302
95,45.91933059692383,6.376494366602261
96,44.81670379638672,15.080944601501484
97,46.2726936340332,10.507298876255055
98,45.046478271484375,8.09983075388514
99,55.76472854614258,6.901680229171912
100,41.90438461303711,15.45227893824304
101,53.05162048339844,11.76788094143283
102,45.443363189697266,9.10092673929937
103,45.52335739135742,7.861832035628257
104,44.86940002441406,15.644558799434991
105,50.182456970214844,11.694318907501977
106,51.187686920166016,10.325341008032868
107,45.45689392089844,9.144370539609591
108,49.738304138183594,16.215191314960464
109,43.61137008666992,12.42348696620458
110,51.25825881958008,10.12828075932823
111,47.092063903808594,9.26556617296888
112,46.34857177734375,16.50803649747048
113,44.69718933105469,12.920009753240976
114,45.97671890258789,11.603475205908257
115,47.955482482910156,10.138386662046196
116,44.509910583496094,17.16853025093224
117,56.084407806396484,13.50250292000878
118,54.58772277832031,11.822850304228329
119,46.16300964355469,10.589343134528537
120,42.30459213256836,17.901373793678495
121,41.41022491455078,14.329914654908219
122,50.241966247558594,12.641399997837377
123,45.19508361816406,11.246595659841985
124,44.989471435546875,17.617614823102144
125,47.70346450805664,14.6114076111894
126,41.03131103515625,13.202025115667325
127,56.38213348388672,11.518141887699407
128,44.57435607910156,18.427535169207257
129,48.24461364746094,15.239341907537291
130,43.79365921020508,13.5880789661915
131,46.33877944946289,12.864064994146771
132,43.67953872680664,18.58736763315704
133,48.821414947509766,16.129391372283237
134,46.42102813720703,14.683927914395985
135,44.488040924072266,13.103300185011415
136,51.90869140625,19.03586016294513
137,44.941680908203125,16.555214637586054
138,55.25749969482422,15.135844466692534
139,51.46001052856445,13.631137355723823
140,46.29785919189453,18.630907471438988
141,52.45043182373047,16.845315016569455
142,44.652740478515625,15.355039591252256
143,53.480018615722656,14.321036516930196
144,49.0150260925293,19.31743578081972
145,42.3514289855957,17.693443895742508
146,45.605621337890625,16.033368674643715
147,47.754154205322266,15.411715459260135
148,45.71773910522461,19.350726655242873
149,42.26247787475586,18.27677597436324
150,42.7571907043457,16.780886601505475
151,46.132965087890625,15.826243283963255
152,46.291072845458984,19.158707595832855
153,45.37122344970703,18.64755624425901
154,46.839046478271484,17.44838741400539
155,43.84001159667969,16.486173516783566
156,41.608768463134766,20.33229304307295
157,48.86995315551758,19.345699668560794
158,47.399959564208984,17.63416404835516
159,47.45201110839844,17.46231809585799
