epoch,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
0,0.8191478848457336,0.7616447806358337,0.7854909896850586,0.7331373691558838,0.4218266010284424,0.6720106601715088,0.8248702883720398,0.8348251581192017,0.24323727190494537,0.5504133105278015,0.5097358822822571,0.6350357532501221,0.8081154227256775,0.6574707627296448,0.9224030375480652,0.5048660039901733,0.6468321681022644,0.5682314038276672,0.8574520349502563,0.6370649337768555,66.96906280517578
1,0.6947275400161743,0.7980441451072693,0.8164446949958801,0.7798266410827637,0.5722885131835938,0.5954180955886841,0.824677586555481,0.8251352310180664,0.2058686912059784,0.5743793845176697,0.6753988862037659,0.631901741027832,0.8381210565567017,0.77046138048172,0.9336452484130859,0.5743746161460876,0.6351878643035889,0.6861900091171265,0.8891987800598145,0.5028570294380188,69.1207275390625
2,0.8953359127044678,0.7124078273773193,0.8068547248840332,0.805518627166748,0.5225160717964172,0.6805502772331238,0.8722392916679382,0.7929791212081909,0.22128145396709442,0.694613516330719,0.5928120613098145,0.7468337416648865,0.8759985566139221,0.767367422580719,0.9309908151626587,0.5858229398727417,0.6875808835029602,0.6818506717681885,0.8756752014160156,0.6671330332756042,72.08181762695312
3,0.9025536775588989,0.7716299891471863,0.8436480760574341,0.8031179308891296,0.40208733081817627,0.7661742568016052,0.8298300504684448,0.8370502591133118,0.19830401241779327,0.7117714881896973,0.5957669019699097,0.7550431489944458,0.8632469773292542,0.7129472494125366,0.9121463894844055,0.2724026143550873,0.7686970829963684,0.6614263653755188,0.8983462452888489,0.6707544326782227,70.88471984863281
4,0.8938533663749695,0.8093235492706299,0.8388775587081909,0.7998003363609314,0.48195934295654297,0.7460845708847046,0.8350605964660645,0.8750927448272705,0.2820568084716797,0.7182772159576416,0.6030231714248657,0.8204860091209412,0.8886443972587585,0.8151428699493408,0.9355382323265076,0.652310848236084,0.7665429711341858,0.6460450887680054,0.8813301920890808,0.6935847997665405,74.91516876220703
5,0.8684690594673157,0.8097438812255859,0.7355677485466003,0.7752465605735779,0.43928956985473633,0.7522679567337036,0.82064288854599,0.8590139150619507,0.28019776940345764,0.6626335978507996,0.6150160431861877,0.7340269684791565,0.8945378065109253,0.7761092782020569,0.9279354214668274,0.619331955909729,0.6795009970664978,0.7029743790626526,0.811824381351471,0.6940450072288513,72.29187774658203
6,0.90406733751297,0.808230996131897,0.8459330201148987,0.7301045060157776,0.4646834135055542,0.7412112355232239,0.8552863597869873,0.8164586424827576,0.24550224840641022,0.6674761772155762,0.5500834584236145,0.669648289680481,0.874034583568573,0.8114756941795349,0.9361457228660583,0.6248888969421387,0.6837302446365356,0.6899516582489014,0.8977240324020386,0.7127553820610046,72.64696502685547
7,0.8934641480445862,0.8173310160636902,0.815815269947052,0.7788538932800293,0.48851561546325684,0.690709114074707,0.8605518341064453,0.8736801147460938,0.2526978552341461,0.5881138443946838,0.7047650814056396,0.7353643178939819,0.8655945658683777,0.7868566513061523,0.9259564280509949,0.5868264436721802,0.7470216751098633,0.6662196516990662,0.9038605690002441,0.7412145137786865,73.6170654296875
8,0.9147281646728516,0.8224756717681885,0.867660403251648,0.8026465773582458,0.5199246406555176,0.7800646424293518,0.8693835139274597,0.8623110055923462,0.2965437173843384,0.7439340353012085,0.5465991497039795,0.802106499671936,0.8780120015144348,0.7959046363830566,0.9321284294128418,0.6143620610237122,0.7427018880844116,0.6820289492607117,0.8925700187683105,0.688481867313385,75.27283477783203
9,0.8961995244026184,0.7880768179893494,0.8521149158477783,0.7988393306732178,0.5407516956329346,0.7756602168083191,0.8765401244163513,0.8657295107841492,0.29604122042655945,0.6199058294296265,0.5897753238677979,0.7491282820701599,0.8191674947738647,0.8223483562469482,0.929558515548706,0.6323803067207336,0.7295934557914734,0.618165910243988,0.8716319799423218,0.7119276523590088,73.91767883300781
10,0.9421035051345825,0.8271852731704712,0.8699200749397278,0.770612895488739,0.5363842248916626,0.7476407885551453,0.8863932490348816,0.8537428379058838,0.24686263501644135,0.6912410259246826,0.5332959890365601,0.7740177512168884,0.8845871090888977,0.7966080904006958,0.9385402202606201,0.6593074798583984,0.7998084425926208,0.6595727205276489,0.8916791081428528,0.7378904223442078,75.23696899414062
11,0.9257745146751404,0.81881183385849,0.8602936267852783,0.8103981614112854,0.5129300355911255,0.8194052577018738,0.8765780925750732,0.882618248462677,0.29998886585235596,0.7239902019500732,0.5850034952163696,0.8177367448806763,0.8601436018943787,0.7887053489685059,0.9428240656852722,0.5667048096656799,0.8020751476287842,0.678007185459137,0.9002915024757385,0.726294219493866,75.99288177490234
12,0.9178217649459839,0.8405282497406006,0.8722931146621704,0.8346003293991089,0.5426073670387268,0.7897976636886597,0.8885036110877991,0.895072340965271,0.30392977595329285,0.7364165782928467,0.6150882244110107,0.7932079434394836,0.8793407082557678,0.8406633734703064,0.9444554448127747,0.6115594506263733,0.824604868888855,0.6734835505485535,0.9313615560531616,0.7822085618972778,77.58772277832031
13,0.9126473665237427,0.8047166466712952,0.8790718913078308,0.8151056170463562,0.5034829378128052,0.7507361769676208,0.8848937749862671,0.8519337177276611,0.3275640308856964,0.6276121735572815,0.6499033570289612,0.7954668402671814,0.8423271179199219,0.7940872311592102,0.9348827004432678,0.6789044737815857,0.7113760113716125,0.7045276165008545,0.9256471991539001,0.7476808428764343,75.71284484863281
14,0.9231750965118408,0.8324189782142639,0.8733726143836975,0.7850155234336853,0.5325886607170105,0.7540725469589233,0.8817019462585449,0.9012225866317749,0.2956917881965637,0.7229152321815491,0.5912454128265381,0.7630933523178101,0.8998115658760071,0.8251432776451111,0.9456866383552551,0.6639460325241089,0.8157668709754944,0.7003358006477356,0.921181857585907,0.7149173617362976,76.71651458740234
15,0.9012247323989868,0.8511802554130554,0.8483691811561584,0.8148367404937744,0.48343202471733093,0.7744593024253845,0.8588240742683411,0.8842782378196716,0.2418413907289505,0.7389795780181885,0.5353658199310303,0.8015379309654236,0.9093393683433533,0.7958036661148071,0.9428244233131409,0.6395441293716431,0.7978565096855164,0.68707674741745,0.8908423185348511,0.7010705471038818,75.49343872070312
16,0.9259368777275085,0.8606411814689636,0.847679615020752,0.8090783953666687,0.4684732258319855,0.7887709736824036,0.8776290416717529,0.8710949420928955,0.29340967535972595,0.7159813642501831,0.6271223425865173,0.8225594758987427,0.8913993835449219,0.83938068151474,0.9419894814491272,0.6857615113258362,0.7297525405883789,0.6981675624847412,0.9294784665107727,0.7519469857215881,76.88127899169922
17,0.9594414830207825,0.8310515880584717,0.8854982852935791,0.8558501601219177,0.574611246585846,0.8021407723426819,0.8673650026321411,0.8800171613693237,0.32259660959243774,0.7184295654296875,0.6257787942886353,0.8264703154563904,0.9010894894599915,0.8245438933372498,0.9443891644477844,0.6681302189826965,0.7740728855133057,0.6973879933357239,0.9384759068489075,0.6803067922592163,77.88822937011719
18,0.9381033182144165,0.8750399947166443,0.8990735411643982,0.7920757532119751,0.5579319596290588,0.776715099811554,0.8814235925674438,0.8977299928665161,0.2565390467643738,0.7255975008010864,0.703327476978302,0.8168953657150269,0.8840649724006653,0.8407414555549622,0.9394065737724304,0.6423344612121582,0.7838037610054016,0.680726170539856,0.8811203837394714,0.6923467516899109,77.3249740600586
19,0.9498125910758972,0.862851083278656,0.8675642013549805,0.8293809294700623,0.4915473759174347,0.7724952101707458,0.8926910758018494,0.8896411061286926,0.28715717792510986,0.7920377850532532,0.6779652237892151,0.8217915296554565,0.8995577096939087,0.8169090151786804,0.945820152759552,0.6172121167182922,0.80887770652771,0.6583429574966431,0.9419047236442566,0.7421215772628784,77.82842254638672
20,0.9225468039512634,0.8056071400642395,0.8863368630409241,0.7998853325843811,0.5772402882575989,0.7195960879325867,0.876613438129425,0.8831731677055359,0.31407371163368225,0.7295569777488708,0.6725592017173767,0.7983551621437073,0.8880327343940735,0.8553879857063293,0.9456560611724854,0.6391353011131287,0.8167963027954102,0.6521710753440857,0.8992892503738403,0.7005742788314819,76.91292572021484
21,0.9525116682052612,0.8585871458053589,0.8837440013885498,0.8353956341743469,0.5532605051994324,0.7823899984359741,0.882990300655365,0.8946018218994141,0.26013922691345215,0.7478429079055786,0.6502906680107117,0.8225328326225281,0.8951488733291626,0.8704336881637573,0.9385768175125122,0.6431446075439453,0.7568579912185669,0.7222097516059875,0.9399055242538452,0.6440140008926392,77.67288970947266
22,0.9362550973892212,0.8387280106544495,0.8965784907341003,0.812673807144165,0.503585159778595,0.7490084767341614,0.8687065839767456,0.8915485739707947,0.3104386031627655,0.7755557298660278,0.7177555561065674,0.8424251079559326,0.8835435509681702,0.8037675023078918,0.9339421391487122,0.6515794396400452,0.7507824301719666,0.7106682062149048,0.9184454083442688,0.7406278848648071,77.6830825805664
23,0.93109130859375,0.8482415676116943,0.8921851515769958,0.8445906639099121,0.5524751543998718,0.7811830043792725,0.871924638748169,0.8794350028038025,0.2947830855846405,0.7777467370033264,0.6975985765457153,0.7851299047470093,0.8768761157989502,0.8292361497879028,0.946748673915863,0.6653963923454285,0.7930025458335876,0.7045068144798279,0.9312253594398499,0.7110316753387451,78.0720443725586
24,0.9351106882095337,0.858553409576416,0.888020396232605,0.8734256625175476,0.5276653170585632,0.7954897284507751,0.8987846374511719,0.8891182541847229,0.28404614329338074,0.8080886602401733,0.6933608651161194,0.8222549557685852,0.9224919080734253,0.8420936465263367,0.9446324110031128,0.6607533693313599,0.8010523319244385,0.7006592154502869,0.937048077583313,0.7501946091651917,79.16421508789062
25,0.9500181674957275,0.8664200901985168,0.8853923082351685,0.8403427600860596,0.5334439873695374,0.7806575298309326,0.8861606121063232,0.9153768420219421,0.23012349009513855,0.7454448938369751,0.6317744255065918,0.8272844552993774,0.9187152981758118,0.8435617089271545,0.9365458488464355,0.6316714286804199,0.8173221945762634,0.701799213886261,0.9376069903373718,0.7212488055229187,78.00456237792969
