3,104,0,0,0
7,208,0,0,0
11,312,0,0,0
15,416,0,0,0
19,520,0,0,0
23,624,0,0,0
27,728,0,0,0
31,830,2,0,0
35,898,38,0,0
39,960,80,0,0
43,1023,121,0,0
47,1079,169,0,0
51,1136,216,0,0
55,1188,268,0,0
59,1238,322,0,0
63,1291,373,0,0
67,1338,430,0,0
71,1390,482,0,0
75,1436,540,0,0
79,1483,597,0,0
83,1526,658,0,0
87,1569,719,0,0
91,1612,780,0,0
95,1659,837,0,0
99,1699,901,0,0
103,1741,963,0,0
107,1783,1025,0,0
111,1819,1093,0,0
115,1859,1157,0,0
119,1901,1219,0,0
123,1936,1288,0,0
127,1969,1359,0,0
131,2006,1426,0,0
135,2043,1493,0,0
139,2076,1564,0,0
143,2108,1636,0,0
147,2143,1705,0,0
151,2176,1776,0,0
155,2210,1846,0,0
159,2239,1921,0,0
163,2272,1992,0,0
167,2295,2073,0,0
