epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,asym_loss,dynamic_adj_loss,overall_loss
0,0.40959763107472563,0.8316534040671971,0.548870864211939,0.08129677008970032,0.2164330281655891,0.11819647367314155,0.5054071246819338,0.28099027409372235,0.3611774065234686,0.17147430674805614,0.05521000235103894,0.08352670651380999,11.758489608764648,191.47167968750003,2.770932183010887,194.2426128241852
1,0.43844887506859337,0.8478952953661125,0.5780081986978539,0.20856063479944015,0.253001038649141,0.2286414157022107,0.5076335877862596,0.2822780332507959,0.3628097294839736,0.42048804033937004,0.05354754261255064,0.09499751524106172,16.144145965576172,135.19180658937404,1.6345106663594726,136.82631776533057
2,0.44178019981834693,0.85997171145686,0.5837033481339253,0.22368864864748172,0.279822890747294,0.24862669231823983,0.5095419847328244,0.2832390381895332,0.3640909090909091,0.436082233987853,0.05404410367498955,0.09616978992331876,18.256311416625977,112.87671565281526,1.470870183624383,114.34758583825962
3,0.45901639344262296,0.8615384615384616,0.5989304812834224,0.23562709855806244,0.3051706545906069,0.2659274210648643,0.5104961832061069,0.2838196286472148,0.36481418342993516,0.46923667554107784,0.05462569832402235,0.09785921783828923,22.168119430541992,90.54946893590096,1.3458420347621423,91.89531102071282
4,0.5494146780729401,0.8634353440650981,0.6715278255486,0.24688533857264414,0.48881568135902015,0.32807192520447764,0.8353658536585366,0.4604634707235096,0.5936822898848215,0.6237801998296689,0.20480076027782454,0.3083601128242101,39.68722152709961,12.790388820735552,0.2005571269124518,12.990945888839606
5,0.6042659675881792,0.8970458163806828,0.7221075115699537,0.5008945894778163,0.5037865154199944,0.5023363903144658,0.8781419026407891,0.48823633468954536,0.6275579809004093,0.8614897186353483,0.23844819229138173,0.37351320296458723,53.33706283569336,11.203777364192115,0.1500297820067588,11.353807165422511
6,0.6091443657746309,0.8977714892111779,0.7258168299134911,0.4652188783358842,0.48193946658693515,0.47343158464097823,0.8823155216284987,0.4906261054120976,0.6305978631507161,0.8846156808973544,0.242797171241298,0.3810178047024035,49.64870834350586,10.866371562462717,0.13092720002390962,10.99729875753854
7,0.6176363856296118,0.9033970276008493,0.7336733960773044,0.5504057263444863,0.4861574980218445,0.5162904963758678,0.892175572519084,0.4962845010615711,0.6377899045020463,0.8969196424306235,0.22575185279954216,0.3607133020679467,55.06787872314453,10.393076849347759,0.11796759148590436,10.511044447658632
8,0.5572213321126116,0.8610079575596817,0.6765788925171958,0.28215126753473085,0.47747303215604203,0.35470066266000205,0.8370086289549377,0.46312997347480106,0.596311475409836,0.5878164317987951,0.24043200271496304,0.3412741299272571,43.505401611328125,12.587294676831664,0.06942937201784768,12.656724078054644
9,0.6130314344212935,0.899452200035342,0.7291219023062598,0.48379012394092064,0.5095579630051101,0.49633982954601263,0.8781806615776081,0.4878953878777169,0.6272861524480291,0.8621288903502256,0.22783626440164875,0.3604229455479228,51.39637756347656,10.906927902279916,0.060340172205945015,10.967268099311653
