epoch,mAP,loss
0,51.92063522338867,4.236185932159424
1,68.77935791015625,1.8138546466827392
2,83.88591766357422,0.9712496876716614
3,98.03333282470703,0.616786140203476
4,97.40277862548828,3.564769172668457
5,88.5793685913086,2.30590238571167
6,100.0,1.1571305394172668
7,87.96924591064453,0.8947206974029541
8,70.7361068725586,4.477379703521729
9,70.2668685913086,2.7180807828903197
10,98.1706314086914,1.476271915435791
11,66.0793685913086,1.0045970141887666
12,83.71231079101562,4.623976230621338
13,89.1875,2.678729009628296
14,80.19146728515625,1.8785739064216613
15,97.13591003417969,1.21115562915802
16,66.07638549804688,4.324733304977417
17,99.05555725097656,2.76774263381958
18,99.40972137451172,1.5963643074035645
19,99.33333587646484,0.9726171016693115
20,81.50794219970703,5.098253631591797
21,76.16666412353516,3.2744723320007325
22,100.0,1.9897554397583008
23,89.33332824707031,1.2385772466659546
24,64.5,5.831649875640869
25,72.38888549804688,3.5594661712646483
26,80.13195037841797,2.5544641494750975
27,97.60516357421875,1.552843403816223
28,66.94602966308594,5.619808387756348
29,83.5793685913086,3.735669660568237
30,97.72222900390625,2.3015159368515015
31,99.40972137451172,1.5386735200881958
32,63.75,6.845675849914551
33,82.41368865966797,4.0761209487915036
34,87.92063903808594,2.9036084175109864
35,65.75991821289062,2.1318581342697143
36,67.1875,5.927758121490479
37,89.5,3.4544794082641603
38,86.66666412353516,2.316853976249695
39,98.5793685913086,1.7727044463157653
40,67.96924591064453,6.867120456695557
41,80.4384994506836,5.1507974624633786
42,83.95536804199219,3.23966498374939
43,87.63195037841797,2.3935131788253785
44,72.38888549804688,6.63313889503479
45,97.0456314086914,4.962795877456665
46,87.63195037841797,3.4436773300170898
47,100.0,1.8575427055358886
48,62.02381134033203,7.5065337181091305
49,83.83332824707031,5.019959831237793
50,79.49999237060547,3.1049791812896728
51,85.42758178710938,2.3171314239501952
52,81.35714721679688,7.500631618499756
53,97.14444732666016,5.294345569610596
54,89.33332824707031,3.7468966960906984
55,96.3888931274414,2.789399290084839
56,83.12202453613281,7.64352502822876
57,71.71428680419922,5.71103572845459
58,69.80258178710938,3.45054612159729
59,97.94305419921875,2.491361665725708
60,83.7718276977539,8.093338203430175
61,87.90971374511719,5.719228363037109
62,71.0,4.254184150695801
