agg_iter,precision,recall,avgloss
0,0.5871714258195823,0.1647107251081067,0.28632030725541674
1,0.4394819196086906,0.13868037650718149,0.30593099337400564
2,0.4294116440521618,0.14509057114763085,0.2828720461615941
3,0.4857338767846606,0.1516536402975523,0.2708345241270937
4,0.45252022543381903,0.13952590389258357,0.26528221782803274
5,0.47696390195793814,0.1452711387426647,0.2654117501631926
6,0.4876632665874067,0.1472432324942896,0.2614467426059956
7,0.4556401649889155,0.12935458051951845,0.2625855739233381
8,0.46661480535671984,0.14457491571710412,0.2629564767889028
9,0.4817904495968418,0.1621480539248047,0.2620138230583565
10,0.5045145010780919,0.17254188088515326,0.24490744819713806
11,0.49782589006494243,0.15797673126122266,0.24559915048135852
12,0.5065018569122032,0.17492521846231854,0.24440793178679854
13,0.49864337544953113,0.1635451351161238,0.24603147217897822
14,0.4890458539215706,0.17194949624847583,0.2473705758770333
15,0.5055428907535492,0.1787485945993048,0.24815692284075563
16,0.508540734463167,0.1802604027059421,0.2504047465552328
17,0.5111033261100083,0.17897234506243234,0.25279864734139523
18,0.5081216359137998,0.1762175707829095,0.2562181578646621
19,0.505196393676075,0.1798006667815808,0.26071411747352924
20,0.4969900550165939,0.19859781101700924,0.2649095444288817
21,0.4976356258495556,0.19131268687242164,0.2692233830708717
22,0.48703859134321004,0.19145786766919118,0.27407834508570755
23,0.46912106801944264,0.19660560028664437,0.2805136505656328
24,0.46156672020084194,0.2038899913341895,0.2876762066568823
25,0.44497872297351154,0.1977780291788553,0.2938496178850497
26,0.4257639530284882,0.2007245570793729,0.3007498824980106
27,0.4001980756392831,0.20615181158674878,0.3099956931039198
28,0.3761306587836082,0.2050561988638091,0.3173551327875366
29,0.3499931562900949,0.2174268652084755,0.32575952788086227
30,0.31150949237023945,0.22275361338540353,0.33509204893415034
31,0.2856208551974028,0.22727400980386442,0.34424049769477133
32,0.2524558182631798,0.22846740738844137,0.3533076579938091
33,0.22534372467803487,0.23731449293163995,0.36194708409643384
34,0.2027720387030128,0.24395430646223226,0.37277834032413604
35,0.18484862422523665,0.25111866504208596,0.38127280290777205
36,0.1753088205512942,0.2571812389603937,0.388354986912528
37,0.16326878436373668,0.2679180996450968,0.39652886087691785
38,0.148962498524145,0.2747105717015882,0.4074177397847139
39,0.13960698565476706,0.26818728566623456,0.4136709612524866
40,0.13170837653932355,0.28309682201197267,0.4231362105279001
41,0.12818190825731085,0.28701297594536007,0.428511400656536
42,0.11885738288647844,0.2879999351061816,0.43787887569380135
43,0.12003845641269217,0.29978810515990284,0.4425978353832
44,0.11520311329152265,0.3014341930585599,0.4482555889618295
45,0.10983687012056305,0.3015621706045425,0.4560245573447583
46,0.10851158664484187,0.3092672168454424,0.461029313407225
47,0.10399894791552275,0.31034727192391315,0.46690875153340355
48,0.10447301111702455,0.3099048469399064,0.4690720765090971
49,0.10321505587129955,0.3161253712509443,0.47398376252587804
