epoch,mAP,entropy_loss,relation_loss,overall_loss
0,98.34475708007812,1.4386771316116573,1.6821882639136743,3.1208653955253323
1,98.45789337158203,1.3618185730880816,1.4682634536071493,2.830082026695234
2,98.50590515136719,1.369670992820285,1.491637860777673,2.861308853597958
3,98.56373596191406,1.3821627278910433,1.444921628582159,2.8270843564732013
4,98.51099395751953,1.384086392097912,1.4333145092468556,2.8174009013447683
5,98.46182250976562,1.3776319378476984,1.4170697642753656,2.7947017021230662
6,98.76849365234375,1.1801736683516786,1.4479894345292363,2.628163102880914
7,98.83515167236328,1.2158392400590479,1.497404172792283,2.7132434128513303
8,98.62505340576172,1.2145599757978693,1.46735496692618,2.6819149427240507
9,99.09491729736328,1.0156473511878086,1.5065672440516402,2.5222145952394475
10,98.64752960205078,1.2460249485352202,1.4133239556722286,2.6593489042074476
11,98.75696563720703,1.2478318751771733,1.4289995379595914,2.676831413136765
12,99.01534271240234,1.0396668056513139,1.452382958702763,2.4920497643540758
13,99.26692962646484,0.9040550617850924,1.5906368618458113,2.4946919236309015
14,99.17916107177734,1.0038701536472623,1.5922119853047236,2.596082138951984
