agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.8188578506627311,0.687672872940298,0.7473947805637938,0.7482031810670701,0.5907977538288871,0.6568234646488111,0.8665711751126437,0.6294091138137866,0.727055395222068,0.8191025565398179,0.5460058193271417,0.6452554941865133,70.20193484871574,0.05098517701094423
1,0.8345297132227043,0.7109880818509364,0.7676353365726675,0.771994334487786,0.6337251677350468,0.6935702569630741,0.8793025244889371,0.6488451741918623,0.7442952132496845,0.8188442033944932,0.5815749919252046,0.670873318001732,74.08693594162361,0.04660207450150293
2,0.8360104432653865,0.7229430597077916,0.775246895632169,0.787377853869878,0.6499770709122564,0.7096069985357198,0.8837904470338461,0.6571747741799803,0.7512976518306137,0.8389287222240698,0.5953922727727712,0.6876176529140148,75.46549145484013,0.04529506293384438
3,0.8511811417535192,0.7194059830240507,0.7793814720894895,0.7956763362296674,0.6492276384430831,0.7133932658305231,0.8941705500343843,0.6555298827661997,0.7541139240334305,0.8517000633988233,0.5956132088697569,0.6925514881024273,76.22057949552492,0.044113542768707104
4,0.8632859304765035,0.7200695526078236,0.7850059884010506,0.8239042337987902,0.6474184654720503,0.7228502926137136,0.9016462014297182,0.6591449930128452,0.7592058453632275,0.8623443423408798,0.5961111601113894,0.6968301500733386,76.90314207327224,0.04301630161911773
5,0.8662221499678727,0.7218972341213372,0.787302938514814,0.8118174916184357,0.6511122927205671,0.7205174052108914,0.9019720035244989,0.6610983597785746,0.7605804296759553,0.860781150638842,0.6006037973331448,0.6995826325663208,77.39039233026861,0.04251236325011176
6,0.8608774338485521,0.7311273849369075,0.7906078104010055,0.8234788730978659,0.6591491059938317,0.7301667635167453,0.9002894853385172,0.6682151317324484,0.764569198759776,0.8627766247618115,0.6063910009077031,0.704023709631909,77.69347056843084,0.042389624036115174
7,0.8499984766853477,0.7417372436652084,0.7920961551061566,0.8130076584609909,0.6692480470663585,0.7317340058664372,0.8946756242346857,0.6741537024859584,0.7662424583960323,0.8629836633943804,0.6132728843366746,0.7087121415234164,77.97613146201904,0.04221030968547952
8,0.8560599681794053,0.7395422290935029,0.7934426283731426,0.8206513065760087,0.6684454293289958,0.7344010220744294,0.9008480234555861,0.6721836325907459,0.7672660415992959,0.866229458900552,0.6117057348857075,0.7085463395271315,78.07966550937323,0.04188020432449083
9,0.8689205299938283,0.7311011437155176,0.7939464957247894,0.8308023939052278,0.661253394253723,0.7342466874667124,0.9062711566586239,0.6689908405275625,0.7672945658691476,0.8728596667070773,0.6097412787932878,0.7095625586635406,78.21046611824761,0.041739873271023575
10,0.85988837958433,0.740085246053753,0.7953594344965149,0.8231187871480674,0.6717170400030753,0.7375635730113972,0.901359924636547,0.6741781330755131,0.7687464467757578,0.8669774833442885,0.6160675931810827,0.71221411531801,78.39548168756902,0.04150065238654729
11,0.8452845781985775,0.7510071981731022,0.7952859411275994,0.8118089104407,0.681601104055471,0.7385110828393668,0.8946103352318671,0.6800405141980296,0.7699020142181503,0.8646684833349219,0.6192457947246202,0.7130403195839239,78.46890276875538,0.041951353112278794
12,0.877834026015877,0.726337923523281,0.7946574439648879,0.8458271333570754,0.6537754194801627,0.7357085760129378,0.9115388728855778,0.6671546439397031,0.7679767928297776,0.8832228541247452,0.6055662681437697,0.7106681523351158,78.55124907395341,0.041598598226990344
13,0.8614729202384719,0.741272495873972,0.7967500769555008,0.8261041212343343,0.6725885329458943,0.7396693501739738,0.9027443249078686,0.675478732709142,0.7700887639194895,0.8704567225341019,0.6171091646243698,0.7142598394405686,78.60905724276039,0.04142040675069844
14,0.8568779939103387,0.7449729868260674,0.7969049879110152,0.8183325014434607,0.6772391346245902,0.7385454111787431,0.8990002741057189,0.6787221498456681,0.7707107776689476,0.8618356028244705,0.6215647395395714,0.7138944123306791,78.6317152551796,0.04142811579544173
15,0.8460024749906185,0.7524192681505169,0.7963792626235816,0.8135538424288823,0.6856813591367161,0.7418645158802929,0.8954087678521196,0.6806467909594098,0.7705355290961718,0.8638189146030286,0.623590465258383,0.7156561738433855,78.77331399930671,0.0418094117701202
16,0.8648234586411653,0.7396324349674459,0.7972871449177047,0.8309323574769031,0.6731822086671999,0.7419278756561306,0.9050855027950081,0.6749386548119736,0.7706375538381106,0.87233885448951,0.6178834528212259,0.7155240939617182,78.72420169508986,0.041363338628780735
17,0.8688354453775755,0.736143353945866,0.796839099012681,0.8351138259845127,0.6664044545474386,0.7397754739937182,0.9077048395514274,0.6729425224522573,0.7703527974844845,0.8768897510237028,0.6134842770861716,0.7139297666305868,78.74083919835458,0.04129675012895086
