epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,asym_loss,dynamic_adj_loss,overall_loss
0,0.4063411787589963,0.7036039070394072,0.515166461159063,0.0954032267968956,0.20508905241752692,0.13022735514204603,0.7549435028248588,0.3600538901987201,0.4875712656784493,0.18334170479580564,0.044425080697281315,0.07152026150870014,10.8959379196167,154.05551700268757,6.799186936879563,160.854704097166
1,0.44506028782574875,0.7711878685762427,0.5643997780381035,0.15584410625015285,0.25880787970567987,0.19454233462914103,0.7461158192090396,0.35602358887952823,0.4820349036158321,0.7092990686954194,0.04471269015259079,0.08412247982061609,15.43234920501709,37.6726715928417,2.3607457158929215,40.033417281457915
2,0.4700966572694321,0.7866891322662174,0.5885170479611773,0.19273852880022443,0.2938527148535431,0.23278980328352744,0.775776836158192,0.3701769165964617,0.5011976730922779,0.7046279799272985,0.04473712039682487,0.08413262576371484,20.992286682128906,32.23975584870678,1.6606044425802708,33.90036036604541
3,0.4863622433343549,0.8017851128326036,0.6054555859350162,0.22810432689824714,0.31761500350164973,0.2655187476442814,0.7934322033898306,0.37841023913775684,0.5124287343215508,0.7989866575499229,0.05406550388149752,0.10127778391076236,22.795818328857422,22.892571570509585,1.308611165669005,24.201182769516773
4,0.5576025840411533,0.7862685560053981,0.6524812766850984,0.40567435601093904,0.44737284296382795,0.4255044508305155,0.8714387464387464,0.4127867746288799,0.5602106227106227,0.7442112341974957,0.23844446012612727,0.3611703407064961,43.35337829589844,14.363056158615372,0.028209643049379687,14.391265816607712
5,0.5778669724770642,0.8481737081299444,0.6874019507537003,0.47296079409831926,0.4424807573240721,0.45721335246810824,0.9163135593220338,0.4367951523312574,0.5915878262851932,0.9203538816431543,0.18333036266344874,0.3057555850248769,47.66144561767578,12.256589921854312,0.017330977350958794,12.273920899730618
6,0.5820486467968482,0.8588037068239258,0.6938469915600326,0.44700158661092076,0.46975081941642605,0.4580939416365357,0.9166666666666666,0.4374052232518955,0.5922208281053952,0.9450683867098189,0.2055292388379472,0.33763182168536837,51.071136474609375,11.867740715964368,0.012121773054586499,11.87986249842886
7,0.591775092936803,0.8580090955027792,0.7004468889652801,0.4764030666001933,0.4984300809775311,0.4871677161440514,0.9230225988700564,0.4402897086070406,0.5961911278366975,0.9307367879710363,0.21498246418796857,0.3492864204059636,50.409793853759766,11.575617907410965,0.015032180478417525,11.590650113962461
8,0.5756654916737571,0.7970380343318748,0.6685016585503564,0.3712083950259992,0.4712979229635776,0.4153078542600581,0.8909868186676166,0.42090205318074725,0.5717224825694365,0.7534894921238036,0.21771983068154277,0.33782543225935574,46.91843795776367,13.778808476561203,0.010437273494817885,13.789245746903504
9,0.5798500681508405,0.8598618831059458,0.6926260090902924,0.4608156119691825,0.4952857248916243,0.4774292966996687,0.9159604519774012,0.43692100387401045,0.5916296042878321,0.8950219994723401,0.23055971057338387,0.36666554069499113,50.81275177001953,11.742612838745117,0.009440208678192976,11.75205306683556
10,0.5873507805325987,0.8610129564193169,0.6983282156260662,0.47849239040845076,0.4933817495240147,0.4858230155811209,0.9322033898305084,0.4442200908632004,0.6017094017094017,0.943215745194494,0.21545603191478635,0.35078358809457216,50.57240295410156,11.46358502517312,0.008433845501898206,11.472018856113232
11,0.5975440222428174,0.8689353099730458,0.7081274025260844,0.49062125750656244,0.5462131671817266,0.516926877750817,0.9276129943502824,0.44255390835579517,0.5992244525547445,0.9277594828926232,0.22963127508258616,0.3681428965258025,54.6551399230957,11.109780723765748,0.005346411509073455,11.115127151295292
