3,434,331,169,202
7,1252,559,252,209
11,1953,867,365,223
15,2632,1183,492,237
19,3224,1550,652,254
23,3856,1889,800,271
27,4476,2243,945,288
31,5132,2600,1054,302
35,5712,2986,1207,319
39,6336,3358,1325,341
