epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,entropy_loss,cosine_loss,overall_loss
0,0.41001651073197576,0.7672502574665293,0.5344332855093256,0.08018334555847904,0.20479630876405616,0.11524509168043263,0.7631336405529954,0.341091658084449,0.47145907473309606,0.21005190342735194,0.05039302355087583,0.081285134935308,12.033297538757324,18.277615131215846,0.4702082850197529,18.747823360118453
1,0.4333515582285402,0.817450495049505,0.5664260701779461,0.2829872210028065,0.2206631777653648,0.2479690658686921,0.7992021276595744,0.3719059405940594,0.5076013513513513,0.7477021111641189,0.05532552017746537,0.10302760857390127,14.8226957321167,16.610541455289155,0.41812826376012013,17.028669783409608
2,0.47184442853734193,0.8159686403961213,0.5979287928036888,0.3130347281800498,0.23013715980722962,0.2652601316733532,0.8506205673758865,0.3959149989684341,0.5403350696888639,0.6737316096355324,0.0619877635429349,0.11353001492692133,17.887142181396484,15.509777606801785,0.41075790499119047,15.920535493404303
3,0.48071108961180314,0.8187435633367662,0.6057604388905822,0.2922647292648547,0.24332635006938808,0.26555972483497714,0.8652482269503546,0.40205973223480945,0.5490085782590353,0.8233000547910091,0.06627061927705351,0.1226672732641313,18.61575698852539,15.312609165272816,0.3948190044215385,15.707428161134112
4,0.5106056733963711,0.8237476808905381,0.6304330677605111,0.23786370195244458,0.29806920297673384,0.26458477695983107,0.871326803205699,0.40342197485054626,0.5515006340707341,0.4630627056588474,0.10841313365943696,0.17569274341039293,27.765270233154297,14.542125701904297,0.2590592573297786,14.801184978890925
5,0.5535522066738429,0.8492981007431875,0.6702508960573477,0.3905970628698037,0.33714013858936687,0.3619052252502265,0.9144503546099291,0.42588769611891,0.5811267605633803,0.8749054826094121,0.11291615029525218,0.2000178082311727,33.41595458984375,12.57971259888182,0.25993689767857825,12.839649504803598
6,0.572475795297372,0.8539302661440066,0.6854351246170406,0.4514938182506799,0.3663130868987259,0.40446734611242735,0.925531914893617,0.43078192696513307,0.5879205969308743,0.9154737947264788,0.11561277866757363,0.2052988991162566,37.35750961303711,12.12706418747598,0.26024886775524053,12.387313031135719
7,0.5745909528392685,0.8614718614718615,0.6893764434180139,0.4208820180962159,0.4003461771009407,0.41035733536863445,0.9330673758865248,0.4339311482168625,0.5923737160545941,0.9265987609486805,0.11257136684552334,0.20075344016820784,39.81508255004883,11.657874675507244,0.2597432174581163,11.91761786886986
8,0.5350301406563965,0.8241848947585637,0.6488506213955001,0.2837091266455954,0.3329453934135174,0.3063616456649608,0.8802660753880266,0.4096161782913743,0.5590761864526123,0.54362796379542,0.13613992747837173,0.21774924210568342,30.13569450378418,14.157550000129863,0.17012962270924387,14.327679654385186
9,0.5644347470339561,0.8537541254125413,0.6795829570642804,0.4578418807352263,0.37856464932721645,0.41444619284573164,0.9153368794326241,0.4259488448844885,0.5813626126126127,0.8103697992621591,0.12913880501012584,0.22277643231180339,39.19498062133789,12.434303182236691,0.1692040675181024,12.603507265131523
