epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,entropy_loss,cosine_loss,overall_loss
0,0.6539594524345868,0.8345864661654135,0.7333139026522879,0.11710719617633096,0.20194217967029382,0.1482459095127244,0.8776881720430108,0.2888102609464839,0.43460898502495837,0.24294844248580547,0.053762636175331724,0.08804220443446924,17.564167022705078,20.063995530528402,0.5253513503459192,20.589346762626402
1,0.6931921883555393,0.8395225464190982,0.7593721883434968,0.4820665748694926,0.20362188912823975,0.2863087591942651,0.8918010752688172,0.2933244916003537,0.44145043246839655,0.8918010752688171,0.05454545454545454,0.10280313496623585,19.139095306396484,17.814376631090724,0.47918119305564505,18.29355767465407
2,0.6988018433179723,0.8389024120380615,0.7624698310539019,0.4734139535964697,0.20319706859867898,0.28434750380631146,0.8918010752688172,0.29364903739765436,0.44181787914100223,0.8918010752688171,0.05454545454545454,0.10280313496623585,19.994970321655273,17.564600544591098,0.4391135294591227,18.0037140692434
3,0.6707573632538569,0.8460858027421495,0.7482886759241151,0.46298249366351346,0.21289643779721135,0.29167153783120914,0.8924731182795699,0.2936753648827952,0.4419301164725458,0.89247311827957,0.05454545454545454,0.1028075970272502,21.332578659057617,17.393419957930043,0.4199106885540871,17.813330711856967
4,0.6346965271015904,0.8660318866253321,0.732534182431167,0.23304776119016016,0.363139913485632,0.2839003469256098,0.9230769230769231,0.3029229406554473,0.4561520506835612,0.432681774847979,0.08991556646588132,0.14889025951455648,30.628860473632812,17.155523976972027,0.2597990598409407,17.41532294980941
5,0.665692007797271,0.9078422684980062,0.7681349578256794,0.4292593976155768,0.39290946863277904,0.4102808771934579,0.9610215053763441,0.31679220203810365,0.4765078307230922,0.8493364983002134,0.0737535777421861,0.13572154458690908,41.211402893066406,14.384931179784958,0.2634977606996412,14.648428932312992
6,0.6676908150064683,0.9141022802745185,0.7717035791047564,0.4123494654801666,0.4319957710130444,0.42194405219067904,0.967741935483871,0.31879566083683863,0.4796003330557868,0.9552446085121293,0.0752545949113462,0.1395179070803931,43.03347396850586,13.722548007965088,0.26375009023374113,13.986298084259033
7,0.6737028681920721,0.9243864691576388,0.7793829807064964,0.4352632511921227,0.49440890370411184,0.46295465710405015,0.9831989247311828,0.3234578819367676,0.486774247213442,0.9829426826865628,0.08492728428273534,0.15634610060825185,48.33280944824219,12.937671153776105,0.2649536868256907,13.202624843966579
8,0.6372980910425844,0.863586115410126,0.7333834021779948,0.2726286048601933,0.4140611976526408,0.3287799708971808,0.9312204989885368,0.30532832191023657,0.4598734598734598,0.5092352907755604,0.09834798662403667,0.16485728764632868,35.215755462646484,17.32357454299926,0.16910123104049307,17.492675750486317
9,0.6746435010653992,0.9118298626495348,0.7755063589260481,0.49389061877260254,0.4211756356910957,0.4546440092369763,0.9663978494623656,0.3185644661054497,0.47917360879706766,0.8941787377325341,0.08639725285067508,0.15756981047767069,45.462196350097656,14.041866364017608,0.16935855558803004,14.211224971279025
10,0.6798679867986799,0.9119079238601151,0.7789752316127811,0.48447515656855067,0.47732345224061434,0.4808727152234765,0.9717741935483871,0.3200531208499336,0.4815184815184815,0.9623711301663562,0.08833206907725553,0.16181207634850153,49.491390228271484,13.497274614149529,0.17100248125291642,13.668277109822922
11,0.6769933148540681,0.9185840707964602,0.7794987327513375,0.45733960704834886,0.5004031886106445,0.47790325060595296,0.9724462365591398,0.3201327433628319,0.4816910785619175,0.981078781755058,0.08888033979579378,0.1629942933940186,49.59746170043945,13.256762350759203,0.17128929736152773,13.428051687056023
12,0.6497819523649782,0.8567005749668288,0.7390309042350247,0.23842797244206063,0.4054660312669602,0.30028061504606957,0.9293880295897781,0.3056169836355595,0.4599767016142453,0.47452956538701924,0.09714064664669843,0.16126818527306097,37.323081970214844,17.07892277932935,0.12417586628467808,17.203098681665242
13,0.6728496388706501,0.9070590838681124,0.772594477429083,0.48539160522391644,0.42834412141012174,0.4550870336336523,0.969758064516129,0.3193184332816995,0.48043948726485775,0.9735215513338019,0.09098566807074032,0.16641786380540827,44.91006851196289,13.979028055744788,0.12476796957273635,14.10379602063087
14,0.6774299295197509,0.9139761167624945,0.7781229407888545,0.44461816355251327,0.447344199495295,0.44597701583694854,0.9717741935483871,0.31977001326846527,0.48119800332778706,0.9747738714058053,0.08585712687743617,0.15781413911070347,45.61135482788086,13.53798398663921,0.12476390371880221,13.662747906100362
15,0.6826044386422977,0.9252377792523778,0.7856136726453189,0.4965433597521593,0.521223617388444,0.5085842476189472,0.9751344086021505,0.32094669320946695,0.48294225328673657,0.9816097364022173,0.09808594565195208,0.17835047570625429,53.178016662597656,12.679305291944937,0.1252615624858487,12.804566814053445
16,0.6409578860445913,0.858438398584384,0.7339258698940998,0.26835172431606424,0.4500993618786427,0.33623705829003403,0.9313593539703903,0.30612696306126963,0.4607957383053105,0.5198502566080427,0.11671070479116086,0.19062460161310923,39.997989654541016,17.074334298410722,0.0977952958595368,17.17212961566063
