epoch,precision,recall,loss
0,0.515325975072171,0.12519942889256136,0.1598919566167316
1,0.5963007306295728,0.1257990486328564,0.12178925807371453
2,0.5932781375826351,0.12824957727617214,0.11858543369581075
3,0.6102553141259012,0.13399793813744235,0.11584091742902786
4,0.6292769256092253,0.1351777928630038,0.11385357738700012
5,0.6209501331997296,0.13535668505799203,0.1125669512648882
6,0.628447000942533,0.13619359408224385,0.11079594295319627
7,0.6409519993596606,0.14382632301440315,0.10874361347997652
8,0.653040814021277,0.14417793474618404,0.10770735435061536
9,0.657116654018561,0.14411032019508263,0.1063051195675925
10,0.5964023944522653,0.13032325228587502,0.11951523884789181
11,0.6062392712467246,0.1295671916847664,0.11438028947454863
12,0.6210594809954129,0.13591357656118888,0.1120733961774963
13,0.6402010652754042,0.1368871597307069,0.11060798368746357
14,0.6444188370591118,0.13882105333346223,0.10875795416883077
15,0.646833133484636,0.14082224596114384,0.10722664124884848
16,0.6741081953994812,0.1445283077006775,0.10564222364340085
17,0.6826312857724371,0.14917078439796727,0.10380745983700215
18,0.6705119456090625,0.14911168736834374,0.10339850583972626
19,0.6661085669719984,0.1484518688881681,0.1026321898027883
20,0.6391663962886447,0.14083693661387003,0.10768227066736992
21,0.6656774720029225,0.14407281719502948,0.10579605988140477
22,0.6635670169951424,0.1471400475277314,0.1028412283209718
23,0.6667552515864372,0.1506112182424182,0.10215687468751954
24,0.6653647011234647,0.15123480020297897,0.1006544878704479
25,0.6853854206819383,0.15452962773778137,0.09974485455249861
26,0.6932238912771619,0.15933243525288407,0.09879662763561352
27,0.6934024017481577,0.16067136782738897,0.09730757207629212
28,0.7046159039887171,0.16702950713298623,0.09614700283242365
29,0.7257797116088489,0.17378153728823814,0.09456495708551031
30,0.6677323133936004,0.1564306386169933,0.10071169427509678
31,0.6858251599801911,0.16032456044876386,0.09830615426955051
32,0.6926633817335915,0.16110905070626547,0.09744895626219771
33,0.6934791948823702,0.16819635545095754,0.09543679026164419
34,0.7027044185097255,0.1723777154785773,0.09492848607769992
35,0.7169179265934323,0.17859329986903402,0.09282583447316232
36,0.7361084045398802,0.1771837000158571,0.09223923090834205
37,0.7488030263828853,0.18492485854833846,0.0908912105461655
38,0.7407112341551554,0.18975801156863334,0.09035840689957676
39,0.7392027564938106,0.18941717760430443,0.08904131251579506
40,0.6865690925291607,0.17346922290467082,0.09408416948907991
41,0.7176495487727816,0.1792925727213659,0.09241677617518639
42,0.7301111550085129,0.18110782824574956,0.09113886228884205
43,0.7145782893612271,0.18260409079846882,0.0904016507044806
44,0.7392500882583951,0.18864818721536605,0.08875856664800573
45,0.7468052698033196,0.20139689521775359,0.08760747627716359
46,0.7437999151528828,0.19874641736821522,0.08706282533088686
47,0.740293003500454,0.20226026515639017,0.08637150356607327
48,0.7543855368617981,0.19939032477873658,0.08554273260272631
49,0.7660928985902241,0.21703664911171747,0.08384997613081785
50,0.7125397334023128,0.19151407639895165,0.09001229847163883
51,0.7538973286984458,0.20014076863252928,0.08618756741701308
52,0.7580431493974867,0.20668192946958164,0.08513273860319542
53,0.7675392289483358,0.2165840519148679,0.08409800874450034
54,0.7725491833592218,0.2148218268735541,0.08395856911927492
55,0.7845508368715407,0.22463380574943528,0.08237288186952457
56,0.7892177329650001,0.22594736758915204,0.08194118465555986
57,0.7842485620861962,0.23257489390079938,0.08054402595012637
58,0.7828958235562794,0.22655573700155532,0.08013441441868499
59,0.7976091776102309,0.23649692405310888,0.08013788169084612
60,0.7500890051088636,0.2189624056456581,0.0845859664550807
61,0.7759001051622724,0.2187697593536642,0.08229536107060678
62,0.7799945530437288,0.22833377873850247,0.08150434192058334
63,0.7768966468080641,0.22780205950968796,0.08128433396012809
64,0.787235024429503,0.24016229264319888,0.08064990899231236
65,0.7818631522712254,0.23557260638428112,0.07941188105007825
66,0.797640348710711,0.2435432348459486,0.07907311579329541
67,0.7905168590091524,0.23861859845263617,0.07887574888446396
68,0.7906762510538101,0.2449187407536166,0.07807668311482413
69,0.8114746662359389,0.2517071088391637,0.07698207120165036
70,0.7578236742152108,0.2360649113617246,0.08231055873222388
71,0.7911843915307333,0.24535115382501058,0.07998435033609717
72,0.7907611635469255,0.23795045131728762,0.07989143907786128
73,0.8094565090205934,0.2584748703927275,0.07761870674112976
74,0.8004969036768353,0.2536702356522992,0.07752835282597205
75,0.7947002320535599,0.2453700608559071,0.0777735621970173
76,0.8079812162452273,0.2566970068783987,0.07693070727785825
77,0.8054433133867052,0.2638034944141668,0.07566998205180182
78,0.813285974283067,0.2720709971728779,0.07454041923848487
79,0.8202063990017724,0.2735184480746587,0.07448570081891709
80,0.7932179071127422,0.2602527520013234,0.07780824994978496
81,0.8138872898287244,0.2623959222719783,0.07689171111915012
82,0.8060533480038719,0.2563940668626437,0.07642115252918878
83,0.7936986400967553,0.2644568850241956,0.07607731634633967
84,0.8063218215155223,0.26631625481541193,0.07526918754709563
85,0.8237847033001128,0.2674354803231027,0.07420111568282513
86,0.8245837241411209,0.28330349058858934,0.07375083410609161
87,0.8233214730308169,0.28394591205176856,0.07376737792345724
