epoch,mAP,asym_loss,dynamic_adj_loss,overall_loss
0,28.85359001159668,7.951475569180079,0.0,7.951475569180079
1,33.421756744384766,4.562876531055996,0.0,4.562876531055996
2,38.28364181518555,4.48566426549639,0.0,4.48566426549639
3,50.26771926879883,4.326172607285637,0.0,4.326172607285637
4,48.35525894165039,8.274139659745352,0.0,8.274139659745352
5,65.9217529296875,4.757598604474748,0.0,4.757598604474748
6,71.34878540039062,3.749331831932068,0.0,3.749331831932068
7,65.88336181640625,3.6340752499444147,0.0,3.6340752499444147
8,57.85157012939453,8.702600717544556,0.0,8.702600717544556
9,59.939491271972656,4.897070756980351,0.0,4.897070756980351
10,66.21820831298828,3.5606377891131813,0.0,3.5606377891131813
11,71.86681365966797,3.3389244164739336,0.0,3.3389244164739336
12,52.391632080078125,9.153782163347516,0.0,9.153782163347516
13,62.244224548339844,5.262239950043815,0.0,5.262239950043815
14,72.06417083740234,3.6071121777806963,0.0,3.6071121777806963
15,70.72685241699219,3.25347877400262,0.0,3.25347877400262
16,51.08116149902344,10.474084189959934,0.0,10.474084189959934
17,57.00947189331055,5.83194843360356,0.0,5.83194843360356
18,71.6875228881836,3.969489574432372,0.0,3.969489574432372
19,78.45114135742188,3.2533460089138577,0.0,3.2533460089138577
20,52.88417434692383,11.223292180470057,0.0,11.223292180470057
21,60.78370666503906,6.341760158538818,0.0,6.341760158538818
22,59.53451919555664,4.107654826981681,0.0,4.107654826981681
23,77.1341552734375,3.475233026913234,0.0,3.475233026913234
24,45.155582427978516,12.726689304624285,0.0,12.726689304624285
25,56.71158981323242,7.047336918967111,0.0,7.047336918967111
26,59.06520462036133,4.853511384555271,0.0,4.853511384555271
27,68.72903442382812,3.6976800220353256,0.0,3.6976800220353256
28,57.91002655029297,13.263073393276759,0.0,13.263073393276759
29,62.136924743652344,7.756850327764237,0.0,7.756850327764237
30,60.66392517089844,5.422430515289307,0.0,5.422430515289307
31,60.269962310791016,4.323500169175012,0.0,4.323500169175012
32,48.90116882324219,14.916623149599348,0.0,14.916623149599348
33,65.24749755859375,9.06960780279977,0.0,9.06960780279977
34,60.422523498535156,6.400261265890938,0.0,6.400261265890938
35,69.20469665527344,4.739048753465925,0.0,4.739048753465925
36,54.991661071777344,15.203264542988368,0.0,15.203264542988368
37,51.16789245605469,9.984924725123815,0.0,9.984924725123815
38,60.50907897949219,6.99794168131692,0.0,6.99794168131692
39,57.924556732177734,5.242076209613255,0.0,5.242076209613255
40,56.960304260253906,16.88034323283604,0.0,16.88034323283604
41,72.90514373779297,10.205164705004009,0.0,10.205164705004009
42,56.07134246826172,7.688505973134722,0.0,7.688505973134722
43,77.3126220703125,6.033550024032591,0.0,6.033550024032591
44,47.9294548034668,17.03902322905404,0.0,17.03902322905404
45,68.26421356201172,10.858390825135368,0.0,10.858390825135368
46,63.046749114990234,9.033381564276558,0.0,9.033381564276558
47,55.91136932373047,7.051565417221615,0.0,7.051565417221615
48,61.036991119384766,18.796581029891968,0.0,18.796581029891968
49,59.556156158447266,12.870786734989712,0.0,12.870786734989712
50,61.79248046875,9.418582354273115,0.0,9.418582354273115
51,65.70521545410156,8.1338780607496,0.0,8.1338780607496
52,54.58723449707031,19.628765038081582,0.0,19.628765038081582
53,56.43617630004883,13.428502832140243,0.0,13.428502832140243
54,59.534637451171875,11.372756753649028,0.0,11.372756753649028
55,57.15287780761719,8.835860558918542,0.0,8.835860558918542
56,57.796669006347656,19.831441334315706,0.0,19.831441334315706
57,63.33533477783203,14.796180316380093,0.0,14.796180316380093
58,68.05693817138672,11.975200755255566,0.0,11.975200755255566
59,55.76162338256836,9.518299000603813,0.0,9.518299000603813
60,50.64158630371094,20.77691990988595,0.0,20.77691990988595
61,63.21665573120117,15.713579654693605,0.0,15.713579654693605
62,69.23323059082031,12.115745425224308,0.0,12.115745425224308
63,68.01609802246094,10.959500244685582,0.0,10.959500244685582
64,55.862056732177734,21.790870802743093,0.0,21.790870802743093
65,52.969390869140625,17.265386240822927,0.0,17.265386240822927
66,63.67974090576172,14.031071628843035,0.0,14.031071628843035
67,60.15118408203125,12.363578353609359,0.0,12.363578353609359
68,45.26523208618164,22.855326107570104,0.0,22.855326107570104
