epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,entropy_loss,cosine_loss,overall_loss
0,0.6306756124200343,0.8105073190294766,0.7093717093717093,0.4480842169548577,0.1689783738445953,0.24540960173380136,0.9295267489711934,0.36234208943252455,0.5214254797287547,0.8878124493079087,0.05120100112981218,0.09681839210904984,13.870535850524902,16.999950420565717,0.48418383918157437,17.48413434842738
1,0.6052057583248509,0.8350722311396469,0.7017958013658208,0.3582913795000323,0.17994891495707643,0.23957383214698255,0.9298780487804879,0.3671749598715891,0.5264672036823936,0.9298780487804877,0.05172413793103448,0.09799721537967226,15.583255767822266,15.230762667772252,0.4212909602537388,15.65205363529484
2,0.5999141753683307,0.8413239719157473,0.7004008016032063,0.406615039702108,0.18582965019389552,0.25508248071118167,0.929369918699187,0.366900702106319,0.526103840069035,0.929369918699187,0.05172413793103448,0.09799439215616239,16.19426918029785,14.904803892461269,0.39116771046708265,15.295971649449045
3,0.595793064241046,0.8407541115122342,0.6973881217767427,0.453324228568654,0.1867794163915109,0.2645560153104718,0.9298780487804879,0.36702767749699156,0.5263157894736842,0.9298780487804877,0.05172413793103448,0.09799721537967226,17.6359806060791,14.698968363971241,0.377223783513395,15.076192111503786
4,0.6165424521408739,0.8459995989572889,0.7132713440405749,0.25698226839519367,0.2870617475137615,0.27119048050670963,0.9302088639836984,0.3661519951874875,0.5254676258992805,0.4047324366274849,0.06484868917684135,0.1117862986408795,25.970577239990234,14.394277281877471,0.26244495227569486,14.656722173458196
5,0.664699651989711,0.8808903148185282,0.7576750603656432,0.47376222511251975,0.3553632470808016,0.4061090590181649,0.9659552845528455,0.38119109685181474,0.5466570812365206,0.9685213202788397,0.07237486201672466,0.13468508792269343,36.021671295166016,12.095721930992307,0.2638267565791201,12.359548638506629
6,0.676793893129771,0.8885548206053318,0.7683508102955195,0.46183516281805775,0.40039517888242726,0.4289261550829675,0.9684959349593496,0.3820404890759671,0.54793732930861,0.9289362502376474,0.08682928777844581,0.1588139584992243,40.251564025878906,11.63724265447477,0.2660150578836115,11.903257684009828
7,0.6770739064856712,0.9008629339755168,0.7730991130629468,0.4445682004443458,0.472660333970405,0.4581840756376433,0.9751016260162602,0.38510937186433875,0.5521507696734282,0.9370385971121687,0.08388071557758467,0.15397782581368472,46.150352478027344,10.859316203652357,0.2654164513436761,11.124732680437042
8,0.6302976976096202,0.8618407860437136,0.7281043537184482,0.2807605885561023,0.38304222412124395,0.32402140585201844,0.9460285132382892,0.3725686785642671,0.5345993382247158,0.5422479075819945,0.0996627713829257,0.1683783461379912,33.66844940185547,13.676897328074388,0.17139056797434646,13.848287884782001
9,0.6706060606060606,0.888398233641108,0.7642894146088759,0.5013560207119508,0.3923793413699443,0.44022370277609163,0.9705284552845529,0.38338016860698515,0.5496402877697842,0.9764283022211908,0.0857518326797859,0.1576578466206862,40.301002502441406,11.70617643216761,0.17225773541665654,11.878434233549164
10,0.6812918951858623,0.8967315019049529,0.7743052549562808,0.5104409522995036,0.4404140475714564,0.47284889048059126,0.978150406504065,0.3860036093843994,0.5535585909417685,0.958418398093892,0.09188408423777193,0.16769149517763587,47.577919006347656,11.083844051128482,0.1724700373483867,11.256314062490697
11,0.6907248157248157,0.9019450571485863,0.7823288981650579,0.506642081580769,0.4760630300395254,0.490876788267013,0.9771341463414634,0.3856025666733507,0.5529834651329978,0.8761502751803105,0.09733472674047933,0.17520526243343254,52.08450698852539,10.713263238348615,0.17286794687189708,10.886131181949523
12,0.6346896346896347,0.857028273511129,0.7292893097858545,0.2798457523371893,0.3953831270503157,0.32772972847723136,0.9460285132382892,0.3725686785642671,0.5345993382247158,0.5689954317273708,0.10563823432203188,0.17819351677768203,35.76460647583008,13.56382815430804,0.12453222738170042,13.68836036542567
13,0.6662160132191678,0.8893122117505514,0.7617657162487118,0.46231386440433087,0.41698335520149005,0.4384801453640544,0.9664634146341463,0.3813916182073391,0.5469446441409058,0.9730585688690633,0.10360822933372946,0.18727590657912607,42.57719039916992,11.667463750374031,0.12490622681088562,11.792369964646126
14,0.678110284065016,0.8954864593781344,0.7717842323651453,0.48475132689886374,0.4730275791744126,0.4788177004328613,0.978150406504065,0.38615847542627885,0.5537178196461959,0.9854718316880738,0.09997440855028648,0.18153264503334143,50.76354217529297,10.868018487604655,0.1250605015311299,10.993078929622
15,0.6942812982998454,0.9009225832330525,0.784217877094972,0.5094335039801016,0.49006677712933017,0.4995625117385958,0.9786585365853658,0.3862815884476534,0.5539257981018119,0.9775324783227562,0.10962002969218859,0.1971335916696357,50.09755325317383,10.425990860636647,0.1255371252574572,10.55152802932553
16,0.6329857541489206,0.8640737770649559,0.7306942442993981,0.2796790371295197,0.4352419432279949,0.34053567022054226,0.9471007121057986,0.37329591018444264,0.53551912568306,0.582930702769821,0.11433523418560207,0.19117388325661475,36.960296630859375,13.572149683789512,0.09837997513936787,13.670529656293915
17,0.6676213445884835,0.8888219947822597,0.7625032280278901,0.44257676366981186,0.42275537900302373,0.432439056025918,0.9745934959349594,0.3849086895444511,0.5518630412890232,0.9814563886921661,0.10170143543317248,0.1843046716218905,43.017906188964844,11.585903086313387,0.09882539056423233,11.684728506134782
18,0.6862895788502921,0.8947895791583166,0.7767919276270006,0.5009225883794542,0.445763045801355,0.47173585537704876,0.9766260162601627,0.38517034068136274,0.5524576027594137,0.8942613175100066,0.10098093559323537,0.18147007771309348,47.63753890991211,11.010568624589506,0.09884843802670151,11.109417060526404
19,0.68408262454435,0.9033293221018853,0.7785652549697494,0.5104399753829586,0.5041835362345373,0.5072924663726323,0.9817073170731707,0.38748495788206977,0.5556514236410699,0.9470315518002828,0.10451367279676439,0.18825199985287389,51.16612243652344,10.615461541385187,0.09889108078872286,10.714352590281784
20,0.6217008797653959,0.8502105474233006,0.7182180062674685,0.3129547045277826,0.43629677913449666,0.36447343135860844,0.9374364191251272,0.36956085823140167,0.530130878757371,0.5914388115657201,0.12621507716402416,0.20803481012746916,36.784332275390625,14.245781968279577,0.08115756611635046,14.326939565379446
21,0.6698751691983756,0.8934804413239719,0.7656867801272134,0.4895339110247232,0.4453938501721817,0.4664219043875997,0.9791666666666666,0.38655967903711136,0.5542931108873868,0.9372162734399224,0.09849052469033044,0.17824913901512393,48.13997268676758,11.35388640659612,0.08100265882364135,11.434889031619562
22,0.6783828631769497,0.9019253910950662,0.7743435213086526,0.45838878059103294,0.478599832193504,0.4682763279657944,0.9761178861788617,0.3852787805856398,0.552487776819097,0.9536511339353727,0.10962107503621157,0.1966387565280408,48.629154205322266,11.05743951913787,0.08108869185898362,11.138528178377847
23,0.6904176904176904,0.9015440144375376,0.7819810418297244,0.4833236267167968,0.5114470702367291,0.49698780556670286,0.9740853658536586,0.38439943854020453,0.5512580877066858,0.9161717179727531,0.12374619451218012,0.2180417555226161,52.573944091796875,10.648677110672,0.08132485572884722,10.730001961312645
24,0.6288872512896094,0.8559679037111334,0.7250637213254034,0.29556963872120007,0.3936929269854915,0.3376468764900569,0.9332654100866021,0.3675025075225677,0.5273459988485895,0.4662896051974132,0.10582987021734928,0.1725072140428938,36.36494445800781,14.036722450721557,0.07082495729370815,14.107547422734703
25,0.667721996080205,0.8886436597110754,0.7625032280278902,0.483922156225526,0.4251939443755109,0.45266115128793905,0.9695121951219512,0.3828250401284109,0.5489067894131184,0.9668008320770124,0.09191377318896612,0.16786830361352303,43.814029693603516,11.609335032905022,0.07072330238979037,11.680058333931896
26,0.6788963007883566,0.8981147212194144,0.7732688654809187,0.46946734119005307,0.4622245178028854,0.4658177772215989,0.9766260162601627,0.3854793421580425,0.55277538107564,0.9840371851011056,0.11601840375023705,0.20756482600214277,48.263214111328125,11.016817249902866,0.07080860308757643,11.08762592222633
27,0.6794948887552615,0.9067201604814443,0.7768325169717281,0.5109882252721661,0.506859793936156,0.5089156370647571,0.9796747967479674,0.38676028084252756,0.5545807565079821,0.9631612061594192,0.10384006322971054,0.18746879393172214,50.725669860839844,10.608326028033,0.0707581722881736,10.679084167247863
28,0.6158767083454493,0.8494084620012031,0.7140328697850821,0.28014498890042416,0.4239786385643947,0.33737112734673536,0.9392857142857143,0.36915981552035293,0.5300129552324744,0.5438402460594632,0.11196190658386908,0.18569439145764313,36.373992919921875,14.387603387600038,0.06418933283265044,14.451792775130851
29,0.6603466153162495,0.89446227929374,0.75977844056242,0.4469670996473934,0.43905996084745336,0.4429782475530288,0.9705284552845529,0.3832263242375602,0.5494821634062141,0.9318907137039155,0.09808131275491246,0.17748261544236413,47.01129913330078,11.665108837732456,0.06373091287365776,11.72883976959601
30,0.6704119850187266,0.8971531676022454,0.767384034982423,0.475740464548905,0.45079268553480845,0.46293070380094103,0.978150406504065,0.3859262229350441,0.5534790109258194,0.9875870183522358,0.10543995481947979,0.1905371654154145,46.46030044555664,11.151396652547326,0.06411253451937582,11.21550914717884
31,0.6821471652593486,0.9071586123922197,0.7787245029692744,0.5176068365338908,0.5074248506662244,0.5124652730481888,0.9715447154471545,0.3833968317625827,0.5498202731847591,0.9648304410431684,0.12390744796226104,0.2196114948753576,50.53341293334961,10.835426731807432,0.06391774290582031,10.899344461720167
32,0.6199587871651457,0.8449348044132398,0.7151710671534086,0.27423628846311027,0.4342456468522958,0.33617205616123647,0.9312977099236641,0.36710130391173523,0.5266187050359712,0.482267307985666,0.11953428365972195,0.19158300008796889,38.07347869873047,14.72952869461804,0.058531572542539455,14.788060281334856
33,0.6583566897772533,0.894747393744988,0.758562080394323,0.4678534424373258,0.43787895889739026,0.45237020998503186,0.967479674796748,0.3817161186848436,0.547441058079356,0.9602929986028524,0.09715105103609668,0.17645089430258917,43.50380325317383,11.695673285461053,0.05813439444797795,11.753807614489295
34,0.6731406202950918,0.8970706260032103,0.7691381386547393,0.4094537112277121,0.44429943668294186,0.4261654640838889,0.9684959349593496,0.38242375601926165,0.5483314154200231,0.8975113922007301,0.10226944646854809,0.1836162281360697,45.561309814453125,11.180642314073513,0.05820680982092531,11.238849157240326
