3,320,0,1,2303
7,962,942,1,3343
11,1612,1913,1,4346
15,2199,2789,1,5507
19,2770,3703,1,6646
23,3322,4604,1,7817
27,3841,5577,1,8949
31,4316,6515,1,10160
35,4811,7428,1,11376
39,5322,8359,1,12558
43,5807,9294,1,13762
