epoch,mAP,entropy_loss,cosine_loss,overall_loss
0,41.006412506103516,8.470805034569803,0.533118615442134,9.003923659629006
1,68.32120513916016,5.098847644971615,0.5485709717510445,5.647418603829455
2,77.45703125,4.067991606309907,0.5335777199014707,4.601569325788647
3,82.79830932617188,3.544035048772255,0.5079428855831738,4.051977936257706
4,85.06204223632812,3.2357335057875773,0.5001192455384752,3.7358527483669586
5,86.41175842285156,3.047752517440641,0.4764817920348324,3.5242343071504676
6,88.79454803466797,2.742158149573818,0.4593427220346236,3.201500873616402
7,89.04420471191406,2.6029879157002083,0.44284079968929296,3.0458287207792845
8,89.7553939819336,2.431619409973741,0.43395148101427883,2.865570895638027
9,90.44607543945312,2.3670898524264903,0.4221877085824387,2.789277562435636
10,91.9202651977539,2.128025728125943,0.4134723705814237,2.541498089724399
11,92.61515808105469,2.076495018305506,0.40550403138424485,2.4819990453567917
12,92.6503677368164,1.900782224213612,0.39572341084903007,2.2965056321299677
13,93.88031005859375,1.8265813814198733,0.38884785073868783,2.215429237548342
14,93.552001953125,1.8475369844612084,0.381312501874376,2.2288494826631347
15,93.95974731445312,1.6773923223323015,0.37133196429580667,2.0487242854656054
16,94.26029205322266,1.7040047068545157,0.36759829626861207,2.071602997627665
17,95.26127624511719,1.553951542322518,0.35808733961683636,1.912038880248441
18,95.69905090332031,1.6151594159767984,0.35231283856621864,1.9674722574492711
19,95.86136627197266,1.4207264212693296,0.346105803094857,1.766832229304821
20,96.21429443359375,1.4518511858603629,0.33859055557994966,1.7904417438709987
21,96.30799102783203,1.3995356501364111,0.33365925121391926,1.7331949017994783
22,96.75701141357422,1.3817127524009831,0.3294785785759594,1.7111913278593236
23,97.45880126953125,1.2100502742943193,0.32479511359904695,1.5348453948683773
24,97.37036895751953,1.272112854564866,0.3194923503390441,1.5916052021033378
25,97.23722076416016,1.2586757329074625,0.314753641367804,1.5734293673266748
26,97.57520294189453,1.218735134136592,0.3102942283483264,1.5290293639644663
27,97.1117172241211,1.1612601727181175,0.30656487996696585,1.4678250542769198
28,98.08573913574219,1.0834327169713827,0.30204471755535045,1.3854774358213373
29,98.02006530761719,0.9846925880786384,0.29738630449518244,1.2820788942118897
30,97.80977630615234,1.0713572939395477,0.29342048113227737,1.3647777779516597
31,97.94451904296875,1.079616923677794,0.28910485797740054,1.3687217785111552
32,98.2615966796875,0.9833152410409132,0.28532169104045146,1.2686369371540998
