epoch,objective_loss,entropy_loss,overall_loss
0,8.583550289194422,1.2737740703991491,9.857324365585571
1,7.4878245611039445,0.9883348002004878,8.476159365719589
2,7.148085790967183,0.8285279551511086,7.976613743595351
3,6.822714825786611,0.6897837024517158,7.512498513731376
4,6.60033140863691,1.0471229272544706,7.647454302146954
5,5.849511629689938,0.7126576255553617,6.562169244049719
6,5.631152539026165,0.5599026486041057,6.1910551944107
7,5.33033925137192,0.5083954038601071,5.838734650738024
8,6.337193887700476,0.7283428981506007,7.065536800515715
9,5.721450911627877,0.5752680404161016,6.296718968285457
10,5.432625123432705,0.5256895005072235,5.958314605490871
11,5.231138297489712,0.4706894662329761,5.7018277632496375
12,6.313462463005509,0.6522547724070376,6.965717250077182
13,5.633570252272189,0.5393300844878748,6.172900347482589
14,5.329431888287663,0.48442617705259383,5.813858090254364
15,5.115690999560886,0.44080032873406,5.556491357308845
16,6.308355311237312,0.5886746538536891,6.897029976365429
17,5.643035570780435,0.48876265645342526,6.131798225735863
18,5.315003179368519,0.46282631620055176,5.777829505779122
19,5.180277149513288,0.4349356826256824,5.61521281640996
20,6.3138789033132845,0.585458225358731,6.899337131510337
21,5.68686307927288,0.48320976325443843,6.170072812882679
22,5.426472036926835,0.45164894687120244,5.878120974888876
23,5.08676086027155,0.43921618616927877,5.525977060277625
