epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.5741311659192825,0.8192361527694461,0.6751256488423828,0.13101530294463948,0.21285734977563123,0.16219708048451908,0.9052684903748733,0.3573285342931414,0.5124014336917563,0.5040157715673691,0.054193831341310006,0.09786483634589419,15.93346881866455,4.3156695706503765
1,0.6146455088076868,0.8442311537692462,0.7113732097725358,0.25712970155763076,0.2583628102346489,0.2577447810376554,0.9300911854103343,0.367126574685063,0.5264516129032258,0.8183381841019741,0.05843258578574588,0.10907666584371574,20.889135360717773,3.7512144241651884
2,0.6352127189754159,0.8628274345130974,0.731727997286756,0.2969682564781105,0.3071331592405956,0.3019651880728716,0.950354609929078,0.375124975004999,0.537921146953405,0.8647968094014422,0.06425945025148072,0.11962971450648553,28.106529235839844,3.4094171502307553
3,0.645024182910743,0.8800239952009599,0.7444181326116373,0.34775424471434413,0.37643827500911803,0.36152819710801354,0.952887537993921,0.376124775044991,0.5393548387096774,0.8244172711058326,0.06600871607601168,0.12223076675652272,33.66463088989258,3.2028507367455834
4,0.6411539593759199,0.8710257948410318,0.7386180584993641,0.3303299015672161,0.3855246462122246,0.355799425539886,0.9594731509625126,0.3787242551489702,0.5430824372759856,0.7873792774165717,0.0985007388092806,0.17509694118413618,34.847347259521484,3.2501954336659167
5,0.6701712225893661,0.8922215556888622,0.7654172742087657,0.42943381678228365,0.45654442830643827,0.44257433512644867,0.9696048632218845,0.3827234553089382,0.5488172043010753,0.8730820771829686,0.10910995501563252,0.19397825077678202,42.303985595703125,2.9107728265339112
6,0.677001806140879,0.8994201159768046,0.7725203950193216,0.41527485401248837,0.4877419236154634,0.44860064872157307,0.9756838905775076,0.385122975404919,0.552258064516129,0.9383270026241439,0.11522685127965326,0.2052490541084914,49.534236907958984,2.7172976994949263
7,0.682398917781452,0.9078184363127374,0.7791316286253646,0.5313881718579966,0.5973486512346328,0.5624411310897088,0.975177304964539,0.38492301539692064,0.5519713261648747,0.9815059446193886,0.11860993449190825,0.21164380590300808,58.81023406982422,2.604701979182047
8,0.6572369405777578,0.8780243951209759,0.7517548365005992,0.35614873492153926,0.4317569950463383,0.3903251410179433,0.9660587639311043,0.38132373525294944,0.5468100358422939,0.8042836035436003,0.11785306696238385,0.20558186745390078,39.20175552368164,3.1590105849558827
9,0.672768192048012,0.8966206758648271,0.7687296416938111,0.4110644551088512,0.4447057232864802,0.4272238515469677,0.9696048632218845,0.3827234553089382,0.5488172043010753,0.9808868300038623,0.13433308550144873,0.2363041630985406,44.427101135253906,2.868423391258099
10,0.6866646415552855,0.9040191961607679,0.7804920155373328,0.48129981645348663,0.5266052115623354,0.5029342738122005,0.9761904761904762,0.3853229354129174,0.5525448028673835,0.9212294036997575,0.1328589888220382,0.2322264582685806,52.764915466308594,2.6598300870428724
11,0.6879733414116934,0.9082183563287343,0.7829009738860638,0.5229512785950674,0.5855772902911554,0.552495264928847,0.977710233029382,0.3859228154369126,0.5534050179211469,0.9882610170464924,0.1594977667019603,0.2746664671521595,56.70494842529297,2.5874436838286274
12,0.6568232662192394,0.880623875224955,0.752434648898001,0.4014739592844055,0.46023796984845433,0.4288522735295386,0.9614799797263052,0.3793241351729654,0.5440206481215945,0.8308086500268302,0.12472729317412769,0.21689296943946468,41.951717376708984,3.1330659490950574
