agg_iter,precision,recall,avgloss
0,0.7271418759824472,0.33491133575320003,0.19327900785193272
1,0.7467419746363928,0.3697226936610476,0.17495292388087658
2,0.7590591031613891,0.39011860744631494,0.16557643030393407
3,0.7561218293893135,0.39814574972004735,0.158746312307406
4,0.7517571660646222,0.40475000677169437,0.1533413497376022
5,0.7337948051698466,0.4130973451383974,0.15033862131107298
6,0.7117079585564768,0.42513224657807297,0.14817984279784033
7,0.7045728015044521,0.43080892891260175,0.1481397305615506
8,0.6911962424788923,0.43487205813352725,0.14767673758487587
9,0.6932973219824358,0.42516827701378085,0.14928574097667568
10,0.7116352483009786,0.4394612293538501,0.14505453096532442
11,0.7001877838027062,0.4433627582722192,0.14552210908684904
12,0.7209966247624983,0.4291278391827593,0.14755664861107823
13,0.7185151874891071,0.42770361970447585,0.1486605545454848
14,0.7039567416028885,0.4352854223580376,0.14732146885689515
15,0.7244409469551766,0.41956128448433755,0.15011429548538952
16,0.7186662694319199,0.4178363610594849,0.15296437179805156
17,0.7094874919553961,0.4286676280978565,0.15076744481767893
18,0.7029502543888462,0.43240669898706974,0.15019847213927254
19,0.7144228378012867,0.4270142657639912,0.15132106956710192
20,0.7173413190747273,0.42835367829763193,0.15130893163802916
21,0.7269902707800258,0.42007221462193745,0.15218714308426742
22,0.7205322583893214,0.42583054715244023,0.15197859909476494
23,0.7274313518478113,0.41981779347824394,0.15243989943430125
24,0.7241224041237899,0.4264898018360019,0.15122636511319773
25,0.7214810765206686,0.4294425567820995,0.1512734889130602
26,0.7264680611799648,0.4219498839398558,0.1548639188222595
27,0.7252590237109244,0.4245906149419394,0.15105197444360915
28,0.7218224561552111,0.4291101685837759,0.15113346946718384
29,0.735946492114417,0.41907656150293765,0.15280285567888513
30,0.7298144580423572,0.42713983412853784,0.15123894192326867
31,0.7335867721919394,0.4235474107668364,0.15377734174690186
32,0.7385372948164385,0.41786206254747854,0.1548461282027718
33,0.7326262070733796,0.4224729401379957,0.15295901517958904
34,0.7411844935436731,0.4209117433162971,0.15136744533740676
35,0.7383249642028585,0.4188852929856197,0.1527006095747221
36,0.7389689779380644,0.4204211088933777,0.155995803434471
37,0.7359319389449552,0.42083913771654907,0.15344821712863527
38,0.7392382271165129,0.4194924858715102,0.15316599980694015
39,0.7471147695430507,0.4134430577284524,0.15252230126663918
40,0.7465091539863137,0.41109550237232606,0.153301954869828
41,0.7454175838073095,0.41672792932813624,0.15535574747726325
42,0.7435919251624731,0.4148271161488331,0.15314538150572932
43,0.7373822465577256,0.4158526703312558,0.15398185984208307
44,0.7415612517627079,0.4087731734076301,0.15521777706453804
45,0.7514057666517749,0.4046748812847097,0.15752037903781457
46,0.739818301304198,0.41629297751163935,0.154509720536297
47,0.7386778576805341,0.4134028164729323,0.15600433227956578
48,0.745310148676956,0.4061200621143871,0.15682570158499942
49,0.7498267597840135,0.40390035308316713,0.15766603444368754
