3,1182,1442,0,0,0
7,1870,2339,698,55,286
11,2659,3107,1294,180,632
15,3441,3802,1973,336,944
19,4334,4441,2603,468,1274
23,5176,5069,3201,687,1611
27,6017,5687,3844,868,1952
