epoch,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,mAP
0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6858780384063721,0.8782653212547302,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.032258063554763794,-1.0,0.8935540318489075,62.24888610839844
1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.542076826095581,0.9312459230422974,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0416666679084301,-1.0,0.8940626978874207,60.22630310058594
2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8122700452804565,0.9775044322013855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0625,-1.0,0.9358544945716858,69.7032241821289
3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8842301368713379,0.9311808347702026,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03030303120613098,-1.0,0.9099090099334717,68.89057159423828
4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9478789567947388,0.90858393907547,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10000000149011612,-1.0,0.978144645690918,73.36518859863281
5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9416292905807495,0.9545340538024902,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0714285746216774,-1.0,0.971727192401886,73.48297882080078
6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9536244869232178,0.9595718383789062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03125,-1.0,0.9843927621841431,73.22097778320312
7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9630887508392334,0.9507887363433838,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09090909361839294,-1.0,0.9886310696601868,74.83543395996094
8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9075497984886169,0.8700783848762512,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02222222276031971,-1.0,0.960963785648346,69.02035522460938
9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9430885910987854,0.8776844143867493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02083333395421505,-1.0,0.9892075061798096,70.77034759521484
10,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9674293994903564,0.8776772618293762,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019999999552965164,-1.0,0.978829562664032,71.09840393066406
11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9612299203872681,0.9484447836875916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.023255813866853714,-1.0,0.9926913380622864,73.14054107666016
12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9616693258285522,0.895274817943573,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019999999552965164,-1.0,0.9920628070831299,71.72517395019531
13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9324753880500793,0.9354647397994995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01923076994717121,-1.0,0.9853549003601074,71.81314086914062
14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9596739411354065,0.9716500639915466,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.021276595070958138,-1.0,0.9908683896064758,73.58672332763672
15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9554135799407959,0.9659281373023987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.021276595070958138,-1.0,0.9957773685455322,73.45988464355469
16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9187508225440979,0.9134812951087952,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05263157933950424,-1.0,0.9777456521987915,71.56523132324219
17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8166658878326416,0.9458202123641968,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,-1.0,0.9828712344169617,71.7589340209961
18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8088442087173462,0.9682401418685913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.027027027681469917,-1.0,0.9919714331626892,69.90206909179688
19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8891326189041138,0.960552990436554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06666667014360428,-1.0,0.9949178695678711,72.78175354003906
20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9067842960357666,0.8437771201133728,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0625,-1.0,0.9480586051940918,69.02799987792969
21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9417839050292969,0.9475196599960327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,-1.0,0.9829701781272888,74.93184661865234
22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9668411612510681,0.9644269943237305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04545454680919647,-1.0,0.9853664636611938,74.0522232055664
23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9381715655326843,0.9441531300544739,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03333333507180214,-1.0,0.9748157262802124,72.26184844970703
24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8628266453742981,0.9609078168869019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03846153989434242,-1.0,0.9864295125007629,71.21564483642578
25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9324302673339844,0.9614384174346924,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.022727273404598236,-1.0,0.9796307682991028,72.4056625366211
26,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9387910962104797,0.9672113656997681,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.021276595070958138,-1.0,0.9812088012695312,72.71219635009766
27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9310574531555176,0.919184148311615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02222222276031971,-1.0,0.984332263469696,71.41990661621094
28,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8113653063774109,0.9357540011405945,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.023255813866853714,-1.0,0.9930363297462463,69.08528900146484
29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8990240097045898,0.9423316717147827,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.021276595070958138,-1.0,0.9918113350868225,71.36109161376953
30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9456766843795776,0.9656087160110474,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02222222276031971,-1.0,0.9732087850570679,72.66790771484375
31,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8848438858985901,0.9658476114273071,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.027027027681469917,-1.0,0.970669150352478,71.2096939086914
32,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8555582165718079,0.9429978132247925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0416666679084301,-1.0,0.9840138554573059,70.60591888427734
33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8340076804161072,0.9503760933876038,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0714285746216774,-1.0,0.9607524275779724,70.41412353515625
34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9359177350997925,0.9732614755630493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03846153989434242,-1.0,0.9858931303024292,73.33834838867188
35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.880366861820221,0.9750711917877197,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03448275849223137,-1.0,0.9819142818450928,71.7958755493164
36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8866531848907471,0.9421505928039551,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03030303120613098,-1.0,0.9791377782821655,70.95610809326172
37,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8755956292152405,0.9456970691680908,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.029411764815449715,-1.0,0.9695672392845154,70.50679016113281
38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.882114589214325,0.9795418381690979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.023255813866853714,-1.0,0.9799845218658447,71.62242126464844
39,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8785590529441833,0.9520984292030334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.023255813866853714,-1.0,0.9859437346458435,70.99642944335938
40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9148088693618774,0.9626445770263672,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03448275849223137,-1.0,0.987002968788147,72.47348022460938
41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8395745754241943,0.941110372543335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.023255813866853714,-1.0,0.9768162965774536,69.5189208984375
42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8259583711624146,0.9745047688484192,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0357142873108387,-1.0,0.9745103120803833,70.26719665527344
43,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8442893624305725,0.9810084104537964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0625,-1.0,0.9764199256896973,71.6054458618164
44,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8969306349754333,0.9331098794937134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02222222276031971,-1.0,0.9793329238891602,70.7898941040039
45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8804086446762085,0.9522190093994141,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02777777798473835,-1.0,0.9825030565261841,71.07270812988281
46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8816261291503906,0.9688543081283569,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.021739130839705467,-1.0,0.993447482585907,71.64167785644531
47,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9198793172836304,0.9592580199241638,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02500000037252903,-1.0,0.9819733500480652,72.15276336669922
48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9544466137886047,0.9464737772941589,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03448275849223137,-1.0,0.9899089932441711,73.13279724121094
49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9337571859359741,0.8850435614585876,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0416666679084301,-1.0,0.9818791151046753,71.05866241455078
50,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9389093518257141,0.9427997469902039,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03999999910593033,-1.0,0.9817805886268616,72.58724212646484
51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.924315869808197,0.9171044826507568,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07692307978868484,-1.0,0.9867346882820129,72.626953125
52,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8397248983383179,0.9254879951477051,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.024390242993831635,-1.0,0.9877542853355408,69.4339370727539
53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9053311347961426,0.956771731376648,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03030303120613098,-1.0,0.9795847535133362,71.79976654052734
