epoch,mAP,overall_loss
0,34.36589431762695,365.98587799072266
1,53.614585876464844,186.65816116333008
2,55.481910705566406,75.77551698684692
3,65.39022064208984,56.908618211746216
4,75.72935485839844,195.943115234375
5,64.3790512084961,194.54058074951172
6,71.66207885742188,192.18162155151367
7,63.416194915771484,191.9095458984375
8,73.66923522949219,196.5913200378418
9,72.64884948730469,194.4094181060791
10,63.51569747924805,192.95143508911133
11,73.13812255859375,191.7838363647461
12,75.28399658203125,46.42254638671875
13,74.96765899658203,41.603360652923584
14,72.61661529541016,38.744258403778076
15,74.92926788330078,34.736215591430664
16,73.84288024902344,40.878071308135986
17,87.51306915283203,37.83893871307373
18,91.921142578125,34.74871301651001
19,80.97245025634766,33.3059024810791
20,73.42654418945312,42.98698139190674
21,89.7476577758789,39.008116722106934
22,80.19952392578125,36.45512771606445
23,74.75796508789062,34.270548820495605
24,85.7682876586914,37.66755485534668
25,79.06368255615234,37.81751728057861
26,75.38447570800781,33.81717109680176
27,63.259010314941406,34.75599002838135
28,78.54703521728516,43.82022285461426
29,84.1803970336914,41.01643466949463
30,85.05764770507812,40.714184284210205
31,85.63107299804688,38.84326934814453
32,87.32225036621094,39.46367263793945
33,90.82435607910156,39.294105529785156
34,87.64358520507812,38.21728801727295
35,77.36682891845703,36.485469818115234
36,73.90054321289062,46.55069828033447
37,86.9488754272461,42.49964714050293
38,88.00121307373047,40.74805784225464
39,75.95551300048828,39.41644096374512
40,90.46944427490234,46.220688819885254
41,83.71705627441406,43.60209369659424
42,98.43274688720703,41.029974937438965
43,98.96651458740234,36.58289432525635
44,85.1526107788086,28.61922025680542
45,90.65605926513672,27.736166954040527
46,68.49249267578125,26.240875720977783
47,84.04704284667969,22.257129669189453
48,84.74797058105469,25.85784602165222
49,97.8530502319336,24.286275386810303
50,72.26190948486328,23.178447246551514
51,72.43556213378906,20.439793586730957
52,91.25648498535156,23.039666175842285
53,78.91925811767578,23.181742191314697
54,88.85723114013672,20.54725408554077
55,89.59778594970703,16.478500843048096
56,75.45698547363281,26.56465482711792
57,73.65211486816406,24.974414348602295
58,87.81421661376953,20.893376111984253
59,73.79239654541016,21.52105474472046
60,79.02359008789062,30.60910987854004
61,85.01659393310547,26.99280023574829
62,88.29024505615234,23.06657576560974
63,87.3212661743164,20.872843742370605
64,82.42401885986328,26.41812753677368
65,78.09050750732422,22.88225030899048
66,87.48020935058594,20.653783321380615
67,83.46453857421875,21.388768672943115
68,88.83760833740234,32.30602741241455
69,76.1044692993164,36.43126201629639
70,85.15506744384766,29.60088276863098
71,91.5540771484375,27.105501174926758
72,77.33131408691406,31.926125049591064
73,87.41084289550781,26.325736045837402
74,86.22518157958984,27.7924542427063
75,73.98056030273438,24.685112953186035
76,76.28941345214844,29.607476234436035
77,89.04109191894531,25.656869173049927
78,75.28934478759766,27.242289066314697
79,74.25228118896484,22.81097936630249
80,86.32881927490234,32.68416786193848
81,74.84738159179688,31.182719945907593
82,86.77519226074219,28.7914559841156
83,78.56842041015625,27.458958625793457
84,87.6700439453125,33.152374505996704
85,98.12738037109375,28.610827922821045
86,97.69544219970703,28.259602785110474
87,76.1362533569336,26.568678379058838
88,86.13459014892578,33.03925156593323
89,79.06226348876953,29.73833394050598
90,77.42616271972656,28.297627925872803
91,72.85601043701172,25.795878410339355
92,77.67816925048828,34.37692832946777
93,97.77830505371094,30.274605751037598
94,74.54815673828125,32.728936195373535
95,78.37097930908203,29.262847900390625
96,90.00296020507812,33.49686622619629
97,84.07181549072266,33.45015621185303
98,84.89198303222656,30.13749885559082
99,84.36962127685547,29.11500597000122
100,88.7715835571289,38.311683654785156
101,78.87716674804688,35.95055937767029
102,88.61717224121094,32.544766426086426
103,88.78144836425781,32.240416049957275
104,84.97317504882812,38.436490058898926
105,74.435546875,33.07701063156128
106,89.41526794433594,30.996950149536133
107,97.17582702636719,31.192941665649414
108,84.09699249267578,38.94016170501709
109,75.11121368408203,38.14847803115845
110,88.2551498413086,34.137383460998535
111,87.87230682373047,34.850719690322876
112,89.80402374267578,38.712310552597046
113,74.77870178222656,37.07003974914551
114,96.08699798583984,37.22507381439209
115,85.11893463134766,34.33031988143921
116,87.90225982666016,36.85542297363281
117,84.68949127197266,33.28740882873535
118,88.85021209716797,37.37268924713135
119,87.20916748046875,36.0118989944458
120,88.38872528076172,42.793996810913086
121,74.8740005493164,41.59629726409912
122,74.40818786621094,31.894654273986816
123,77.8112564086914,33.51844501495361
124,76.9584732055664,39.360840797424316
125,86.26844024658203,37.898006439208984
126,90.15528869628906,36.649078369140625
127,86.37471771240234,31.579834938049316
128,98.43722534179688,36.023048400878906
129,87.95838165283203,35.80113863945007
130,77.72785186767578,38.14877796173096
131,72.9812240600586,37.198452949523926
132,72.0792007446289,42.309810638427734
133,98.80109405517578,31.021778106689453
134,71.34587097167969,38.15417671203613
135,87.34935760498047,35.71543884277344
136,91.06755828857422,44.96059799194336
137,87.22982788085938,41.49135875701904
138,79.86620330810547,44.889479637145996
139,83.86441802978516,38.3732705116272
140,86.41255950927734,40.72264242172241
141,78.2415771484375,36.37499952316284
142,75.97266387939453,35.89134931564331
143,73.71837615966797,42.242159843444824
144,84.7191390991211,43.625953674316406
145,83.26203155517578,41.258819580078125
146,76.46943664550781,42.47251558303833
147,79.88375854492188,37.71820020675659
148,77.58688354492188,47.84464073181152
149,87.75205993652344,45.87861919403076
150,85.77799224853516,40.99064493179321
151,87.80418395996094,39.50094938278198
152,72.14263153076172,44.89198398590088
153,75.79457092285156,41.924476623535156
154,73.031005859375,42.4500515460968
155,84.89257049560547,39.38839769363403
156,90.32475280761719,44.51766109466553
157,75.63032531738281,45.37807273864746
158,98.45723724365234,44.25110626220703
159,76.58958435058594,45.38292694091797
160,99.31696319580078,41.839234352111816
161,81.12391662597656,43.637733459472656
162,84.07138061523438,45.1734185218811
163,79.95423889160156,44.09938049316406
164,89.15771484375,46.430603981018066
165,77.88758850097656,43.628427505493164
166,75.01475524902344,45.671711921691895
167,89.30781555175781,43.57401895523071
168,78.59497833251953,42.619670391082764
169,84.58035278320312,42.57737112045288
170,88.5055160522461,43.50673484802246
171,73.3584976196289,46.24026393890381
172,96.36503601074219,43.51141119003296
173,78.70230102539062,45.325825691223145
174,79.85414123535156,39.87351703643799
175,71.95223236083984,44.38257598876953
176,91.51263427734375,45.691932678222656
177,76.48857879638672,45.77593517303467
178,85.96003723144531,41.476909160614014
179,76.33243560791016,46.531304359436035
180,90.56536865234375,39.878718852996826
181,85.739990234375,43.287965297698975
182,71.34996795654297,45.651960372924805
183,77.47150421142578,45.042240142822266
184,90.26271057128906,46.75911235809326
185,73.31929016113281,45.51705551147461
186,78.93028259277344,45.11417579650879
187,76.43810272216797,46.48143672943115
188,74.08233642578125,43.04945755004883
189,87.48625183105469,44.48985719680786
190,89.38520812988281,48.3941068649292
191,77.81403350830078,41.88505458831787
192,75.95573425292969,43.277008056640625
193,90.69667053222656,40.095537424087524
194,77.61005401611328,46.12497663497925
195,75.38001251220703,50.447516441345215
196,76.50360107421875,45.68880748748779
197,72.19385528564453,42.87617874145508
198,85.34940338134766,44.12094259262085
199,85.38287353515625,42.030306816101074
200,90.61907196044922,45.15437126159668
201,90.93313598632812,40.35845613479614
202,72.01425170898438,52.485206604003906
203,79.0472183227539,42.582637310028076
204,77.78479766845703,45.08365821838379
205,77.2386703491211,47.19437503814697
206,77.12518310546875,44.44606065750122
207,72.18128967285156,43.95576572418213
208,85.29666137695312,45.13671827316284
209,85.26185607910156,41.8057279586792
210,85.98593139648438,42.23734951019287
211,73.95899963378906,46.27821636199951
212,97.9568862915039,45.3253288269043
213,83.69269561767578,44.64685535430908
214,73.68789672851562,51.23507785797119
215,98.36650848388672,44.5781307220459
216,86.15731811523438,42.118228912353516
217,73.97930145263672,50.55958938598633
218,71.79499053955078,50.92202043533325
219,85.81777954101562,48.01778173446655
220,87.72352600097656,47.44996929168701
221,72.78044891357422,48.53359127044678
222,77.05098724365234,45.102768898010254
223,90.75399017333984,48.954116344451904
224,80.18668365478516,42.2671012878418
225,78.52283477783203,43.75216007232666
226,74.16397857666016,44.66419839859009
227,86.19577026367188,40.16759490966797
228,98.21636199951172,39.120948791503906
229,86.46635437011719,46.13341474533081
230,83.87149047851562,37.99862194061279
231,77.90850830078125,45.73743152618408
