epoch,objective_loss,entropy_loss,overall_loss
0,9.458817543029776,nan,9.458817543029776
1,8.886701320648198,nan,8.886701320648198
2,8.595870838165293,nan,8.595870838165293
3,8.435154869079591,nan,8.435154869079591
4,8.126467548370359,nan,8.126467548370359
5,7.209962818145754,nan,7.209962818145754
6,6.786524002075194,nan,6.786524002075194
7,6.355612110137941,nan,6.355612110137941
8,7.816561603546143,nan,7.816561603546143
9,6.75047553253174,nan,6.75047553253174
10,6.257954046249389,nan,6.257954046249389
11,5.870967161178588,nan,5.870967161178588
12,7.7158852157592746,nan,7.7158852157592746
13,6.674296564102174,nan,6.674296564102174
14,6.207634386062622,nan,6.207634386062622
15,5.744799444198609,nan,5.744799444198609
16,7.668515577316284,nan,7.668515577316284
17,6.638433067321777,nan,6.638433067321777
18,6.026137968063357,nan,6.026137968063357
19,5.591905128479007,nan,5.591905128479007
20,7.7492263565063455,nan,7.7492263565063455
21,6.5708260917663575,nan,6.5708260917663575
22,6.068743394851683,nan,6.068743394851683
23,5.556228326797483,nan,5.556228326797483
24,7.895305545806887,nan,7.895305545806887
25,6.459760160446168,nan,6.459760160446168
26,5.885997442245482,nan,5.885997442245482
27,5.3602533931732195,nan,5.3602533931732195
28,7.837733512878419,nan,7.837733512878419
29,6.507753736495973,nan,6.507753736495973
30,5.938280632019045,nan,5.938280632019045
31,5.34753024291992,nan,5.34753024291992
32,8.050742630004885,nan,8.050742630004885
33,6.622873254776,nan,6.622873254776
34,5.918824495315549,nan,5.918824495315549
35,5.374951496124268,nan,5.374951496124268
36,8.158789997100827,nan,8.158789997100827
37,6.5571977443695095,nan,6.5571977443695095
38,6.0167936439514165,nan,6.0167936439514165
39,5.359294944763185,nan,5.359294944763185
