epoch,mAP,support_loss,query_loss
0,20.80450439453125,12.870112304146412,11.695836466254915
1,56.91796112060547,8.892113218916224,8.833813362933219
2,56.505619049072266,8.23425336256095,7.716180463209221
3,54.93754577636719,9.733211524097635,8.753561435861794
4,64.58340454101562,8.31691753779743,7.980799238732524
5,69.78069305419922,6.635574834566589,6.332655375730907
6,76.36407470703125,5.834624878903654,5.570186966699908
7,78.47354125976562,5.522719963222529,5.199536908602885
8,80.3084945678711,5.563002552546505,5.135986784671214
9,79.15886688232422,5.064041448823103,5.137089582199745
10,82.21685028076172,4.988514884989314,4.756666787127228
11,82.2962417602539,4.508384926944757,4.434214157415617
12,83.67513275146484,4.6718206287275805,4.289461320173658
13,85.74798583984375,4.103972044396907,3.9825037092181823
14,86.72059631347656,3.9085005318864865,3.9107629119927165
15,86.4572982788086,3.96464152961758,3.7008551570540624
16,86.67262268066406,3.9818552918467995,3.584033030990168
17,87.42233276367188,3.5570854903958358,3.493000455781923
18,87.17668914794922,3.5404829370214568,3.4027830996411907
19,88.75395202636719,3.4372882580926234,3.3525238003291133
20,89.25849151611328,3.773545567870985,3.2624300853580457
21,89.8340835571289,3.234596213550432,3.23075982188502
22,90.58820343017578,3.1659853052585687,3.0660886206525437
23,89.54750061035156,2.9855277022571425,3.065286553497856
24,90.59754943847656,3.263520886712041,2.959162488051341
25,90.59697723388672,2.956756186823472,2.8691091478293673
26,90.30624389648438,2.925476660965183,2.842876638081055
27,91.27371978759766,2.8659951407858673,2.7077603378194444
28,90.84346008300781,2.9703732255502797,2.832094826596849
29,91.33671569824219,2.6170477216125376,2.669576329119664
30,90.75242614746094,2.684678891026383,2.6641119718551622
31,91.68082427978516,2.454303001681116,2.611503453964882
32,91.08055877685547,2.94664239629786,2.534668210127676
33,91.4273910522461,2.4726656231474373,2.589257954282963
34,91.05561065673828,2.4606771984844342,2.530746976534526
35,92.56777954101562,2.3913396351726335,2.4204148185168597
36,93.1166000366211,2.795716325441997,2.360505096455836
37,92.91157531738281,2.404135272857992,2.3527304935962605
38,92.23468017578125,2.311477181759287,2.4112376663701776
39,92.30278015136719,2.2138012706810724,2.3380369577847477
40,93.19647216796875,2.699518049862367,2.2761196921057723
41,92.80636596679688,2.385013822545398,2.312739358303395
42,91.63201904296875,2.3051011862484283,2.2469689951720806
43,92.40508270263672,2.2544707317724284,2.2073842866200923
44,93.43609619140625,2.630368108445025,2.2304949515254786
45,93.43731689453125,2.092677468526449,2.193735554708656
46,93.8150405883789,2.094717077752376,2.085990975934564
47,94.2489242553711,2.131753582903681,2.029725727037337
48,93.68289947509766,2.4062749147415166,2.120491788319663
49,93.16796875,2.1704049867095674,2.0683680738963126
50,93.3603286743164,2.1215217561586526,2.11535433674535
51,93.90373229980469,1.9535999336141212,2.0747157018235387
52,94.28897857666016,2.455608783884251,2.0846433943890506
53,94.07537841796875,2.065669639736204,1.9672163560035385
54,94.42140197753906,1.9190898224817101,1.9667809571780213
55,93.63471221923828,1.92251448047922,2.0146794247289073
56,95.4517822265625,2.232895073315776,1.988972418274438
57,94.46900939941406,2.028358792159573,1.9150977130477314
58,95.19759368896484,2.004788685352246,1.8872678880150435
59,94.40313720703125,1.951776941405966,1.8372481490703338
60,94.56150817871094,2.2183143745922864,1.9061026678863144
61,93.70893096923828,1.9452342843333041,1.923156863831459
62,94.55350494384766,1.8708208520361715,1.9151168216204821
63,96.16939544677734,1.9451614715528838,1.7449610222738692
64,95.34687042236328,2.2075259913789456,1.8078497453784264
65,94.1991958618164,1.9649009932862955,1.8760315906916951
66,95.28553771972656,1.9398708449187856,1.8051914488170164
67,93.86375427246094,1.8436927034499793,1.88839726160604
68,94.55815887451172,2.1110541051161196,1.8826685475964922
69,95.20774841308594,1.7484706441561382,1.8408984005028475
70,94.6832275390625,1.826961437015669,1.7106622922505046
71,95.74436950683594,1.7754175062720658,1.7734454354495868
72,93.6620864868164,2.124267712129769,1.9268373310143216
73,95.4839096069336,1.8334457578388508,1.8273209815329694
74,95.39950561523438,1.8328161070532833,1.6845645160539782
75,94.35423278808594,1.7376851105520907,1.750278384127516
76,95.0228042602539,2.1519764522288702,1.787612721218284
77,94.54328155517578,1.754615254435979,1.7392632572363451
78,95.09781646728516,1.6831589679346022,1.711684683535962
79,94.8868179321289,1.7273966473467808,1.6877293836140468
80,95.2375717163086,2.0573399464289355,1.7151244743495961
81,94.7981185913086,1.6379704405652709,1.8294726297365018
82,96.09661102294922,1.6568590859149361,1.661541631881227
83,95.54530334472656,1.6560353784696435,1.6684022932610612
84,95.6927490234375,2.1630190788431363,1.713582659866793
85,94.9723892211914,1.6583763479341012,1.7485295001496661
86,95.39595031738281,1.5734743040504189,1.6414387346582209
87,96.09272003173828,1.6263650896701405,1.702729211420032
88,96.46109008789062,1.9827965836152943,1.6794438015484638
89,95.61882019042969,1.6208993397283216,1.596889206703673
90,95.95514678955078,1.6561728217077587,1.5595586659215017
