agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.6117633145363056,0.8597952422152837,0.714807274350055,0.6027726105191437,0.7914552493817884,0.6822754709570493,0.7905771810118754,0.7128413557933322,0.745062601993637,0.7582432624717769,0.6524706270672063,0.6841713769863226,77.00037705992436,8.627259019287408
1,0.6530097394356564,0.8575529904463682,0.7414159020242514,0.6346907684016351,0.808802688521602,0.7107806391819979,0.8130372741524469,0.7178988764445267,0.7577985104917131,0.7703900886796891,0.6699364981653264,0.7053939232476304,79.81354939663456,8.42234891226661
2,0.6557258265740046,0.8621311734736196,0.7448745118880116,0.6531393620300834,0.7988146394117489,0.7183589248246325,0.8048093503223914,0.7233844821642731,0.756933291773436,0.7865784018009737,0.6649030046614712,0.7100936880785911,80.18059737158958,8.659588876103202
3,0.642173014897816,0.8673011866901786,0.737930761872837,0.6269801939811618,0.8140014661976285,0.7080703284053241,0.8063457167574097,0.7234098364148862,0.7576746753027017,0.7749856496821439,0.671495850768887,0.709045741268772,80.0896121323826,8.960516552392168
4,0.6847071564132279,0.8480622883228561,0.7575460615732432,0.658731691287248,0.7939724913461322,0.7199057197499374,0.822626616057579,0.718701437035289,0.762599033341704,0.7861586618610565,0.6684848038665105,0.7128205918556307,80.03581074900634,9.331384439493306
5,0.6641148512046403,0.8549755761657745,0.747516848659458,0.6595135114585962,0.7942583434751967,0.720423065115324,0.8161292833376688,0.7205832370787443,0.7606461739330641,0.7926869693442781,0.666665964366607,0.7148580514427677,79.74675586110324,10.254554987938233
6,0.7060305361795173,0.8341103304148291,0.7645031995776993,0.6893070443232276,0.7721315215522349,0.7281830514798753,0.8308901421974922,0.7147678839161206,0.7641026269680374,0.8008964099095184,0.6601519067911675,0.714082676101292,79.16818893645132,10.83908662991605
7,0.6879749787402728,0.8353011007866491,0.7543397262063196,0.6676265567133997,0.7753918829161647,0.7173939177154275,0.8190118115468563,0.7138901294608819,0.758310199234608,0.7848234406116115,0.6588511320250285,0.7062161376549918,78.53120870314827,11.7877856663675
8,0.6890879010376543,0.8319761426887777,0.7536351924974966,0.6739945040649624,0.7680892963253843,0.7178471014447201,0.8233796599538244,0.7125430724327448,0.7595356094232207,0.794631102298372,0.6561103575838908,0.7091368731555522,78.30215087230273,12.843393707162521
9,0.6953174668467536,0.8251188358805746,0.7545372496462566,0.6726223164587708,0.7659407094781397,0.7160488297016601,0.8207002855833764,0.7103794797724483,0.7571434120268983,0.791655735874731,0.6581008086392746,0.708883972088151,78.11206660570191,13.483145321339094
