epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,asym_loss,dynamic_adj_loss,overall_loss
0,0.48372724904157516,0.6380681650808614,0.5502802994377075,0.39642022235783025,0.5093139626927492,0.44583136569882775,0.6173714989904769,0.5509519741557919,0.5822737520463043,0.49336288583001153,0.4258129502898794,0.45710580657911193,44.571685791015625,75.09687361943745,1.4079303433391746,76.50480394818366
1,0.5121970999996621,0.7441455152437527,0.606759924022409,0.5320073834646574,0.6653176686963477,0.5912411361594951,0.6351884190013414,0.6160881732043793,0.6254925172271997,0.6679417238131169,0.5377547558803151,0.5958196688485465,63.56719207763672,45.807993277118506,0.53175666863436,46.33974994837826
2,0.5768024156028525,0.7699505623714351,0.6595260623646417,0.5598002202316118,0.7003247900195015,0.6222271100046646,0.7212083238197391,0.666809039181898,0.692942670999801,0.6791912071683635,0.5959854562919944,0.6348737286570199,68.20388793945312,24.247753933848475,0.27348853351806124,24.52124246739771
3,0.5906094315656926,0.7921291773242541,0.6766846027705199,0.572171828979268,0.7258430391989944,0.6399109123815107,0.736714030280267,0.6837089877214774,0.7092225308932759,0.694153214936464,0.6166018751545919,0.6530833673049915,71.20844268798828,14.808827000698015,0.19883823896781436,15.00766525061016
4,0.6020902069931616,0.8018479333487164,0.6877579208004176,0.5950940376872966,0.7394255876829006,0.6594549082355463,0.7475140991392104,0.6923809570566605,0.7188920125092072,0.718852383669173,0.62915542857152,0.6710196712810778,73.16352081298828,14.34541899016971,0.1675589707580459,14.512977955655137
5,0.6101836486541425,0.8105475558086672,0.6962370692745299,0.596656455128334,0.749876971645893,0.6645493186997241,0.7557511152554226,0.7003146985325523,0.7269775987238586,0.7185716877885828,0.6394325971706544,0.67669618669833,74.47334289550781,13.982664896768851,0.13589865287138783,14.11856354572553
6,0.6181276145955844,0.8153615788698513,0.7031758733545878,0.6124963417367442,0.7563921326270794,0.6768811672080858,0.7616023682200153,0.7047915950709411,0.7320965052296615,0.7352647650546094,0.6454117866065203,0.6874145071440179,75.44955444335938,13.72994430301127,0.11594679976300416,13.845891096522617
7,0.6238766164396865,0.8199862536206981,0.7086133455520482,0.6188143001242583,0.7625907852899486,0.6832204225437766,0.76828522016762,0.7088222298590996,0.7373568428175632,0.7438758025080671,0.6523763387485442,0.6951279904030729,76.3779067993164,13.455231527824155,0.1004804158904831,13.555711932400834
8,0.6312435095243629,0.8266368170928086,0.7158463091884998,0.6307232185859601,0.7726089168799334,0.6944932998358856,0.7754856629012605,0.7155257059816975,0.7443000610274573,0.7560624380556775,0.6621265695704339,0.7059835124922136,77.59498596191406,13.170899795074051,0.08820441894375089,13.259104217438317
9,0.6374798037051962,0.8309792774349383,0.7214807868545001,0.6369335532888043,0.7788686625387229,0.7007865635895016,0.7803552590919263,0.7190695710659774,0.7484599563090052,0.7621223280107622,0.6654179475025457,0.710494665474054,78.22274780273438,12.978212996191715,0.0770858326877329,13.05529883217677
10,0.6423986269365412,0.8342464946388595,0.725859984707586,0.6419518807571094,0.7822646358334789,0.7051965040052052,0.7834301241408705,0.721898197242842,0.7514065685858683,0.7647464811916194,0.6698758661166468,0.7141743085336396,78.82675170898438,12.822697230726364,0.06648715091493125,12.88918437342138
11,0.6465897850827494,0.8376373437546026,0.7298178823881682,0.6474312428300977,0.7864182837605036,0.7101885621848106,0.7877440329701422,0.7244533252162643,0.7547742112033802,0.7708945098895453,0.6729335156271593,0.7185907788872543,79.47816467285156,12.634343042910455,0.059815080857072364,12.694158117350586
12,0.6525261502700486,0.843443468015121,0.735802268210786,0.6543503733964029,0.7951769633230141,0.7179227734252114,0.7937183069993107,0.7292552408071088,0.7601225063133735,0.7783615532618787,0.6799668986906997,0.7258448406775868,80.3031005859375,12.41652487261722,0.05350490912193282,12.470029792019373
13,0.6568600526376016,0.8454506625296407,0.7393181198603012,0.6511945020121835,0.7980398205767978,0.7171775267066826,0.7963072812291249,0.7315515319924002,0.7625571243609492,0.7726688677371916,0.6834303929118003,0.7253150964900331,80.78392028808594,12.263221328716002,0.04802663760467478,12.311247962218076
14,0.6612451418373313,0.8494854876084993,0.7436377350057267,0.6638000064885654,0.8031990896127634,0.7268764681770947,0.8014494772026054,0.7345597187855937,0.7665481484517491,0.7877671842444572,0.6882525366965001,0.7346551745756721,81.35391998291016,12.112167570575496,0.0433273755347574,12.155494935094977
15,0.663835926796225,0.8515791075697994,0.7460778642075404,0.6675370856918079,0.8059075165501148,0.7302251528376865,0.8035154638622958,0.7363359205855928,0.7684602615075622,0.7909189260728627,0.6905209867996995,0.7373179466339554,81.70980072021484,12.00530448052696,0.041392676584106114,12.046697155155663
16,0.6703194450852827,0.8558790318621434,0.7518188051732986,0.6738975760812541,0.8107582161680726,0.7360197555769491,0.8083113513049819,0.7401590652462074,0.7727354269283403,0.7947018010601219,0.694195312799313,0.7410562626978026,82.26876068115234,11.802802051552996,0.03820206918684503,11.8410041210017
17,0.6735356620809083,0.8573693951994973,0.7544149919648875,0.6698997393328263,0.8131608286973107,0.734610897117351,0.8107332510861985,0.742045393176786,0.7748701030716426,0.7896688952228234,0.6975880097857898,0.7407779397804073,82.67829895019531,11.704549057510109,0.03624293420968148,11.740791992129429
18,0.6766274852152148,0.8599890025726125,0.7573681536648904,0.6730291143556177,0.8168142736366455,0.7379833230921499,0.8132474157605047,0.7435390114098309,0.7768325429779768,0.7937050233755748,0.6999134975414734,0.7438644488499722,83.14529418945312,11.591241742457573,0.03385695357005845,11.625098683390569
19,0.6812999744068993,0.8625776931158744,0.7612962770382696,0.6770081184480813,0.8205529147549051,0.7419009610809087,0.817070085635701,0.7452696798012627,0.7795200180757074,0.7960115491862679,0.7026145462648618,0.7464027153280514,83.52397155761719,11.462215281924774,0.03319938311738787,11.495414661148859
20,0.6846053489889107,0.8656052550186312,0.7645386841848516,0.6824452585719376,0.8259514411178703,0.7473718882008479,0.8210992869606428,0.7485112253364165,0.7831268057784911,0.8014573400387062,0.7082607220144055,0.7519824642590643,84.06221008300781,11.313206691576308,0.031192999073175756,11.344399699707797
21,0.6874401811489889,0.8674584043164266,0.7670284971337905,0.6851795562187203,0.8276659019259117,0.7497127381067192,0.8238171512396115,0.7499398587047774,0.7851444843076986,0.805508714339485,0.7090719579709206,0.754220163615399,84.35298156738281,11.231797492960604,0.030035201827663227,11.261832696046005
22,0.6920241182167516,0.8699844372112661,0.7708667291626339,0.6885730042227647,0.8294751972242869,0.7524849710787248,0.826383006274988,0.7519281657019702,0.7873994293499215,0.8080761237484422,0.7115623965580943,0.7567544195968792,84.69023895263672,11.10977107709263,0.02825133744560984,11.138022409894244
23,0.6934992868168585,0.8712406107319947,0.772274987216728,0.691873662613083,0.8318564430389305,0.7554350496571168,0.8270981933459491,0.7531592125288429,0.7883989300333273,0.8114113474140985,0.7136932188915147,0.7594217330079444,84.93669891357422,11.042276356753586,0.027396493736552435,11.069672848370605
24,0.6980186763472138,0.874153717750448,0.7762197368162924,0.6956617425746352,0.8362415369324834,0.7595012721467828,0.831680814390153,0.7556766575840145,0.7918591610161644,0.8136741422362251,0.7158522883579892,0.7616350852743858,85.4997787475586,10.865436935853868,0.026768658855443946,10.892205597391946
25,0.7016788889150888,0.8765396945403131,0.7794223251489151,0.6998945538383402,0.8398998838106385,0.763532248299404,0.8329002458064342,0.7568939531549931,0.7930802113179596,0.8167715205290395,0.7190241404964492,0.7647872115203532,85.82598114013672,10.77594630093123,0.025299939302582154,10.801246239141742
26,0.7057402312803979,0.8790760469340665,0.7829290261648244,0.7035856365178601,0.8418872431410576,0.7665482579964722,0.8371058137392002,0.7582159163434631,0.7957102817220698,0.8201841136561593,0.7197793342475939,0.7667085554419988,86.03223419189453,10.679691377582088,0.024361158211542593,10.704052539993267
27,0.7069642145784277,0.8800139433037775,0.7840541007521526,0.7041701650695966,0.8422823677484294,0.7670589317757153,0.8375356506962371,0.7598069539772783,0.7967801143486732,0.8197422720964171,0.7207011255934922,0.7670378270080135,86.13404846191406,10.625886621523104,0.023608120905867204,10.649494743990711
