epoch,objective_loss,entropy_loss,overall_loss
0,13.047709641583303,0.22045542926816572,13.268165070533152
1,11.31323145522961,0.13271573205255666,11.445947182979237
2,10.64416772013655,0.11695254496364753,10.761120260797009
3,10.146665789188521,0.1073568276025963,10.254022613382897
4,9.680366694565537,0.10274590648425797,9.783112601521495
5,9.379461857583596,0.09877733556295548,9.478239195594773
6,9.181482357668484,0.09629636803072693,9.277778726113992
7,8.87776726248576,0.09129609463199045,8.96906336158559
8,8.58688988798352,0.08840206870963388,8.675291955807761
9,8.372710313475723,0.08759507269457358,8.46030538948693
10,8.207079335270755,0.08609870042185513,8.293178029228956
11,8.021585453252563,0.08423940841821571,8.105824867560003
12,7.738737329226412,0.08178509514289647,7.820522423468025
13,7.581557168499584,0.07790311519123755,7.659460288132794
14,7.374625205320137,0.07687814905429358,7.451503359316103
15,7.233795323813903,0.07774194165145759,7.3115372680724695
16,6.96975306442877,0.07427397759530717,7.0440270436261425
17,6.791200864387367,0.07414264905088964,6.865343517178536
18,6.6410754066701845,0.07379359095944155,6.714868995080217
19,6.479150339384215,0.07342967114435098,6.552580007525959
20,6.2449814536427315,0.07106100074866419,6.31604245076197
21,6.099559996212403,0.07000546121905174,6.1695654577329835
22,6.012683617716989,0.07303609227135985,6.085719711961651
23,5.861146110499539,0.07078263530682816,5.931928741156157
24,5.6450762043041065,0.07071374837849798,5.715789951597637
25,5.514690382020643,0.07152910191623751,5.586219482826975
26,5.42664269227118,0.0704654396263714,5.497108133449344
27,5.270442949101676,0.06949684910868781,5.339939798563435
28,5.101862154487891,0.06859082265918,5.170452978601517
29,4.965203986591451,0.06741478632279396,5.032618772761545
30,4.867812817978242,0.06743344913201732,4.935246267087244
31,4.760410471363137,0.06649462589158586,4.826905094858846
32,4.581896990207144,0.0682465582675634,4.65014354861862
33,4.47129404452535,0.06737339109351484,4.538667434427776
34,4.3667183024136556,0.06550593376672395,4.432224238023627
35,4.300182824941531,0.06428311255615216,4.364465939260279
36,4.117631291539942,0.06393011291461123,4.181561403230639
37,4.061529469467593,0.06384304131683391,4.125372513289933
38,3.9579853171408206,0.06413651707413996,4.022121833742193
39,3.8891198067616206,0.06290285379277391,3.952022660773874
40,3.7306582555283927,0.062146000933764226,3.792804257631255
41,3.6531312560206954,0.06305496382125475,3.716186220038753
42,3.642375981621864,0.06259354086646474,3.7049695229487964
43,3.5383815798432128,0.06340923653926707,3.601790815435907
44,3.449898290319856,0.062018294162679906,3.511916584669483
