epoch,entropy_loss,relation_loss,overall_loss
0,4.595467313310742,0.4569835909932017,5.052450904303945
1,3.096928157147149,0.4226607555148872,3.5195889126620363
2,1.8604519404210011,0.40546608837362236,2.265918028794624
3,1.2502704471286075,0.4076917647585401,1.6579622118871475
4,1.7301136310904748,0.4117167704008028,2.1418304014912777
5,1.0450913429752846,0.2873092524237788,1.3324005953990643
6,1.012202138302306,0.2586945149235571,1.2708966532258628
7,0.9624635985695671,0.2423208020658843,1.204784400635452
8,1.3980322134048002,0.3179337785447998,1.7159659919496004
9,1.1010832177039322,0.14506014924830776,1.2461433669522393
10,1.0637330491941723,0.13105772218677014,1.1947907713809425
11,1.0139907565505206,0.14247949987456585,1.1564702564250862
12,1.3156501544223809,0.2892396649399666,1.604889819362348
13,1.0880487174364828,0.1475615793649578,1.2356102968014397
14,1.085028317325657,0.11737792572277071,1.2024062430484281
15,1.0252061328133877,0.11683174650965898,1.1420378793230468
16,1.3483707676717558,0.3502639534039901,1.6986347210757462
17,1.0035111252472544,0.2014719126265649,1.2049830378738196
18,1.0029062629322978,0.17152710439989094,1.1744333673321894
19,0.9948637669100765,0.14124829501819974,1.1361120619282772
20,1.2818522287739922,0.37373527020213326,1.6555874989761246
21,1.0126515804973006,0.23546254964226226,1.2481141301395622
22,1.0040841737133053,0.194118061562832,1.1982022352761381
23,0.9563441214309778,0.18228533935299032,1.138629460783968
24,1.4224416830045097,0.4347537248477935,1.8571954078523027
25,1.0150551278093074,0.2615809419689785,1.2766360697782853
26,0.9658207829014994,0.214741971943687,1.1805627548451865
27,0.9145566414274705,0.21494251490992827,1.1294991563373986
28,1.4624520716915221,0.4884792792463961,1.9509313509379183
29,1.025118691948541,0.32184024739165856,1.3469589393401997
30,0.9937500927694282,0.2748650463302853,1.2686151390997131
31,0.9462199541762619,0.2435283735155109,1.1897483276917726
32,1.8052509811297492,0.57293389233689,2.3781848734666395
33,1.0823689174827869,0.4373426449224928,1.5197115624052802
34,0.9733905897569038,0.3828364572736977,1.3562270470306015
35,0.9917204505273536,0.34013680762077264,1.331857258148126
36,2.7328504661626387,0.6419056680685566,3.374756134231196
37,1.890851245213844,0.5949203671692724,2.4857716123831155
38,1.7671685939736674,0.56640658286526,2.333575176838927
39,1.7465723470667043,0.563588695243311,2.310161042310015
