epoch,objective_loss,entropy_loss,overall_loss
0,8.749783941904708,1.2312852887312569,9.98106923103333
1,7.583200575510661,0.9260914047559102,8.509291985829666
2,7.183230972290041,0.8209610585371655,8.004192021687823
3,6.862919994990029,0.7181843388080594,7.581104335784912
4,5.911646388371782,1.0085802304744718,6.920226631164549
5,5.165694540341699,0.8414836708704634,6.007178223927819
6,4.972997241020203,0.7424069293340044,5.715404173533122
7,4.610321634610493,0.6899484960238137,5.300270128250121
8,5.819331483840941,0.7809780808289843,6.600309564272561
9,5.234671856562297,0.6331977822383242,5.86786963303884
10,4.755321820576986,0.5155577988425891,5.270879600842792
11,4.475990749994914,0.50296527000765,4.978956028620405
12,5.703557415803272,0.6212522255877656,6.324809668064119
13,5.1950435050328565,0.4899332892025511,5.684976790746054
14,4.837813910643261,0.4302916639856994,5.2681055641174295
15,4.484669732252756,0.41109252216294395,4.8957622615496295
16,5.7851311445236195,0.5444506100192665,6.329581731160479
17,5.07463355620702,0.4799764254068333,5.5546099710464505
18,4.779780224164327,0.4266602896898986,5.206440517902373
19,4.474923888047534,0.4088335955655201,4.8837574919064854
20,5.8523233540852875,0.5010482989375787,6.353371629714966
21,5.06678257147471,0.4457089028942089,5.512491470972696
22,4.773676455815633,0.37720478624415893,5.150881239573164
23,4.616492575009665,0.38124315317564955,4.997735743522643
