3,903,0,98,6,993
7,1792,286,156,6,1760
11,2433,1002,156,6,2403
15,3102,1719,156,6,3017
19,3738,2449,156,20,3637
23,4336,3071,156,259,4178
27,4941,3700,156,507,4696
