epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,asym_loss,dynamic_adj_loss,overall_loss
0,0.3849739511927612,0.8342245989304813,0.5268292682926828,0.07972598438924403,0.2461069366208108,0.12043668102223437,0.6988095238095238,0.34878193701723115,0.4653190646056282,0.22264434616551956,0.07182165484625738,0.1086080248913426,15.798321723937988,180.64961046491345,3.1483482292720244,183.79795924595427
1,0.5859621451104101,0.8855780691299165,0.7052681537731372,0.2654500790710922,0.2890987232643166,0.276770154859875,0.719047619047619,0.3599523241954708,0.4797458300238284,0.7127311769672032,0.07541633600997127,0.13639978060426258,20.60594940185547,76.67525503976006,1.9835398265293671,78.65879505702428
2,0.6030595813204509,0.8921977367480644,0.7196733125150133,0.33608389714799897,0.3310029533844189,0.3335240754697708,0.7202380952380952,0.36033353186420486,0.4803493449781659,0.695384142357508,0.07470233674028043,0.13491165414850836,23.827678680419922,72.4512075151716,1.6579019205910817,74.1091090611049
3,0.6083972547436415,0.899164677804296,0.7257404286058271,0.396781688520819,0.38945394578618264,0.3930836697482943,0.7214285714285714,0.3615751789976134,0.48171701112877585,0.6866455456183473,0.0747354084784381,0.13479910432633146,29.02462387084961,72.813693019322,1.5774751050131661,74.39116810389928
4,0.47300215982721383,0.7868263473053893,0.5908273381294964,0.17391174956069522,0.5598669419313934,0.2653863910779278,0.7920298879202988,0.38083832335329343,0.5143550343712091,0.464305308324597,0.22085269580967565,0.2993268075494428,43.29163360595703,16.47913559504918,0.24506768456527164,16.724203164236886
5,0.6260869565217392,0.901072705601907,0.7388223796726117,0.2970597335270114,0.47849094052431623,0.3665534594786138,0.9011904761904762,0.4511323003575685,0.6012708498808578,0.7742059009486789,0.14001236791620392,0.23713899653550533,46.14870071411133,11.23465151105608,0.21560668221541818,11.450258255004885
6,0.639662447257384,0.9050746268656716,0.749567367119901,0.29664132607106647,0.4157261385551957,0.3462301667247446,0.8964285714285715,0.4495522388059702,0.5988071570576541,0.8820662486509168,0.14762569460748562,0.2529215528963947,43.242557525634766,10.84137077331543,0.2049875570195062,11.04635843549456
7,0.6509554140127388,0.9141323792486583,0.7604166666666666,0.46177760399079504,0.48112152876875447,0.47125114249072086,0.9107142857142857,0.4561717352415027,0.6078665077473182,0.8463909857483545,0.16551537775146716,0.2768847568999407,47.44368362426758,10.30777019773211,0.18660235660416735,10.49437254496983
8,0.4633108826657214,0.7882991556091676,0.5836124134851529,0.15971941174747648,0.5326167769140869,0.2457454620709983,0.7698795180722892,0.3854041013268999,0.5136655948553055,0.3560953404706134,0.22042076137980474,0.2722935432970734,37.89738082885742,16.07751543862479,0.07947662015046393,16.156991958618168
9,0.5992851469420175,0.9035928143712575,0.7206303724928368,0.27275803184286657,0.4963131876210921,0.35204388048103913,0.8892857142857142,0.4473053892215569,0.595219123505976,0.8407391558912948,0.2114321565429543,0.3378904000127979,45.899749755859375,11.189633124215263,0.08841500048126494,11.2780481338501
10,0.6345833333333334,0.9097968936678614,0.7476681394207167,0.384179176011409,0.49505794746227016,0.4326272156993333,0.905952380952381,0.45459976105137395,0.605409705648369,0.7685122828008046,0.1615999439198192,0.26704635899729,47.605125427246094,10.614847646440781,0.0799627525465829,10.694810444968088
11,0.6473081814328105,0.9143712574850299,0.7580044676098286,0.41141940628296797,0.4891821159063183,0.4469435388054416,0.9214285714285714,0.46347305389221555,0.6167330677290837,0.9362152318891545,0.1775254056687736,0.29845725877226525,47.87163543701172,10.019701153891425,0.07214943873030796,10.09185063498361
12,0.4658590308370044,0.7603355302576393,0.5777373093557934,0.1489722776723646,0.5707214103450705,0.23627181905596942,0.748780487804878,0.3678849610545237,0.493370831659301,0.3508529992130583,0.24395242520193655,0.2877964340408627,41.6697998046875,17.898326465061736,0.04848951143877847,17.946816062927248
13,0.5873749037721324,0.9187236604455148,0.7166001408781405,0.274599768544719,0.5964082862708656,0.37605525336457973,0.8964285714285715,0.45334136062612884,0.6021591363454618,0.8252097431066471,0.19245282291788784,0.31211513494226417,50.106685638427734,10.56537378856114,0.06021994895168712,10.62559370313372
14,0.6366666666666667,0.9095238095238095,0.7490196078431373,0.34741879309699253,0.5160350254550753,0.41526312557170575,0.925,0.4625,0.6166666666666667,0.9172750184592826,0.1980281736878898,0.3257343795911015,46.99167251586914,10.276457309722899,0.05412468654768808,10.330581992013112
