agg_iter,precision,recall,avgloss
0,0.533181535987625,0.23830941545420142,7.209310438808935
1,0.03126701141029476,0.5335239518440225,3.3959646936312917
2,0.05537520415124409,0.12876145974238365,2.5731911600543915
3,0.041096181483527935,0.7136760595874487,3.0644523374463106
4,0.02948928155702256,0.5591933012795657,3.3361199166262314
5,0.05307445626564503,0.8356635565036842,2.9658240458773837
6,0.08625754109096737,0.34236910072305876,2.982980784089151
7,0.046335628743797555,0.5807986250877508,2.701176378613457
8,0.0749294670230864,0.37308623066713703,2.4995125450240203
9,0.060055434614491816,0.7646494168110112,2.63235322617764
10,0.5377084440878203,0.23286235535544664,1.6100315051388232
11,0.028407714445765404,0.1580206098507737,1.2021451102926852
12,0.04100893579109774,0.8225624628720486,1.2589422407334994
13,0.04887731759746579,0.4524058649825691,1.281059402709148
14,0.030043999169466127,0.4548684079368417,1.1485608107427434
15,0.03711284150275417,0.7705978930228636,1.0725341123011265
16,0.05235328606017269,0.5728421372369318,1.1802554665223062
17,0.03242672853871522,0.5189463858454959,0.9930862501850578
18,0.047338029518531735,0.7802165611534554,0.9554616547923002
19,0.029046747110712517,0.33313691481823426,0.9307509211990667
20,0.006431107601238533,0.04595351761899982,0.894522645366102
21,0.04128162718538472,0.7626540591332817,0.8765145226936827
22,0.04737438415174116,0.910564242493189,0.8775319804856432
23,0.5228562213746626,0.22756517122401404,0.8649590826008228
24,0.014648115940042356,0.021746848295983362,0.8398951436614608
25,0.034449837985600994,0.7763085113762334,0.8229516355883092
26,0.03418364408011789,0.9131709502972152,0.8217625885281059
27,0.03205929472210322,0.5890987076776139,0.79623773898603
28,0.03355812747305553,0.302123552862491,0.7828326685149569
29,0.2885533874174118,0.2567551091079656,0.7871674088300136
30,0.030854139353260777,0.7658714946674736,0.7613403006477222
31,0.03413803277683117,0.9687286714531481,0.7650773987212726
32,0.042905351138484496,0.7705131349287062,0.7495264863268877
33,0.07090861591304795,0.4773188403506972,0.7525183505954353
34,0.03899091367820998,0.48329523497933635,0.7468279804261759
35,0.039378253397838694,0.9335220817162139,0.7432294684356543
36,0.028118740252716896,0.585142404198501,0.7340691560596603
37,0.06561681735243356,0.5630335104686017,0.7352686765054879
38,0.05052676300956402,0.6046452181944977,0.7259429109895197
39,0.05344906463382276,0.7630303155867645,0.7257293984485855
40,0.03530485859663414,0.7075430019707853,0.7183956497299312
41,0.05109411469718891,0.8066046046276321,0.7216769222419773
42,0.04259839012714468,0.7338505630237407,0.7124841422064658
43,0.0521230126555255,0.30632016412554647,0.7143409502540282
