agg_iter,mAP,avgloss
0,tensor(51.9736),0.1297538214254835
1,tensor(57.4378),0.11043658826241858
2,tensor(61.4129),0.10487286731705561
3,tensor(63.6981),0.10163332062922284
4,tensor(65.3386),0.09927929739832124
5,tensor(66.5525),0.09749890829165153
6,tensor(67.4383),0.09607893288914066
7,tensor(68.1883),0.09485060195520027
8,tensor(68.7449),0.0937359455229728
9,tensor(69.2014),0.09277307466892876
10,tensor(69.6723),0.09181411399178552
11,tensor(70.0033),0.09107859634623684
12,tensor(70.2256),0.09034592744243157
13,tensor(70.5099),0.08964441290201464
14,tensor(70.7078),0.08897783172093834
15,tensor(70.9998),0.08821376137543353
16,tensor(71.0979),0.08779338279153895
17,tensor(71.2633),0.0872011900505906
18,tensor(71.4163),0.0865551546476574
19,tensor(71.5178),0.08618787779307738
20,tensor(72.3168),0.08474070750396277
21,tensor(72.5899),0.08419968167617502
22,tensor(72.6706),0.0839639575119463
23,tensor(72.7216),0.08377684909481409
24,tensor(72.7740),0.08355720166924256
25,tensor(72.8244),0.08340627379993627
26,tensor(72.8688),0.08327751360054575
27,tensor(72.9009),0.08308847970849671
28,tensor(72.9576),0.08289701571577372
29,tensor(73.0498),0.08273206918933189
30,tensor(73.0329),0.08264968788183559
31,tensor(73.0531),0.08247236169029777
32,tensor(73.1360),0.0824221943533594
33,tensor(73.1669),0.08227470097300224
34,tensor(73.2024),0.08215964359418919
35,tensor(73.2122),0.08208345495567823
36,tensor(73.2550),0.0820253844952142
37,tensor(73.2900),0.08187394140629352
38,tensor(73.3597),0.08173949083413608
39,tensor(73.3680),0.08167976090640221
40,tensor(73.3552),0.08160758211097104
41,tensor(73.3862),0.08158494341988595
42,tensor(73.3958),0.08155756432088744
43,tensor(73.4233),0.08146880552298232
44,tensor(73.4866),0.08131076063172563
45,tensor(73.5135),0.08124200208689342
46,tensor(73.5125),0.08124189924065803
47,tensor(73.5344),0.0811770011647702
48,tensor(73.5116),0.08113308860529456
49,tensor(73.5345),0.08106760571629117
50,tensor(73.5780),0.08102010561755954
51,tensor(73.6214),0.08090359292932049
52,tensor(73.6154),0.08090838553965313
53,tensor(73.6148),0.08085961221715322
54,tensor(73.6116),0.08077763582863315
55,tensor(73.6547),0.08076294336204798
56,tensor(73.6414),0.08072839333643825
57,tensor(73.6587),0.08070955658342885
58,tensor(73.6929),0.08066711455749224
59,tensor(73.7161),0.08063805473270913
60,tensor(73.7368),0.08056691003875335
61,tensor(73.7195),0.08060455752102426
62,tensor(73.7283),0.08052209343375305
63,tensor(73.7356),0.08047785131594572
64,tensor(73.7551),0.08050696012248168
65,tensor(73.7468),0.08044751242151806
66,tensor(73.7737),0.08037302938364765
67,tensor(73.7447),0.08044895942505005
68,tensor(73.7783),0.08040467462035943
69,tensor(73.7597),0.08039552081105332
70,tensor(73.8041),0.08034715620660231
71,tensor(73.8138),0.08035781292941513
72,tensor(73.7808),0.08033696178696767
73,tensor(73.8118),0.08030141487137901
74,tensor(73.8016),0.0802775601374518
75,tensor(73.7899),0.08027174130242876
76,tensor(73.8075),0.08028289081449803
77,tensor(73.7813),0.08027091753265264
78,tensor(73.8321),0.08029591641632976
79,tensor(73.8086),0.08019297473019577
80,tensor(73.8396),0.08018335865769402
81,tensor(73.8418),0.08028115485531602
82,tensor(73.8272),0.08022816623697658
83,tensor(73.8496),0.08021900815248297
84,tensor(73.8446),0.0801276713857335
85,tensor(73.8084),0.08016757508582226
86,tensor(73.8368),0.08014923321703632
87,tensor(73.8270),0.08016408319793478
88,tensor(73.8386),0.08016619041708319
89,tensor(73.8431),0.08017529975786168
90,tensor(73.8347),0.08015196512637757
91,tensor(73.8472),0.08014235517456832
92,tensor(73.8667),0.08015492600819418
93,tensor(73.8592),0.08008170141937371
94,tensor(73.8713),0.08007494858371289
95,tensor(73.8532),0.08008287847349588
96,tensor(73.8469),0.08006675298888537
97,tensor(73.8600),0.08003752811679289
98,tensor(73.8534),0.08011503087110743
99,tensor(73.8614),0.08006625486701548
