epoch,mAP,entropy_loss,relation_loss,overall_loss
0,46.85811233520508,33.75879173366904,1.6275278736502197,35.386319607319265
1,55.82802963256836,14.291804903811952,1.3001871967499767,15.59199210056193
2,70.37539672851562,9.828400891555496,1.0291298272175369,10.857530718773033
3,80.5624008178711,4.431147653314436,0.9256148525764535,5.356762505890889
4,61.69855499267578,30.635734719265024,0.6193808140556307,31.25511553332065
5,64.45991516113281,20.60524850209641,0.4861763872086758,21.091424889305085
6,70.26649475097656,13.130066455498092,0.5588203383150071,13.688886793813099
7,75.55815887451172,8.434640683159584,0.6320580159262924,9.066698699085876
8,65.6460189819336,30.808999513720927,0.6821273044279051,31.491126818148835
9,64.09425354003906,18.747946467261063,0.6198393314010991,19.36778579866216
10,67.88313293457031,11.244232338275886,0.5693497885931947,11.81358212686908
11,51.734046936035156,7.436142056632357,0.6158226031039592,8.051964659736317
12,49.761356353759766,34.67796874285813,0.6059689252242824,35.28393766808241
13,59.700435638427734,22.369428772075956,0.5125583256581446,22.8819870977341
14,62.987579345703125,12.907446228511777,0.5353928220026604,13.442839050514436
15,59.21074676513672,8.600238411833864,0.6156702339896238,9.215908645823488
16,53.02742004394531,38.08342599884612,0.6463064791704675,38.72973247801658
17,67.00861358642578,26.121902257158304,0.6080033864766136,26.72990564363492
18,70.51693725585938,15.270019393432044,0.5447855887837492,15.814804982215792
19,60.57646942138672,10.0857501172611,0.5608499117303011,10.6466000289914
20,50.639129638671875,39.951829670060555,0.5619852200407033,40.513814890101266
21,70.2839126586914,25.434714644031416,0.5309602496682212,25.965674893699635
22,68.34741973876953,16.52775478484682,0.4822348482348605,17.00998963308168
23,77.71694946289062,9.780681347587889,0.4870337742138673,10.267715121801755
24,69.97969055175781,45.43143069417237,0.6386971842860382,46.0701278784584
25,67.10244750976562,29.768697279148203,0.5763052624250786,30.34500254157328
26,75.52505493164062,18.89042513666124,0.5023814459000552,19.392806582561295
27,82.3799057006836,12.318497372605576,0.44701066464023603,12.76550803724581
28,53.172523498535156,47.49971960804322,0.5866039262671969,48.08632353431042
29,53.39265441894531,31.495770732092343,0.521201081678567,32.01697181377091
30,55.211185455322266,18.126610451266878,0.4793778706555704,18.60598832192245
31,75.05962371826172,13.277867139357735,0.467004144087023,13.744871283444759
32,55.26580047607422,49.7191971833651,0.591707153563071,50.31090433692817
33,60.598628997802734,36.17857560322637,0.5673762055210749,36.74595180874745
34,75.7773208618164,23.345099304704835,0.49700007124036183,23.8420993759452
35,80.3696060180664,14.47622671509195,0.5186934555929409,14.99492017068489
36,56.39027786254883,51.94069617199249,0.575965648834413,52.51666182082691
37,63.09548568725586,37.34264328390748,0.5297733546827372,37.87241663859022
38,70.54950714111328,23.06472063205986,0.5031448924022697,23.567865524462132
39,73.33920288085938,15.087232799465998,0.4797961536495731,15.567028953115571
40,50.50753402709961,54.67319330806592,0.6091696623724706,55.28236297043839
41,52.85309982299805,42.61757342446693,0.5527470402601986,43.17032046472713
42,70.77616119384766,26.679587940497218,0.5113446499421989,27.190932590439417
43,66.530517578125,19.73343019164028,0.4564618335441583,20.189892025184438
44,66.62730407714844,62.88427304953535,0.6165597069331727,63.500832756468526
45,77.41455841064453,43.72352396086194,0.5201234347603767,44.243647395622325
46,82.65170288085938,31.72036747962155,0.45072385920511193,32.17109133882666
47,84.55509185791016,20.06919701550773,0.47068905156978075,20.53988606707751
48,58.637672424316406,58.17054368057898,0.5812508872491193,58.7517945678281
49,52.99275588989258,46.36243947673634,0.546950932535624,46.909390409271964
50,54.18350601196289,28.982270311804804,0.519340418483074,29.501610730287876
51,74.1918716430664,22.268676070754317,0.4437353623576039,22.712411433111917
52,51.70079040527344,64.21821954711221,0.5904460559319417,64.80866560304415
53,54.71656799316406,48.70429025397707,0.5195906656004357,49.2238809195775
54,63.34710693359375,36.346131161088095,0.5057016806380756,36.85183284172617
55,54.78990173339844,27.15717953388033,0.44593579385843113,27.60311532773876
