agg_iter,mAP,avgloss
0,tensor(48.4571),0.3806903219737648
1,tensor(52.0417),0.3722506526109115
2,tensor(55.9893),0.36326420858642045
3,tensor(58.5580),0.35689736464750915
4,tensor(60.4856),0.35168757598004335
5,tensor(62.0447),0.3470145299851631
6,tensor(63.2624),0.3427277852073355
7,tensor(64.2915),0.33861507122409673
8,tensor(65.1407),0.33479886385249674
9,tensor(65.8659),0.3310869580595174
10,tensor(66.4894),0.32749522132979414
11,tensor(67.0388),0.3240606767786545
12,tensor(67.4908),0.32063761166230464
13,tensor(67.9639),0.31729585588612286
14,tensor(68.3436),0.3141206430356826
15,tensor(68.6296),0.3109395995647367
16,tensor(69.0048),0.30771834987629126
17,tensor(69.2990),0.30471684514091746
18,tensor(69.5617),0.30164444851160116
19,tensor(69.7937),0.2985898342862237
20,tensor(70.1962),0.29678105374913977
21,tensor(70.3294),0.2955990254464195
22,tensor(70.4638),0.29457756239472466
23,tensor(70.5109),0.2936340650066234
24,tensor(70.5612),0.29282990063931313
25,tensor(70.6457),0.29191728371025927
26,tensor(70.7480),0.2910417431736088
27,tensor(70.7511),0.29034900246746687
28,tensor(70.7924),0.2896549828998574
29,tensor(70.9034),0.2889171860966363
30,tensor(70.9370),0.2882686880927016
31,tensor(70.9715),0.2876336271509423
32,tensor(71.0451),0.28705983405750934
33,tensor(71.0684),0.2864744525611344
34,tensor(71.1467),0.2859672705958187
35,tensor(71.0824),0.28552585118637225
36,tensor(71.1879),0.2850198692918079
37,tensor(71.2091),0.2845739800969016
38,tensor(71.2275),0.2841349306527435
39,tensor(71.2668),0.2837032727491126
40,tensor(71.2858),0.2833096111020828
41,tensor(71.3241),0.2828718996097496
42,tensor(71.4007),0.2825614212608032
43,tensor(71.3360),0.28229396797928913
44,tensor(71.3781),0.281919091567483
45,tensor(71.3814),0.2816644047123098
46,tensor(71.4273),0.28137698369196956
47,tensor(71.4494),0.281128135008152
48,tensor(71.4941),0.2807882510047212
49,tensor(71.4745),0.2806116024594866
50,tensor(71.5109),0.28036627701903993
51,tensor(71.5071),0.28013896061102767
52,tensor(71.5468),0.2799463006888987
53,tensor(71.5741),0.27972459805503996
54,tensor(71.5599),0.279496283602677
55,tensor(71.5758),0.27936515082790764
56,tensor(71.5908),0.27915354391778163
57,tensor(71.5754),0.27905501714317754
58,tensor(71.5712),0.2788773073293305
59,tensor(71.5983),0.2787363265534672
60,tensor(71.5745),0.2785793665288521
61,tensor(71.6095),0.27846775037461224
62,tensor(71.6143),0.2782940461241444
63,tensor(71.6464),0.2781721522381896
64,tensor(71.6480),0.27809052857488215
65,tensor(71.6752),0.2779682635341849
66,tensor(71.6454),0.2778947411292376
67,tensor(71.6550),0.277772322370713
68,tensor(71.7070),0.2776899067191917
69,tensor(71.6755),0.27757306792841446
70,tensor(71.6772),0.277512936526674
71,tensor(71.6462),0.2774316190915603
72,tensor(71.6582),0.27736768881008667
73,tensor(71.6713),0.2772724442078074
74,tensor(71.6968),0.27726005401960996
75,tensor(71.7254),0.27713844669390936
76,tensor(71.7307),0.27712949276544496
77,tensor(71.7141),0.27704663531325524
78,tensor(71.7394),0.2769561922915869
79,tensor(71.7640),0.27692241318263333
80,tensor(71.6946),0.27688317277216823
81,tensor(71.7477),0.27679356011943096
82,tensor(71.7153),0.276810559398006
83,tensor(71.7141),0.2766596515458654
84,tensor(71.7408),0.27665650760000327
85,tensor(71.7592),0.27661489741890827
86,tensor(71.7440),0.27654390420486125
87,tensor(71.7283),0.27648056362591944
88,tensor(71.7362),0.2764333387534735
89,tensor(71.7225),0.27642687401605415
90,tensor(71.7504),0.27636129107668206
91,tensor(71.7403),0.27629317292299693
92,tensor(71.7266),0.2762473622326967
93,tensor(71.7211),0.2762344726318809
94,tensor(71.7342),0.27619821488845675
95,tensor(71.7533),0.27611943433825475
96,tensor(71.7730),0.2760899616223714
97,tensor(71.7853),0.2759136789694961
98,tensor(71.7601),0.2759707802384005
99,tensor(71.7706),0.27584194631640707
