3,78,1747,53,1412,502
7,448,2894,632,2406,1204
11,902,3778,1569,3061,2066
15,1478,4623,2407,3731,2929
19,2172,5440,3180,4407,3761
23,2862,6230,4004,5055,4601
27,3554,7008,4821,5710,5451
