epoch,objective_loss,entropy_loss,overall_loss
0,4.580494507998725,4.3195676315009806,8.900062143604627
1,4.357946349932903,10.306182754423416,14.66412911621044
2,4.30647856927789,9.13588434847439,13.442363045936407
3,4.296957097576306,8.43839488065551,12.735352050426396
4,4.528955571279178,58.43528771712154,62.96424330429383
5,4.240479650687541,69.31470111834253,73.55518102804295
6,4.439085033644863,59.49659519480503,63.935680333958075
7,4.27664345997909,69.31470489501953,73.59134848965363
8,4.646443292152046,53.062848534801496,57.709291751994634
9,4.319096711782918,69.31470489501953,73.63380165987238
10,4.285891095665211,69.31470489501953,73.60059597484295
11,4.229231497774094,69.31470489501953,73.54393646645782
12,4.842420591864478,32.40248836132917,37.244908943524806
13,4.634631165634355,34.61732698506694,39.25195817416686
14,4.453714003198564,27.403487909671878,31.857201916434853
15,4.485332809017344,42.04852433079237,46.53385725765924
16,4.567539407565348,15.847229053013796,20.414768418996438
17,4.375886862856209,7.314022794184401,11.689909705291946
18,4.2890930152018605,7.09411052196091,11.383203653798159
19,4.2533324533126695,7.08100794319277,11.334340404434462
20,4.988905472612859,48.04153252066207,53.030437768099695
21,4.429903382478759,56.96831615317324,61.39821946660545
22,4.540763767454709,64.20614974167053,68.7469135463436
23,4.418891940005994,69.31470489501953,73.7335969284919
24,4.545081378217548,8.001457487034981,12.546538939507707
25,4.516260641357828,6.308078942842008,10.824339617922451
26,4.344456757421907,5.972670429607599,10.31712720243637
27,4.336130932716044,5.272577179358747,9.608708181254492
28,4.602070544249197,6.626671524322476,11.2287420953231
29,4.615950595104808,7.232838683822792,11.848789232513836
30,4.337790962865583,3.660400898375995,7.998191917457453
31,4.301150006709306,3.6029810129521644,7.904131072700215
32,3.5303719340764794,0.9225759994806986,4.452947929055984
33,3.7133418784981136,1.3874199442621027,5.100761818331342
34,4.099017727018592,1.1661465507022966,5.265164288967549
35,3.9739723728344694,0.8952450828973084,4.8692174595455775
36,3.411552668211865,0.2951766487126285,3.7067293209887007
37,2.9280761191219193,0.37220647209891705,3.3002825953635657
38,3.076136502118604,0.26807231972664614,3.3442088219018484
39,3.610326247357847,0.9139888847959083,4.524315123344182
40,3.5367510253408825,0.381070848918382,3.91782186573922
41,3.0365910195433017,0.5115032341791302,3.5480942488508767
42,3.034656569213168,0.7231436397942579,3.7578002103539387
43,2.935175939255775,0.4363465042764108,3.3715224436351243
44,3.619174231722504,0.25979645159660186,3.8789706689574817
45,2.8778828325065664,0.2334044118796378,3.1112872443325883
46,2.754320220891819,0.2491863163692245,3.0035065329352095
47,2.753641993896507,0.4396270093063484,3.1932690050514827
48,3.685800956531219,0.15609845868582564,3.8418994120189094
49,2.9476697452836644,0.1460126447393691,3.093682386154351
50,2.665933839308464,0.2665666222979972,2.932500464179588
51,2.527881556868157,0.18838653760823731,2.716268095859261
52,3.7289091263498584,0.13464106283310343,3.8635501992266867
53,2.9943106126943713,0.16914696869961743,3.163457578400837
54,2.682818888825832,0.10164582689198551,2.784464717109336
55,2.518240654785372,0.1531417386109733,2.671382396720176
56,3.9622769270624434,0.26953431045525533,4.231811236305489
57,2.9760621885128575,0.1774939785328961,3.153556176198279
58,2.6527401000954396,0.21986565194785965,2.872605754885562
59,2.4745494066876828,0.10706271267432195,2.5816121186528873
60,4.073868308154452,0.22892303118463658,4.3027913342678605
61,3.043802226500654,0.12667573436605817,3.170477962375084
62,2.713454733853326,0.21924339104799617,2.9326981274392527
63,2.644384008309373,0.12140274576961138,2.7657867577978927
64,4.058779962435117,0.2889578358717518,4.347737792916474
65,3.0916519038304955,0.14929373362428433,3.2409456421766576
66,2.6854004919330956,0.1487505053557463,2.834150996121063
67,2.5448663899074764,0.12438619704426859,2.6692525859290965
