epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,entropy_loss,cosine_loss,overall_loss
0,0.5914893617021276,0.8262879788639366,0.6894461284100303,0.19746473117130292,0.2649580687167324,0.22628587441400028,0.8218390804597702,0.28335535006605017,0.42141453831041253,0.842835130422405,0.06632110115943343,0.12296622297404758,20.747360229492188,22.88472210277211,0.5480735166506334,23.432795611294836
1,0.5854430379746836,0.8525345622119815,0.6941838649155723,0.5067215256008359,0.2815351583467526,0.36196312153878263,0.821969696969697,0.2857142857142857,0.4240351734245237,0.8219696969696969,0.06666666666666667,0.12333049161693663,21.765182495117188,19.1359993761236,0.577480213208632,19.713479562239215
2,0.5924908424908425,0.8546895640686922,0.6998377501352081,0.5435061837247531,0.2837539004205671,0.3728500927103953,0.821969696969697,0.2866578599735799,0.4250734573947111,0.8219696969696969,0.06666666666666667,0.12333049161693663,25.190601348876953,18.77263090827248,0.5616247951984404,19.334255782040675
3,0.5940092165898617,0.8491436100131752,0.6990238611713665,0.5729938603053918,0.27716049382716046,0.3736057117397584,0.821969696969697,0.2859025032938076,0.4242424242424242,0.8219696969696969,0.06666666666666667,0.12333049161693663,25.22396469116211,18.721873500130393,0.5417319400744004,19.26360537789085
4,0.5030701754385964,0.7546052631578948,0.6036842105263157,0.17120185797287774,0.46115570289961283,0.24970275690946264,0.7927063339731286,0.27171052631578946,0.404703576678099,0.3397999774301954,0.12300034674028407,0.18062007679518707,35.53685760498047,23.363807244734335,0.2574257390065626,23.62123302979903
5,0.5864923747276688,0.8861092824226465,0.7058206607236497,0.4536794656355915,0.40010499216097084,0.42521134551965284,0.9109848484848485,0.3166556945358789,0.4699560332193454,0.8353367940922989,0.08329390274281145,0.15148298859232406,37.961036682128906,16.730517994273793,0.2579386220736937,16.988456682725385
6,0.6213457076566126,0.8820816864295126,0.7291042744350666,0.5649488558983947,0.41352460522307155,0.4775198549357658,0.9431818181818182,0.32806324110671936,0.4868035190615836,0.9212399985656555,0.09517104885751554,0.17251952767586734,44.98422622680664,15.457597429102117,0.25953842699527735,15.717135819521816
7,0.612932195779075,0.8974358974358975,0.7283884738527215,0.49705604656614766,0.45109152083502274,0.4729596440358713,0.9375,0.3254437869822485,0.48316251830161056,0.8929095774511016,0.0906068727212359,0.1645193518044524,47.67394256591797,15.178885719992897,0.26090839911590924,15.439794106916947
8,0.4923009238891333,0.7371541501976284,0.5903455552624637,0.22691102183409131,0.48797904298965616,0.3097758067338766,0.7888675623800384,0.2707509881422925,0.4031387935262384,0.3914437495123278,0.13726157803383993,0.20325192113693402,42.00844955444336,23.734566948630594,0.16938197748227554,23.903948913921013
9,0.5993816254416962,0.8927631578947368,0.71723044397463,0.4670100690857858,0.4351947801087669,0.45054145852976135,0.9318181818181818,0.3236842105263158,0.48046875,0.905049542172387,0.1025288307828151,0.18419147105608358,43.18962097167969,16.18379714272239,0.16906899349255997,16.352866042744036
10,0.6142406489409644,0.8973008558262014,0.729266987693954,0.47900818998945177,0.4795150278593374,0.4792614749241838,0.9375,0.32587228439763,0.48363458720078156,0.9400661173560333,0.1016670900752556,0.18348994915041245,48.36302185058594,15.077848737890069,0.16931063817305997,15.247159307653256
11,0.6164568345323741,0.9031620553359684,0.7327632282202031,0.49502760716245325,0.500475895020695,0.49773684213318214,0.9564393939393939,0.3326745718050066,0.4936461388074292,0.9673365914836956,0.11874664425014111,0.21152701804009588,49.09037399291992,14.478872385892002,0.17008710381659595,14.648959376595236
12,0.500903342366757,0.7339510258107214,0.5954362416107383,0.21574130515499204,0.49503833370281775,0.30051568834026093,0.8034351145038168,0.2786234281932495,0.41375921375921365,0.40324263147529066,0.14939162731304997,0.21801425431050797,38.33259582519531,24.11734134500677,0.12477043508128685,24.242111552845348
13,0.6130215497478221,0.880184331797235,0.7227027027027026,0.4551062583819167,0.40817598735132266,0.4303654969922949,0.9318181818181818,0.3238973008558262,0.48070346849047385,0.8969883329694939,0.10768149814207187,0.19228017905792724,45.40384292602539,16.055448488755655,0.12341481379487297,16.17886339534413
14,0.6092362344582594,0.9044166117336849,0.7280445741576015,0.4456685566006908,0.515341205701019,0.47797926787246797,0.9412878787878788,0.3276203032300593,0.48606356968215153,0.953013464207739,0.12307418992655066,0.21799592188579456,48.25652313232422,14.789168011058461,0.1232178820805116,14.912385897202928
15,0.6316767301439852,0.8959156785243741,0.7409425224734405,0.5390423973151972,0.48140540213794886,0.5085961715787725,0.9621212121212122,0.3346508563899868,0.4965786901270772,0.8815269104965805,0.12669953489937133,0.2215554850226803,48.969398498535156,14.05774246562611,0.12353750521486456,14.1812800060619
16,0.491158267020336,0.7328496042216359,0.5881418740074114,0.1995862680946605,0.5147907335348388,0.28764968951007325,0.7832699619771863,0.2717678100263852,0.40352595494613125,0.4204032723446796,0.18147697888361075,0.2535172590301804,43.54389572143555,24.072489781813182,0.09856853024526076,24.171058047901496
17,0.6122448979591837,0.8905013192612137,0.7256113947863477,0.42628459968472315,0.4663851286682883,0.4454341657582181,0.9147727272727273,0.3186015831134565,0.4726027397260274,0.896273870855543,0.1102302654864329,0.1963161464830616,47.823463439941406,15.582012176513672,0.0976550673896616,15.679667299444025
18,0.618140589569161,0.8978919631093544,0.7322052108514638,0.4418057942601947,0.45845881539679995,0.4499782817168469,0.9242424242424242,0.3214756258234519,0.47702834799608995,0.8810721462809757,0.12393790549090418,0.21730774971636962,45.40106201171875,14.899442672729492,0.09781017018990083,14.997252724387428
19,0.6333333333333333,0.8875,0.7391780821917808,0.4572962309799047,0.46238889958188206,0.4598284651978172,0.946969696969697,0.32894736842105265,0.48828125,0.9703073339481875,0.13478664081778272,0.23669383616254241,48.41757583618164,14.464032173156738,0.09818111698735846,14.56221320412376
20,0.44082332761578047,0.681245858184228,0.5352772715438688,0.20329309385874897,0.5068006531790489,0.29018442475855094,0.7762645914396887,0.2644135188866799,0.39446366782006914,0.4192956343303438,0.1892869606954138,0.26082637559454774,39.172996520996094,27.341516841541626,0.08154825155030597,27.423065185546875
21,0.5971855760773966,0.895778364116095,0.716622691292876,0.4595997747073458,0.5025010619064042,0.4800939071111182,0.9071969696969697,0.3159630606860158,0.46868884540117417,0.8775311361424821,0.13095563056813014,0.2279011427220488,48.20882797241211,16.274039658633143,0.08079293607310814,16.354832519184455
22,0.608656849620705,0.8979591836734694,0.7255319148936171,0.4879555142911864,0.48642645616460517,0.48718978548342934,0.9488636363636364,0.32982225148123767,0.48949682462139726,0.9147417122791707,0.11801832144175532,0.20906363126192962,49.16259765625,15.157497319308195,0.08091343261978846,15.238410646265201
23,0.6323731138545954,0.9104674127715603,0.7463572584997303,0.5076341487074046,0.5289447794468981,0.5180704055133603,0.9488636363636364,0.32982225148123767,0.48949682462139726,0.9166853748910201,0.12029264886429895,0.21267666121113998,51.2897834777832,14.286902731115166,0.08103983409025452,14.367942723360928
24,0.4563328760859625,0.6591809775429326,0.5393136990002703,0.20327218164614827,0.5272171112999491,0.29341586098518974,0.7677543186180422,0.26420079260237783,0.3931203931203932,0.4571925038148195,0.18809130635981292,0.2665305837354596,42.07444381713867,27.63633840734309,0.07168601385571738,27.708024501800537
25,0.5826569841947885,0.8961892247043364,0.7061869013719906,0.3718735364817577,0.45578392858258393,0.4095751891282175,0.9166666666666666,0.3180026281208936,0.47219512195121954,0.9108199028583854,0.12155472866125663,0.21448505759629702,42.693199157714844,16.37139077620073,0.07109766724434766,16.442488453604962
26,0.6126126126126126,0.8929743926460932,0.7266898209991985,0.4676432719960984,0.4743741724652053,0.4709846754248356,0.9450757575757576,0.32764281024294156,0.4865919063871282,0.9633646028925451,0.12674278877787673,0.22401373903793867,48.8696174621582,15.316782084378326,0.07127834179184653,15.388060439716684
