agg_iter,mAP,avgloss
0,79.11057316588442,15.395593593868655
1,86.77972112475601,3.46168352692303
2,88.95996823193808,3.275962199141241
3,89.70147041255332,3.2358301316634095
4,90.31365374837468,3.5036382177252956
5,90.40795881080666,3.711560233153479
6,90.38184427334815,4.18316026075908
7,90.28691032484272,3.928732440482603
8,89.8812741028575,4.418188320805191
9,90.20070091023747,4.905720988655729
10,90.36171225230153,5.0926876524575135
11,89.75561413358629,5.390351152733761
12,90.2601824882049,5.766989893162061
13,89.9164580849682,5.904612619053467
14,90.06534236359087,5.68952629888142
15,89.87974339601071,6.383304975298626
16,89.81207971567167,6.416992210609958
17,89.63876255075748,6.836923806301986
18,89.99941349429206,6.497415701694793
19,90.10926360261819,6.706339353958788
20,90.25506888461717,6.7785714102606915
21,90.01946274455354,7.418048846400558
22,90.16343541279498,7.406630670651789
23,90.3138678936491,7.17278594130662
24,90.08103544349038,7.417104197123762
25,90.18727618514171,7.489251449194147
26,90.0537083971598,8.234955305817344
27,89.91970891273085,8.130146495835582
28,89.99874415613652,8.06788707931709
29,90.00313376428791,8.336089131363291
