agg_iter,mAP,avgloss
0,69.23588247946276,0.137969550303479
1,77.15061706872672,0.08990297418033918
2,79.72476863707017,0.07928968056041782
3,81.17466035605632,0.08002195978373058
4,81.93784874745063,0.07730530747031585
5,82.86808396772345,0.07427294062447501
6,83.25900434869942,0.07012114661231618
7,83.96924774866305,0.06521585645065897
8,84.03331862897981,0.07070108804269203
9,79.67622020518067,0.09162605471490443
10,84.66378146804784,0.06781215325032723
11,84.27594972619718,0.06766618945736186
12,84.67661616336163,0.06552720348851465
13,84.50031139854468,0.06859236581944267
14,84.9502289006321,0.06606280607157104
15,84.62549073861759,0.06636125422003535
16,85.61854711603463,0.06618464087271216
17,85.2943080923669,0.0650442539326616
18,85.27031770931114,0.0659857393630972
19,85.19522798504313,0.06599151484534041
20,85.07489171898615,0.06685262720183975
21,84.55450945408934,0.06774144457412197
22,85.1775944205979,0.06545909108169405
23,85.0123318817003,0.06933042448186506
24,85.3799521041032,0.06491020465300172
25,85.36308286725415,0.06409742445407889
26,85.65946525287166,0.06504983617778294
27,84.97338078672936,0.06732841577433409
28,84.98394061906657,0.07169292688032854
29,85.4549241289376,0.06486831928210361
30,85.43206051285702,0.06722904759758341
31,85.41119924770226,0.0650182597718118
32,84.90427292221389,0.07224165040043275
33,85.39640615984003,0.06639078036223399
34,85.4445467010646,0.06866618668580715
35,85.54610635852968,0.07004865244156532
36,85.76289157682551,0.06769987455066902
37,85.73783103252651,0.06914304031979643
38,84.94078950774112,0.07391417136218059
39,85.38166046604779,0.06993614955328317
40,85.0199754388344,0.07326856961203446
41,85.76081418605922,0.07413677416171473
42,85.63985283810025,0.07190087668298224
43,85.51666656642045,0.07387821801566698
44,85.45987090540626,0.07294018851990854
45,85.66807298860566,0.07622363089245862
46,85.6404381291354,0.08082000156343463
47,85.40516871820552,0.08564727973049002
48,85.7926258093321,0.0805751805875364
49,85.18707740518697,0.07984991194551617
50,85.57847251337449,0.08214941061706695
51,85.36589343020142,0.08184547652735126
52,85.62841838781206,0.08231361020121776
53,85.5306931404767,0.08347144283285048
54,85.58338756900227,0.09209332342922946
55,85.45624630824814,0.09124577791283547
56,85.45934811162255,0.09053639903031585
57,85.32776951520239,0.09114990624333487
58,84.99744280012436,0.09961014095081626
59,85.41639503639233,0.09589064236064725
60,85.19913646285099,0.10394413331105619
61,85.053643685743,0.12101691655450707
62,85.1265424749963,0.10271901811167425
63,85.19092867177984,0.1039068393131087
64,85.24802800642269,0.1109670854220319
65,84.99107825043514,0.11791133902049557
