agg_iter,precision,recall,avgloss
0,0.5058579872266143,0.12854200535021704,0.010408007884143896
1,0.5485029017841071,0.1753059754044665,0.009329167862536002
2,0.5796462938766895,0.17050112458950328,0.009348213284394285
3,0.6602363917613261,0.15184548988833094,0.00969315264789993
4,0.5603119382639381,0.1800706904736337,0.010013444178157645
5,0.5932485568179818,0.161202968129688,0.00951526661590666
6,0.5661990246453752,0.19293043876785337,0.0098627784079121
7,0.6217073182393904,0.15684008824518672,0.009579043456401778
8,0.6046765631654604,0.1508010998738019,0.009112771498801986
9,0.5490134089963312,0.17879775905169976,0.010165540404414421
10,0.5866822907318935,0.15914557739241839,0.010219581203336455
11,0.594275003644341,0.1487043788306391,0.009796869185367233
12,0.5521319031851918,0.1580752976634082,0.010235336537544545
13,0.6168930089969766,0.12839254729007463,0.010376764678629692
14,0.5563480393233292,0.15206661148167086,0.010245596634099265
15,0.4997008778901472,0.14664162018470214,0.011082678460157834
16,0.6166565619959451,0.11505343150941212,0.01114542593731182
17,0.5408602140575084,0.15813613495049778,0.010700202165703028
18,0.5639518898710719,0.17639308632142583,0.01057244776274371
19,0.5556295210167432,0.1541016722507924,0.010688277206409066
20,0.6066274620019473,0.15110815615656495,0.01050856705782727
21,0.5726312833686529,0.15156363015793553,0.010198386094854132
22,0.6000597863211891,0.16008758107330034,0.0105305374888865
23,0.5565106549104175,0.1588457982982188,0.010660885414917476
24,0.5262837308489382,0.15015733533786507,0.011089579306228581
25,0.6470005705648307,0.16014425027180457,0.010608478215876644
26,0.5412001148460702,0.16739009305803482,0.011175006295256223
27,0.5282451792666876,0.1453976221930141,0.010433980608104772
28,0.5192629337185644,0.15689920928840487,0.010486172553771187
29,0.5724200157860714,0.14327792450358995,0.011451982534848727
30,0.5436977025126428,0.15468134762056912,0.010724623763827473
31,0.5913960561085165,0.14871283779235417,0.01102176595192689
