epoch,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,asym_loss,dynamic_adj_loss,overall_loss
0,0.45779586473222666,0.6704764710214302,0.5440909009416391,0.4053998517872642,0.5573869745553466,0.46939694372693647,0.5963782944461011,0.5694675602032551,0.5826123426900967,0.5262307315715524,0.4535225712795515,0.48717879036314804,46.98370361328125,22.56266618308768,0.5151867450872271,23.077852911768513
1,0.5677272087214947,0.7521699854679706,0.647061556329849,0.5431537630774751,0.6731440057236618,0.6012026153139,0.7033452756990524,0.6515356820234869,0.6764498995850877,0.6513401630359471,0.572401051828402,0.6093245694289813,65.4028549194336,12.413177845592305,0.030188890279088897,12.443366743775437
2,0.590925568132981,0.7762896922805019,0.6710419942327156,0.5720879313759775,0.7068556751627886,0.6323712772287781,0.7262834023533897,0.6733057753863676,0.6987919271589652,0.6830661813433775,0.6041677664629896,0.6411990141060363,69.80488586425781,11.392690521075801,0.015105790071024167,11.40779631236129
3,0.6067217713844589,0.7910233058232646,0.6867218767448502,0.5964724347403532,0.7300314829142358,0.6565282623829397,0.7409603411152006,0.6859384435618093,0.7123885570350881,0.7122089352684436,0.6235639644618873,0.6649451074966829,72.68019104003906,10.734663471613858,0.012601989761902046,10.747265465465619
4,0.617151017817473,0.8019578867783729,0.6975209928838767,0.6069309780417245,0.743376229875893,0.6682598739102221,0.7515694258870438,0.6959089592466947,0.7226690254478159,0.7245763124501392,0.63689608626496,0.677912850874268,74.38541412353516,10.254571409399087,0.01108916545991398,10.26566057565398
5,0.6252292311822468,0.81182523823785,0.7064128470546017,0.6184747551147181,0.7591958936989169,0.6816483966525368,0.7603837423898517,0.7039419097322801,0.731075062396908,0.7364402398214513,0.6494556530482208,0.6902181893242776,76.1598892211914,9.846811077140261,0.010536907767070816,9.857347978012045
6,0.6336550917220342,0.818927172216058,0.7144757103358769,0.6283951086552793,0.7699360892468136,0.6920021139280169,0.768139395450759,0.7107606806555188,0.7383369415820705,0.7493833828395439,0.6592047077931733,0.7014073982237135,77.43462371826172,9.531721149485705,0.010114066689685942,9.54183522565867
7,0.6383210943234064,0.8240512543571114,0.7193917457950013,0.6346867824740836,0.7775083218903596,0.6988754650718095,0.7732118751262237,0.7142520496833423,0.7425634429676814,0.7532115547589593,0.6649692888840912,0.7063451099236687,78.389404296875,9.282639677092046,0.009632536853340411,9.292272211343448
8,0.6454796277003744,0.8304252624137153,0.7263646767568542,0.6422443139916564,0.785081001896362,0.7065156119326754,0.7803241737503256,0.7206484490833931,0.7493000165903086,0.7643424676042863,0.6734819101098786,0.7160413094102757,79.50263977050781,8.95817352049667,0.008658256674061492,8.966831778951109
9,0.6481477249354389,0.8354206658189691,0.7299643309861422,0.646625757562951,0.793368203600971,0.7125200931609138,0.7847396224006128,0.7242070018508608,0.7532591544836672,0.7677861615946864,0.6794399266760041,0.7209164864628556,80.36371612548828,8.749020855555052,0.008578548605331792,8.757599399887514
