agg_iter,OP,OR,OF1,CP,CR,CF1,OP_3,OR_3,OF1_3,CP_3,CR_3,CF1_3,map,loss
0,0.5148379373803391,0.8264542227016098,0.6344141295310007,0.477595964368847,nan,nan,0.7141181709887432,0.6732984590559647,0.6887555110770431,0.618812404158125,nan,nan,69.00134742598229,11.26418694245427
1,0.5375979125689934,0.788495790045246,0.6391668193462714,0.5153732559386234,nan,nan,0.7082550368366516,0.6503496723783121,0.6737315832516492,0.6344286646227846,nan,nan,67.7959712706071,11.925019621640532
2,0.5184996872330598,0.8119310496171379,0.6328254235752779,0.523392479251273,nan,nan,0.7048734877743793,0.6599938949251599,0.6770349320241984,0.6515795596210231,nan,nan,69.14422207562073,11.435573100339973
3,0.5517613972784775,0.805921640588761,0.6550175900606442,0.537595869974349,nan,nan,0.717706675831128,0.6656553857005207,0.6860598613626822,0.6492368879570879,nan,nan,70.48761146173518,11.123366866283407
4,0.5967642205096421,0.8079976952534038,0.6863388243821316,0.5686674130824532,nan,nan,0.7491401727552611,0.6770457823492586,0.7069626717756956,0.676217770797442,nan,nan,72.41895926004933,10.625921700197624
5,0.5869730735982699,0.8158706093073315,0.6827111434760027,0.5589544521435251,nan,nan,0.7512396248504551,0.6812547868875453,0.7101497856486704,0.6755518846358116,nan,nan,72.74061016987581,10.980596876207212
6,0.6168083684759272,0.8169033578049866,0.702819966430954,0.5836075551191363,nan,nan,0.765955585451488,0.6886895484423273,0.7209503813599868,0.6982805212529225,nan,nan,73.97915283536628,10.747384603726086
7,0.6245210966696151,0.8164542299948291,0.7075827836791218,0.5857310546894565,nan,nan,0.7707253983553829,0.6907202008381724,0.7242642716166741,0.6963754381155884,nan,nan,74.34986487671281,10.989552233388697
8,0.6234026035206491,0.8166599080298732,0.7069301950359971,0.582944279163451,nan,nan,0.7714010142511304,0.691720789496972,0.7251288328835379,0.7019080732706369,nan,nan,74.2793324297018,11.618345311985621
9,0.6502760677512027,0.8035889746953427,0.7184123021458823,0.5978418229389147,nan,nan,0.7827398531784047,0.687147516426744,0.7279013470966327,0.7059063685408606,nan,nan,74.17160320459749,11.843518499285038
