3,133,949,3110,0,0
7,708,2066,4337,443,830
11,1118,3099,5672,978,1709
15,1492,4250,6981,1495,2550
19,1866,5350,8348,1998,3398
23,2225,6433,9625,2594,4275
27,2584,7585,10857,3119,5199
