epoch,objective_loss,entropy_loss,overall_loss
0,9.039161973864713,nan,9.039161973864713
1,7.968553749317862,nan,7.968553749317862
2,7.536731338702176,nan,7.536731338702176
3,7.1051679894893995,nan,7.1051679894893995
4,6.5202015391884975,nan,6.5202015391884975
5,5.772454780868336,nan,5.772454780868336
6,5.420459200058302,nan,5.420459200058302
7,5.176143593928987,nan,5.176143593928987
8,6.258095064243687,nan,6.258095064243687
9,5.63848815688604,nan,5.63848815688604
10,5.354875886993567,nan,5.354875886993567
11,5.044769576833216,nan,5.044769576833216
12,6.197915956440858,nan,6.197915956440858
13,5.623480166061012,nan,5.623480166061012
14,5.314149979297624,nan,5.314149979297624
15,5.056877883677744,nan,5.056877883677744
16,6.259729139412506,nan,6.259729139412506
17,5.618710916756574,nan,5.618710916756574
18,5.26748845547061,nan,5.26748845547061
19,4.908863001231904,nan,4.908863001231904
20,6.21283616999534,nan,6.21283616999534
21,5.45792256528315,nan,5.45792256528315
22,5.290430626285732,nan,5.290430626285732
23,4.942806822338183,nan,4.942806822338183
24,6.265378502350816,nan,6.265378502350816
25,5.636310645799599,nan,5.636310645799599
26,5.244095111698037,nan,5.244095111698037
27,4.99974067502887,nan,4.99974067502887
28,6.335054786899418,nan,6.335054786899418
29,5.661931340704483,nan,5.661931340704483
30,5.275531729062399,nan,5.275531729062399
31,4.892963934548291,nan,4.892963934548291
32,6.403003977320868,nan,6.403003977320868
33,5.563296899010863,nan,5.563296899010863
34,5.313894444880106,nan,5.313894444880106
35,5.009863940975335,nan,5.009863940975335
36,6.421919157736409,nan,6.421919157736409
37,5.6719578932106245,nan,5.6719578932106245
38,5.261140827388201,nan,5.261140827388201
39,4.980407201791111,nan,4.980407201791111
40,6.567948548602653,nan,6.567948548602653
41,5.7759352343997845,nan,5.7759352343997845
42,5.352237810062457,nan,5.352237810062457
43,5.047185310331578,nan,5.047185310331578
